HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported
Mars,0,TRAPPIST-1e,21,0,970,0,180,0,64,0
Mars,1,,19,0,0,0,0,0,0,1
Earth,0,55 Cancri e,35,0,790,0,0,,0,0
Earth,0,TRAPPIST-1e,56,0,0,112,0,1379,127,0
Earth,0,TRAPPIST-1e,,0,4,0,2,4683,0,0
Earth,0,TRAPPIST-1e,25,0,0,0,1938,0,1,1
Europa,0,TRAPPIST-1e,2,0,0,0,0,0,0,1
Europa,1,TRAPPIST-1e,38,0,0,0,0,0,0,1
Europa,0,TRAPPIST-1e,27,0,279,605,3374,286,3,1
Earth,1,PSO J318.5-22,36,0,0,0,0,0,0,0
Earth,0,TRAPPIST-1e,22,0,45,1096,148,1377,1,0
Earth,0,TRAPPIST-1e,62,0,0,592,0,17,25,0
Mars,1,TRAPPIST-1e,15,0,0,0,0,0,0,1
,1,TRAPPIST-1e,33,0,0,0,,0,0,1
Earth,0,TRAPPIST-1e,62,0,1,153,197,0,460,0
Earth,1,PSO J318.5-22,0,0,0,0,0,0,0,1
Earth,0,TRAPPIST-1e,18,0,1,258,446,0,0,1
Earth,0,55 Cancri e,21,0,1946,37,0,0,24,0
Mars,0,TRAPPIST-1e,,0,793,0,2,253,0,0
Earth,0,TRAPPIST-1e,42,0,887,0,9,6,0,1
Earth,0,TRAPPIST-1e,19,0,190,0,5,1,726,0
Earth,0,TRAPPIST-1e,17,0,16,2165,0,0,52,0
Earth,0,TRAPPIST-1e,14,0,0,1,0,0,1063,0
Mars,0,PSO J318.5-22,37,0,46,83,738,0,12,0
Europa,0,TRAPPIST-1e,42,0,1,8397,0,0,506,1
Mars,0,TRAPPIST-1e,27,0,147,0,1018,0,0,1
Mars,0,TRAPPIST-1e,28,0,14,0,1295,0,0,1
Europa,0,TRAPPIST-1e,38,0,0,5840,0,321,9654,0
Earth,1,TRAPPIST-1e,13,0,0,0,0,0,0,0
Mars,0,TRAPPIST-1e,42,0,7406,0,0,0,0,0
Mars,1,TRAPPIST-1e,2,0,0,0,0,0,0,1
Mars,0,TRAPPIST-1e,8,0,0,0,0,0,0,1
Earth,0,TRAPPIST-1e,24,0,688,0,0,0,17,1
Europa,1,TRAPPIST-1e,40,0,0,0,0,0,0,1
Earth,0,TRAPPIST-1e,43,0,211,0,0,638,513,0
Mars,1,PSO J318.5-22,45,0,0,0,0,0,0,1
Earth,1,TRAPPIST-1e,35,0,0,0,0,0,0,1
Earth,1,TRAPPIST-1e,26,0,,0,0,0,0,1
Earth,0,TRAPPIST-1e,27,0,1,697,31,188,0,0
Earth,0,TRAPPIST-1e,19,0,0,0,670,1,34,0
Earth,1,TRAPPIST-1e,0,0,0,0,,0,0,1
Earth,1,TRAPPIST-1e,3,0,0,0,0,0,0,1
Europa,0,TRAPPIST-1e,54,0,0,1208,0,3,637,0
Earth,0,TRAPPIST-1e,26,0,0,856,5,32,0,0
Earth,0,TRAPPIST-1e,26,0,0,2811,957,0,87,1
Earth,0,PSO J318.5-22,23,0,311,427,526,37,0,0
Earth,,TRAPPIST-1e,2,0,0,0,0,0,0,1
Mars,1,TRAPPIST-1e,31,0,0,0,0,0,0,1
Earth,0,TRAPPIST-1e,18,0,0,0,0,830,91,0
Earth,0,TRAPPIST-1e,24,0,0,,0,0,17,1
Earth,1,55 Cancri e,9,0,0,0,0,0,0,1
Earth,1,TRAPPIST-1e,6,0,0,0,0,0,0,0
Earth,,TRAPPIST-1e,27,0,0,0,570,2,131,0
Mars,0,TRAPPIST-1e,21,0,1743,5,17,0,0,0
Earth,1,TRAPPIST-1e,23,0,0,0,0,0,0,0
Earth,0,TRAPPIST-1e,31,0,562,0,326,0,0,0
Earth,0,TRAPPIST-1e,0,,0,0,0,0,0,1
Europa,0,TRAPPIST-1e,32,0,0,410,6,3929,764,0
Europa,,TRAPPIST-1e,40,0,0,331,0,0,1687,0
Europa,0,TRAPPIST-1e,42,0,2209,11418,0,1868,445,1
Europa,1,TRAPPIST-1e,28,0,0,0,0,0,0,1
Europa,1,TRAPPIST-1e,29,0,0,0,0,0,0,1
Europa,0,55 Cancri e,48,1,0,2537,87,17,13,1
Earth,0,TRAPPIST-1e,64,0,0,0,804,0,0,1
Earth,0,TRAPPIST-1e,27,0,82,157,429,238,1,0
Mars,,TRAPPIST-1e,26,0,0,0,0,0,,1
Europa,0,TRAPPIST-1e,33,0,1,2223,0,12,404,1
,0,TRAPPIST-1e,39,0,0,2344,0,65,6898,0
Europa,1,TRAPPIST-1e,13,0,0,0,0,0,0,1
Mars,1,TRAPPIST-1e,24,0,0,0,0,0,,1
Earth,0,TRAPPIST-1e,29,0,0,0,0,699,74,0
Earth,0,TRAPPIST-1e,18,0,55,597,49,0,1,0
Mars,1,TRAPPIST-1e,67,0,0,0,0,0,0,1
Mars,0,TRAPPIST-1e,35,0,701,0,296,0,25,0
Mars,0,TRAPPIST-1e,61,1,2353,334,9,316,2,0
Mars,0,TRAPPIST-1e,45,0,2103,6,0,0,0,0
Earth,1,PSO J318.5-22,22,0,0,0,,0,0,1
Mars,1,TRAPPIST-1e,19,0,0,0,0,0,0,1
Mars,0,TRAPPIST-1e,36,0,2738,0,0,0,0,0
Earth,0,TRAPPIST-1e,19,0,0,14,730,0,0,1
Earth,0,PSO J318.5-22,47,0,97,418,126,25,55,0
Earth,1,TRAPPIST-1e,13,0,0,0,0,0,0,1
Earth,0,,34,0,0,22,0,564,207,0
Europa,1,55 Cancri e,35,0,0,0,0,0,0,1
Earth,1,TRAPPIST-1e,24,0,0,0,0,0,0,1
Earth,0,TRAPPIST-1e,26,0,440,0,0,0,462,0
Mars,0,TRAPPIST-1e,31,0,,0,97,0,0,0
Earth,0,TRAPPIST-1e,20,0,0,420,210,0,0,1
Earth,0,TRAPPIST-1e,56,0,0,0,0,0,0,0
Earth,1,TRAPPIST-1e,50,0,0,0,0,0,0,1
Mars,0,TRAPPIST-1e,42,0,1072,0,10,0,76,0
Earth,1,55 Cancri e,,0,0,0,0,0,0,1
Earth,1,55 Cancri e,38,0,0,0,0,0,0,0
Earth,0,,41,0,0,0,0,0,607,0
Earth,0,TRAPPIST-1e,22,0,4119,0,0,0,61,0
Europa,1,TRAPPIST-1e,26,0,0,0,0,0,0,1
Europa,1,TRAPPIST-1e,17,0,0,0,0,0,0,1
Earth,0,TRAPPIST-1e,57,0,50,1688,0,,135,1
Earth,1,PSO J318.5-22,17,0,0,0,0,0,0,0
Mars,1,TRAPPIST-1e,35,,0,0,0,0,0,1
Mars,1,TRAPPIST-1e,13,0,0,0,0,0,0,1
Mars,0,TRAPPIST-1e,27,0,1365,0,48,22,137,0
Earth,1,TRAPPIST-1e,31,0,0,0,0,0,0,0
Earth,0,TRAPPIST-1e,24,0,0,0,0,221,567,0
Earth,1,PSO J318.5-22,19,0,0,0,0,0,0,1
Earth,1,TRAPPIST-1e,32,0,0,0,0,0,0,1
Earth,,TRAPPIST-1e,58,0,0,985,0,5,0,1
Earth,0,55 Cancri e,21,0,287,0,16,115,175,0
Europa,0,TRAPPIST-1e,38,0,0,10346,1,14970,2111,0
Mars,0,TRAPPIST-1e,38,0,3414,0,161,28,119,0
Earth,0,TRAPPIST-1e,19,0,1,219,673,2,11,1
Earth,0,TRAPPIST-1e,0,0,0,0,0,0,0,0
Earth,0,TRAPPIST-1e,3,0,0,0,0,0,0,1
Earth,0,TRAPPIST-1e,20,0,0,0,3,299,92,0
Europa,1,TRAPPIST-1e,24,0,0,0,0,0,0,1
Earth,0,TRAPPIST-1e,37,0,17,146,426,0,232,1
Earth,0,TRAPPIST-1e,25,0,62,0,0,0,956,0
Earth,1,TRAPPIST-1e,56,0,0,0,0,0,0,1
Earth,0,55 Cancri e,49,0,84,3,401,202,98,0
Earth,1,55 Cancri e,11,0,0,0,0,0,0,0
Earth,1,TRAPPIST-1e,1,0,0,0,0,0,0,1
Earth,0,TRAPPIST-1e,8,0,0,0,0,0,0,0
Earth,0,TRAPPIST-1e,39,0,0,0,10,898,0,0
Mars,1,TRAPPIST-1e,2,0,0,0,0,0,0,1
Mars,0,TRAPPIST-1e,23,0,,0,8,1072,0,0
Mars,0,TRAPPIST-1e,0,0,0,0,0,0,0,1
Mars,0,TRAPPIST-1e,39,0,406,0,867,0,0,1
Mars,0,PSO J318.5-22,25,0,1052,0,719,0,7,0
Europa,0,TRAPPIST-1e,36,0,0,972,0,795,575,0
Earth,,PSO J318.5-22,52,0,0,0,0,0,0,1
Earth,1,TRAPPIST-1e,18,0,0,0,0,0,0,0
Earth,1,TRAPPIST-1e,15,0,0,0,0,0,0,1
Europa,1,TRAPPIST-1e,35,0,0,0,0,0,0,1
Europa,1,TRAPPIST-1e,47,0,0,0,0,0,0,1
Europa,1,55 Cancri e,45,0,0,0,0,0,0,1
Europa,0,55 Cancri e,,0,0,2433,,878,443,1
Europa,1,TRAPPIST-1e,51,0,0,0,0,0,0,1
Earth,0,TRAPPIST-1e,29,0,0,2,66,0,705,0
Europa,0,55 Cancri e,,0,2,1720,12,1125,122,1
Earth,1,PSO J318.5-22,19,0,0,0,0,0,0,0
,1,55 Cancri e,24,0,0,0,,0,0,1
Mars,0,TRAPPIST-1e,29,0,902,1,137,0,0,1
Mars,1,TRAPPIST-1e,11,0,0,0,0,0,0,1
Mars,0,TRAPPIST-1e,17,0,848,0,307,182,0,0
Earth,0,TRAPPIST-1e,13,0,192,0,0,51,739,0
Earth,0,TRAPPIST-1e,35,0,147,188,0,10,387,0
Earth,0,TRAPPIST-1e,21,0,367,281,0,0,146,0
Earth,0,55 Cancri e,21,0,0,56,0,0,1918,0
Earth,0,TRAPPIST-1e,38,0,1517,0,0,27,0,0
Earth,1,TRAPPIST-1e,19,0,0,0,0,0,0,1
Earth,1,TRAPPIST-1e,2,0,0,0,0,0,0,1
Earth,0,TRAPPIST-1e,0,0,0,0,0,0,0,1
Earth,1,TRAPPIST-1e,13,0,0,0,0,0,0,0
Earth,0,TRAPPIST-1e,25,0,122,84,,0,0,0
Earth,0,TRAPPIST-1e,16,0,0,3,0,0,1099,0
Earth,0,55 Cancri e,1,0,0,0,0,0,0,0
Earth,1,TRAPPIST-1e,15,0,0,0,0,0,0,1
Mars,0,55 Cancri e,21,0,2237,0,119,0,0,0
Mars,0,TRAPPIST-1e,23,0,1215,80,1,2,0,0
Mars,0,TRAPPIST-1e,33,0,1933,12,188,1,0,0
Mars,1,TRAPPIST-1e,21,0,0,0,0,0,0,1
Mars,0,TRAPPIST-1e,41,0,1230,0,301,43,1023,0
Mars,0,TRAPPIST-1e,16,0,915,0,221,234,0,0
Mars,1,TRAPPIST-1e,42,0,0,0,0,0,0,0
Mars,0,TRAPPIST-1e,20,0,1406,0,0,11,0,0
Mars,1,TRAPPIST-1e,24,0,0,0,0,0,0,1
Mars,1,TRAPPIST-1e,16,0,0,0,0,0,0,1
Earth,0,TRAPPIST-1e,21,0,0,2,665,0,9,0
Mars,0,TRAPPIST-1e,32,1,181,0,5,1634,0,0
Earth,1,PSO J318.5-22,58,0,0,0,0,0,0,1
Earth,0,TRAPPIST-1e,24,0,4,7,0,713,79,0
Mars,0,TRAPPIST-1e,30,0,85,0,1,1720,0,0
Earth,1,PSO J318.5-22,27,0,0,,0,0,0,0
Mars,0,TRAPPIST-1e,32,0,56,0,256,1438,0,0
Earth,0,TRAPPIST-1e,43,0,,888,0,0,0,0
Europa,1,TRAPPIST-1e,42,0,0,0,0,0,0,1
Mars,0,TRAPPIST-1e,37,0,637,0,0,92,319,0
Mars,1,TRAPPIST-1e,35,0,0,0,0,0,0,1
Europa,,55 Cancri e,33,0,0,1249,0,4812,1116,0
,0,TRAPPIST-1e,18,0,313,1,691,283,0,0
Earth,1,TRAPPIST-1e,21,0,0,0,0,0,0,0
Mars,1,TRAPPIST-1e,43,0,0,0,0,0,0,1
Mars,1,55 Cancri e,14,,0,0,0,0,0,1
Europa,0,55 Cancri e,46,0,0,3571,0,0,7,1
Europa,0,TRAPPIST-1e,33,0,0,86,796,584,10912,0
Mars,0,TRAPPIST-1e,21,0,2947,0,287,27,0,0
Europa,0,TRAPPIST-1e,33,0,0,1,0,8620,1063,0
Earth,1,PSO J318.5-22,47,0,,0,0,0,0,0
,1,55 Cancri e,54,0,0,0,0,0,0,1
Earth,0,TRAPPIST-1e,30,0,335,695,541,0,0,0
Earth,0,TRAPPIST-1e,29,0,272,615,0,0,1,0
Earth,0,TRAPPIST-1e,21,0,702,172,408,2,6,1
Europa,1,TRAPPIST-1e,24,0,0,0,0,0,0,1
Mars,0,55 Cancri e,21,0,1664,0,,0,0,0
Mars,1,TRAPPIST-1e,60,0,0,0,0,0,0,1
Earth,0,TRAPPIST-1e,22,0,0,0,313,299,92,0
Europa,0,TRAPPIST-1e,26,0,0,4810,0,981,2054,0
Earth,0,TRAPPIST-1e,26,0,66,29,0,0,803,0
Earth,1,TRAPPIST-1e,28,0,0,0,0,0,0,1
Europa,1,TRAPPIST-1e,39,0,0,0,0,,0,1
Earth,0,TRAPPIST-1e,13,0,118,0,0,754,1,0
Earth,0,55 Cancri e,47,0,0,231,592,0,0,1
Earth,0,TRAPPIST-1e,63,0,0,25,128,0,1240,0
Europa,1,55 Cancri e,,0,0,0,0,0,0,1
Earth,0,55 Cancri e,50,0,44,2390,0,53,0,1
Earth,0,TRAPPIST-1e,35,0,0,0,0,888,,0
Earth,0,TRAPPIST-1e,45,0,0,97,0,14,333,0
Earth,0,TRAPPIST-1e,19,0,0,0,2078,0,0,1
Earth,0,TRAPPIST-1e,21,0,0,918,0,0,0,1
Earth,1,PSO J318.5-22,29,0,0,0,0,0,0,1
Earth,0,TRAPPIST-1e,22,0,146,654,1,0,2,1
Europa,1,TRAPPIST-1e,14,0,0,0,0,0,0,1
Europa,1,55 Cancri e,42,0,0,0,0,0,0,1
Earth,0,55 Cancri e,57,0,3,1281,29,162,13,0
Europa,1,55 Cancri e,39,0,0,0,0,0,0,1
Europa,0,TRAPPIST-1e,28,0,0,587,32,6,1460,0
Earth,0,55 Cancri e,19,0,0,0,0,0,828,0
Europa,1,55 Cancri e,19,0,0,0,0,0,0,1
Europa,0,55 Cancri e,26,0,0,4458,0,1157,262,1
Europa,1,TRAPPIST-1e,17,0,0,0,0,0,0,1
Europa,,TRAPPIST-1e,43,0,0,0,0,0,0,1
Europa,0,55 Cancri e,9,0,0,0,0,0,0,1
Europa,0,TRAPPIST-1e,40,0,0,6500,88,1090,0,1
Europa,1,TRAPPIST-1e,50,0,0,0,0,,0,1
Earth,0,TRAPPIST-1e,24,0,90,2,1324,17,0,1
Europa,1,55 Cancri e,57,0,0,0,0,0,0,1
Earth,1,TRAPPIST-1e,16,0,0,0,0,0,0,0
Earth,0,TRAPPIST-1e,23,0,0,0,15,0,1370,0
,1,TRAPPIST-1e,23,0,0,0,0,0,0,1
Europa,0,TRAPPIST-1e,28,0,0,422,0,1851,5166,0
Europa,0,55 Cancri e,23,0,0,584,0,20,2469,0
Earth,0,TRAPPIST-1e,23,0,368,175,259,1,101,0
Earth,0,TRAPPIST-1e,18,0,0,0,1359,0,0,1
Earth,0,TRAPPIST-1e,18,0,1194,0,157,6,0,0
Europa,0,TRAPPIST-1e,67,0,,230,0,4476,241,0
Earth,0,PSO J318.5-22,60,0,7,540,1,0,4,1
Earth,1,55 Cancri e,,0,0,0,,0,0,1
Earth,0,55 Cancri e,49,0,331,0,0,318,0,1
Earth,0,55 Cancri e,0,0,0,0,0,0,0,1
Earth,0,55 Cancri e,26,0,386,0,74,0,1330,0
,1,PSO J318.5-22,35,0,0,0,0,0,0,1
Europa,0,TRAPPIST-1e,24,0,0,2628,,170,0,1
Europa,1,TRAPPIST-1e,20,0,0,0,0,0,,1
Earth,0,TRAPPIST-1e,18,0,0,2,0,,0,0
Earth,0,TRAPPIST-1e,21,0,0,5,3,0,,0
,0,TRAPPIST-1e,59,1,1018,0,209,0,0,0
Earth,1,PSO J318.5-22,13,0,0,0,0,0,0,0
Earth,1,55 Cancri e,43,0,0,0,0,0,0,0
Earth,1,TRAPPIST-1e,29,0,0,0,0,0,0,0
Earth,0,TRAPPIST-1e,19,0,17,0,784,0,2,1
Europa,0,TRAPPIST-1e,2,0,0,0,0,0,0,1
Europa,0,TRAPPIST-1e,32,0,247,4651,0,46,202,1
Europa,0,TRAPPIST-1e,33,0,443,317,0,148,1260,0
Earth,0,TRAPPIST-1e,25,0,0,0,251,0,552,0
Mars,1,55 Cancri e,29,0,0,0,0,0,0,1
Mars,0,TRAPPIST-1e,29,0,5715,2,211,1476,0,0
Earth,0,TRAPPIST-1e,44,0,695,1,16,0,0,0
Mars,1,55 Cancri e,2,0,0,0,0,0,0,1
Mars,0,TRAPPIST-1e,19,0,417,349,634,3,1057,1
Mars,0,55 Cancri e,0,0,0,0,0,0,0,1
Earth,1,TRAPPIST-1e,18,0,0,0,,0,0,1
Europa,1,55 Cancri e,38,0,0,0,0,0,0,1
Earth,1,PSO J318.5-22,5,0,0,0,0,0,0,0
Earth,0,PSO J318.5-22,31,0,121,0,0,274,907,0
Mars,1,TRAPPIST-1e,30,0,0,0,0,0,0,0
Earth,1,55 Cancri e,15,0,0,0,0,0,0,1
Mars,0,TRAPPIST-1e,27,0,434,0,1434,0,0,0
Mars,0,TRAPPIST-1e,22,0,142,2876,202,3,0,1
Mars,,TRAPPIST-1e,36,0,520,0,1865,0,0,1
Earth,1,PSO J318.5-22,14,0,0,0,0,0,0,1
Mars,0,TRAPPIST-1e,23,0,2001,0,2975,0,0,0
Earth,1,TRAPPIST-1e,18,0,0,0,0,0,0,1
Europa,1,55 Cancri e,36,0,0,0,0,0,0,1
Earth,0,TRAPPIST-1e,41,0,,1198,0,124,572,0
Earth,1,TRAPPIST-1e,50,0,0,0,0,0,0,1
Earth,1,PSO J318.5-22,32,0,0,0,0,0,0,1
Earth,0,PSO J318.5-22,26,0,148,0,453,0,88,0
Earth,0,TRAPPIST-1e,15,0,358,212,33,0,112,0
Earth,0,55 Cancri e,33,0,0,36,0,280,417,1
Earth,0,55 Cancri e,,0,0,0,0,685,21,0
Mars,0,TRAPPIST-1e,26,0,2832,107,4447,15,4,0
Mars,1,TRAPPIST-1e,61,0,0,0,0,0,0,1
Earth,0,TRAPPIST-1e,24,0,0,0,592,177,58,1
Earth,0,TRAPPIST-1e,30,0,0,95,0,441,1023,0
Mars,1,TRAPPIST-1e,24,0,0,0,0,0,0,1
Earth,0,TRAPPIST-1e,24,0,0,5,0,2766,0,0
Earth,1,TRAPPIST-1e,41,0,0,0,0,0,0,0
Earth,0,TRAPPIST-1e,20,0,0,0,558,0,230,0
Earth,0,TRAPPIST-1e,22,0,116,0,786,6,0,1
Europa,0,55 Cancri e,63,0,0,1068,0,176,8188,0
Europa,0,55 Cancri e,18,0,17,215,4,5132,697,0
Europa,1,55 Cancri e,21,0,0,0,0,0,0,1
Europa,0,TRAPPIST-1e,79,0,5649,235,7,2579,2175,0
Europa,1,TRAPPIST-1e,56,0,0,0,0,0,0,1
Europa,1,TRAPPIST-1e,13,0,0,0,0,0,0,1
Europa,0,TRAPPIST-1e,33,0,0,2491,6,1173,1059,0
Europa,1,TRAPPIST-1e,32,0,0,0,0,0,0,1
Earth,0,TRAPPIST-1e,31,0,198,0,591,0,164,1
Europa,1,55 Cancri e,26,0,0,0,0,0,0,1
Europa,1,55 Cancri e,18,0,0,0,0,0,0,1
Europa,1,55 Cancri e,38,0,0,0,,0,0,1
,0,,23,0,348,0,0,4,368,0
Earth,0,TRAPPIST-1e,28,0,82,773,0,3693,140,0
Earth,1,PSO J318.5-22,34,0,0,0,0,0,0,0
Earth,0,55 Cancri e,0,0,0,0,0,0,0,1
Earth,0,TRAPPIST-1e,14,0,3,0,881,25,0,1
Earth,0,TRAPPIST-1e,23,0,13,747,0,0,128,0
Earth,1,TRAPPIST-1e,49,0,0,0,0,0,0,0
Earth,1,TRAPPIST-1e,14,0,0,0,0,0,0,0
Earth,0,TRAPPIST-1e,18,0,391,44,356,0,0,0
Europa,0,PSO J318.5-22,27,1,69,5728,0,0,987,1
Earth,0,TRAPPIST-1e,48,0,0,111,0,1508,0,0
Europa,0,55 Cancri e,31,1,0,11003,552,8157,5688,0
Europa,0,55 Cancri e,61,0,1,608,0,3835,1,0
Earth,1,TRAPPIST-1e,18,0,0,0,0,0,0,1
Mars,1,TRAPPIST-1e,45,0,0,0,0,0,0,1
Mars,0,TRAPPIST-1e,22,0,28,420,36,6011,3,0
Mars,0,TRAPPIST-1e,30,1,1056,0,0,0,0,0
Mars,0,TRAPPIST-1e,30,0,1770,0,0,13,0,0
,1,55 Cancri e,32,1,0,0,0,0,0,1
Mars,0,TRAPPIST-1e,43,1,353,896,0,0,2,1
Earth,0,55 Cancri e,17,0,177,,0,310,7,0
Earth,0,TRAPPIST-1e,23,0,,21,0,0,1699,0
Earth,0,TRAPPIST-1e,20,0,0,465,0,5,223,0
Earth,1,TRAPPIST-1e,39,0,0,0,0,0,0,0
Mars,0,TRAPPIST-1e,35,0,1134,113,52,0,0,0
Mars,0,TRAPPIST-1e,31,0,0,0,1116,2,0,0
Earth,0,55 Cancri e,21,0,0,150,0,567,0,0
Earth,0,TRAPPIST-1e,16,0,691,0,101,140,0,0
Europa,0,TRAPPIST-1e,60,0,0,7255,5952,1537,0,1
Earth,0,TRAPPIST-1e,18,0,0,157,0,352,60,0
Earth,1,TRAPPIST-1e,42,0,0,0,0,0,0,0
Europa,1,55 Cancri e,68,0,0,0,0,0,0,1
Europa,0,55 Cancri e,22,0,0,1170,0,5467,1241,0
Europa,1,TRAPPIST-1e,59,0,0,0,0,0,0,1
Europa,0,TRAPPIST-1e,,0,8,3584,0,13,57,1
Mars,0,TRAPPIST-1e,37,0,1094,2,26,34,1,0
Mars,1,TRAPPIST-1e,3,0,0,0,0,0,0,1
Mars,1,TRAPPIST-1e,31,0,0,0,0,0,0,1
Europa,0,TRAPPIST-1e,31,0,417,,7185,562,792,1
Europa,0,TRAPPIST-1e,29,0,0,4118,0,715,3139,1
Europa,0,55 Cancri e,20,0,2,10116,0,2,225,1
Europa,1,55 Cancri e,46,0,0,0,0,0,0,1
Earth,0,TRAPPIST-1e,29,0,0,1026,0,16,0,1
Mars,1,TRAPPIST-1e,43,0,0,0,0,0,0,1
Mars,0,TRAPPIST-1e,17,0,1483,10,0,0,0,0
Europa,,55 Cancri e,27,0,0,0,0,0,0,1
Europa,0,TRAPPIST-1e,47,0,4,891,0,2962,3656,0
Mars,1,TRAPPIST-1e,45,0,0,0,0,0,0,1
Earth,1,TRAPPIST-1e,17,0,0,0,0,0,0,1
Earth,0,55 Cancri e,10,0,0,0,0,0,0,1
Earth,0,PSO J318.5-22,56,0,46,11,0,622,0,0
Earth,0,TRAPPIST-1e,39,0,382,0,22,467,0,0
Earth,0,PSO J318.5-22,40,0,7,0,840,26,0,0
Europa,1,TRAPPIST-1e,40,0,,0,0,0,0,1
Europa,0,55 Cancri e,34,0,,5637,45,1936,56,0
Earth,0,55 Cancri e,32,0,0,0,0,722,0,0
Earth,0,TRAPPIST-1e,35,0,7,1043,0,0,0,0
Mars,0,TRAPPIST-1e,32,1,2484,429,102,0,0,0
,0,TRAPPIST-1e,26,1,1869,0,136,0,0,0
Earth,0,TRAPPIST-1e,25,0,1352,0,0,24,799,0
,0,TRAPPIST-1e,26,0,0,0,0,77,715,0
Europa,1,55 Cancri e,22,0,0,0,0,0,0,1
Earth,0,TRAPPIST-1e,22,0,9,0,795,0,0,1
Earth,0,TRAPPIST-1e,24,0,757,0,0,32,0,0
Earth,1,PSO J318.5-22,32,0,0,0,0,0,0,1
Earth,1,TRAPPIST-1e,11,0,0,0,0,0,0,1
Mars,1,TRAPPIST-1e,22,0,0,0,0,0,0,1
Europa,1,TRAPPIST-1e,19,0,0,0,0,0,0,1
Europa,1,55 Cancri e,34,0,0,0,0,0,0,1
Europa,1,TRAPPIST-1e,74,0,0,0,0,0,0,1
Europa,,55 Cancri e,28,1,5,4288,0,745,5,1
Europa,1,TRAPPIST-1e,42,0,0,0,0,0,0,1
Europa,1,TRAPPIST-1e,43,0,0,0,0,0,0,1
Earth,0,TRAPPIST-1e,55,0,210,185,188,59,73,0
Earth,0,PSO J318.5-22,19,0,0,0,747,26,0,1
Earth,1,TRAPPIST-1e,6,0,0,0,0,0,0,0
Earth,0,TRAPPIST-1e,7,0,0,0,0,0,0,0
Europa,1,55 Cancri e,28,0,0,0,0,0,0,1
Earth,0,TRAPPIST-1e,15,0,2156,0,0,59,2,0
Earth,1,PSO J318.5-22,24,0,0,0,0,0,0,1
Earth,0,PSO J318.5-22,31,0,0,869,0,0,0,1
