HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported
Earth,0.0,TRAPPIST-1e,15.0,0.0,267.0,773.0,345.0,722.0,938.0,0
Mars,1.0,TRAPPIST-1e,22.0,0.0,283.0,8.0,270.0,777.0,324.0,1
Earth,0.0,TRAPPIST-1e,30.0,0.0,355.0,185.0,319.0,857.0,724.0,0
Earth,0.0,TRAPPIST-1e,16.0,0.0,588.0,92.0,824.0,270.0,1618.0,0
Mars,1.0,TRAPPIST-1e,25.0,0.0,391.0,1180.0,28.0,616.0,284.0,1
Europa,0.0,55 Cancri e,30.0,0.0,503.0,2980.0,385.0,429.0,473.0,1
Earth,0.0,PSO J318.5-22,27.0,0.0,673.0,895.0,538.0,85.0,602.0,1
Europa,1.0,55 Cancri e,67.0,1.0,87.0,260.0,553.0,241.0,1124.0,1
Europa,0.0,TRAPPIST-1e,33.0,0.0,521.0,441.0,82.0,3529.0,930.0,0
Earth,1.0,TRAPPIST-1e,7.0,0.0,567.0,282.0,129.0,579.0,949.0,0
Mars,0.0,TRAPPIST-1e,37.0,0.0,445.0,518.0,870.0,200.0,534.0,1
Earth,0.0,TRAPPIST-1e,15.0,0.0,525.0,756.0,61.0,338.0,406.0,1
Europa,1.0,TRAPPIST-1e,57.0,0.0,226.0,926.0,124.0,479.0,974.0,1
Earth,0.0,TRAPPIST-1e,12.0,0.0,70.0,518.0,220.0,912.0,673.0,1
Earth,0.0,TRAPPIST-1e,23.0,0.0,108.0,503.0,1393.0,78.0,583.0,0
Mars,0.0,55 Cancri e,65.0,0.0,1314.0,131.0,668.0,954.0,390.0,0
Europa,0.0,55 Cancri e,43.0,0.0,355.0,1522.0,912.0,1331.0,889.0,0
Earth,0.0,TRAPPIST-1e,22.0,0.0,129.0,441.0,313.0,93.0,372.0,0
Earth,0.0,TRAPPIST-1e,32.0,0.0,329.0,1287.0,948.0,512.0,33.0,0
Earth,0.0,TRAPPIST-1e,45.0,0.0,377.0,1309.0,154.0,321.0,722.0,0
Earth,1.0,TRAPPIST-1e,31.0,0.0,344.0,1402.0,705.0,321.0,283.0,1
Earth,0.0,TRAPPIST-1e,17.0,0.0,19.0,747.0,741.0,290.0,626.0,0
Mars,0.0,TRAPPIST-1e,53.0,0.0,134.0,395.0,1446.0,293.0,559.0,0
Mars,0.0,TRAPPIST-1e,35.0,0.0,430.0,668.0,417.0,537.0,1001.0,1
Earth,0.0,PSO J318.5-22,21.0,0.0,244.0,157.0,971.0,1049.0,235.0,0
Europa,0.0,55 Cancri e,14.0,0.0,1273.0,689.0,474.0,811.0,926.0,0
Europa,1.0,TRAPPIST-1e,48.0,0.0,222.0,432.0,789.0,757.0,702.0,1
Europa,1.0,55 Cancri e,31.0,0.0,565.0,204.0,156.0,977.0,924.0,1
Mars,1.0,TRAPPIST-1e,3.0,0.0,405.0,505.0,1147.0,470.0,721.0,1
Mars,1.0,TRAPPIST-1e,14.0,0.0,231.0,127.0,716.0,1.0,238.0,1
Europa,0.0,55 Cancri e,52.0,0.0,217.0,8697.0,99.0,1118.0,1545.0,0
Europa,1.0,TRAPPIST-1e,41.0,0.0,290.0,502.0,504.0,264.0,838.0,1
Earth,1.0,PSO J318.5-22,22.0,0.0,53.0,1485.0,1048.0,12.0,399.0,0
Mars,0.0,TRAPPIST-1e,55.0,0.0,559.0,248.0,273.0,560.0,139.0,0
Mars,0.0,TRAPPIST-1e,24.0,0.0,658.0,845.0,341.0,157.0,779.0,0
Earth,1.0,55 Cancri e,26.0,0.0,458.0,67.0,200.0,170.0,1016.0,0
Earth,0.0,TRAPPIST-1e,30.0,0.0,422.0,1223.0,274.0,621.0,435.0,0
Mars,0.0,TRAPPIST-1e,34.0,1.0,563.0,623.0,409.0,1832.0,908.0,0
Mars,0.0,TRAPPIST-1e,47.0,0.0,67.0,313.0,933.0,286.0,709.0,1
Earth,1.0,TRAPPIST-1e,38.0,0.0,535.0,1483.0,329.0,337.0,540.0,1
Europa,0.0,TRAPPIST-1e,28.0,0.0,492.0,389.0,481.0,4353.0,3805.0,0
Earth,0.0,TRAPPIST-1e,18.0,0.0,110.0,1230.0,660.0,557.0,825.0,1
Earth,1.0,55 Cancri e,14.0,0.0,405.0,309.0,441.0,592.0,918.0,1
Mars,0.0,TRAPPIST-1e,45.0,0.0,575.0,688.0,1038.0,930.0,592.0,0
Mars,0.0,TRAPPIST-1e,26.0,0.0,173.0,1129.0,677.0,973.0,223.0,0
Earth,1.0,TRAPPIST-1e,25.0,0.0,57.0,470.0,1085.0,981.0,762.0,1
Earth,0.0,55 Cancri e,6.0,0.0,74.0,621.0,2.0,2320.0,2537.0,0
Mars,1.0,TRAPPIST-1e,29.0,0.0,220.0,71.0,663.0,539.0,551.0,1
Europa,0.0,TRAPPIST-1e,28.0,0.0,275.0,4811.0,223.0,350.0,298.0,0
Mars,0.0,55 Cancri e,32.0,0.0,598.0,702.0,613.0,81.0,575.0,1
Europa,0.0,55 Cancri e,30.0,0.0,342.0,4841.0,235.0,2915.0,875.0,0
Earth,1.0,TRAPPIST-1e,18.0,0.0,547.0,975.0,906.0,1120.0,723.0,1
Mars,0.0,TRAPPIST-1e,26.0,0.0,169.0,490.0,154.0,370.0,623.0,0
Earth,1.0,55 Cancri e,60.0,0.0,501.0,1138.0,254.0,444.0,464.0,0
Earth,1.0,TRAPPIST-1e,39.0,0.0,699.0,1454.0,608.0,483.0,342.0,0
Europa,1.0,55 Cancri e,35.0,0.0,296.0,388.0,712.0,287.0,2251.0,1
Europa,0.0,TRAPPIST-1e,19.0,0.0,618.0,1427.0,832.0,3933.0,309.0,0
Earth,1.0,TRAPPIST-1e,19.0,0.0,40.0,1230.0,39.0,131.0,503.0,1
Europa,0.0,TRAPPIST-1e,19.0,0.0,56.0,451.0,832.0,896.0,836.0,1
Earth,0.0,TRAPPIST-1e,12.0,0.0,28.0,561.0,1207.0,9.0,669.0,0
Earth,1.0,TRAPPIST-1e,30.0,0.0,616.0,465.0,232.0,722.0,175.0,1
Earth,1.0,PSO J318.5-22,17.0,0.0,596.0,174.0,181.0,233.0,134.0,1
Earth,1.0,TRAPPIST-1e,19.0,0.0,534.0,1164.0,2.0,583.0,780.0,1
Earth,1.0,TRAPPIST-1e,25.0,0.0,631.0,1141.0,448.0,51.0,406.0,0
Mars,1.0,TRAPPIST-1e,31.0,0.0,216.0,1487.0,408.0,137.0,227.0,1
Mars,0.0,TRAPPIST-1e,31.0,0.0,2703.0,634.0,28.0,452.0,14.0,0
Earth,0.0,TRAPPIST-1e,27.0,0.0,1349.0,583.0,83.0,63.0,962.0,0
Earth,0.0,55 Cancri e,26.0,0.0,430.0,2242.0,752.0,1040.0,208.0,0
Earth,1.0,TRAPPIST-1e,4.0,0.0,572.0,984.0,50.0,749.0,691.0,1
Earth,0.0,55 Cancri e,30.0,0.0,597.0,1345.0,995.0,1085.0,1525.0,0
Mars,0.0,TRAPPIST-1e,41.0,0.0,4051.0,1320.0,2327.0,579.0,206.0,0
Mars,0.0,TRAPPIST-1e,42.0,0.0,1289.0,356.0,197.0,1046.0,657.0,0
Earth,0.0,PSO J318.5-22,55.0,0.0,641.0,491.0,164.0,15.0,376.0,0
Earth,0.0,PSO J318.5-22,27.0,0.0,154.0,1050.0,311.0,224.0,104.0,0
Earth,0.0,TRAPPIST-1e,19.0,0.0,148.0,552.0,849.0,90.0,158.0,0
Earth,1.0,TRAPPIST-1e,20.0,0.0,442.0,865.0,436.0,1041.0,321.0,0
Earth,0.0,TRAPPIST-1e,18.0,0.0,631.0,1039.0,509.0,243.0,933.0,1
Earth,1.0,TRAPPIST-1e,18.0,0.0,585.0,650.0,273.0,671.0,196.0,0
Mars,0.0,TRAPPIST-1e,54.0,0.0,585.0,1091.0,378.0,224.0,939.0,0
Mars,0.0,55 Cancri e,55.0,0.0,111.0,997.0,49.0,866.0,816.0,0
Europa,1.0,TRAPPIST-1e,17.0,0.0,189.0,680.0,838.0,1491.0,398.0,1
Europa,0.0,TRAPPIST-1e,19.0,0.0,670.0,4233.0,322.0,279.0,933.0,0
Earth,1.0,TRAPPIST-1e,32.0,0.0,519.0,963.0,708.0,379.0,669.0,1
Mars,1.0,TRAPPIST-1e,52.0,0.0,519.0,359.0,391.0,368.0,706.0,1
Mars,0.0,TRAPPIST-1e,3.0,0.0,605.0,1457.0,673.0,99.0,1010.0,0
Mars,0.0,TRAPPIST-1e,17.0,0.0,486.0,1086.0,862.0,986.0,431.0,0
Earth,0.0,PSO J318.5-22,35.0,0.0,210.0,1143.0,358.0,204.0,889.0,0
Europa,0.0,TRAPPIST-1e,36.0,0.0,632.0,3532.0,149.0,49.0,3964.0,0
Mars,0.0,TRAPPIST-1e,28.0,0.0,953.0,1471.0,857.0,1093.0,875.0,0
Earth,1.0,55 Cancri e,15.0,0.0,678.0,1441.0,1169.0,980.0,283.0,1
Earth,0.0,TRAPPIST-1e,28.0,0.0,464.0,414.0,292.0,1086.0,745.0,0
Europa,1.0,TRAPPIST-1e,38.0,0.0,140.0,986.0,58.0,46.0,428.0,1
Mars,0.0,TRAPPIST-1e,8.0,0.0,613.0,271.0,827.0,682.0,351.0,0
Mars,0.0,TRAPPIST-1e,69.0,0.0,1286.0,1004.0,432.0,985.0,959.0,1
Earth,1.0,TRAPPIST-1e,38.0,0.0,632.0,851.0,1074.0,741.0,413.0,0
Earth,0.0,TRAPPIST-1e,16.0,0.0,463.0,846.0,159.0,231.0,754.0,1
Earth,0.0,TRAPPIST-1e,62.0,0.0,104.0,173.0,173.0,938.0,717.0,0
Earth,1.0,TRAPPIST-1e,30.0,0.0,53.0,1260.0,600.0,247.0,137.0,0
Earth,1.0,TRAPPIST-1e,26.0,0.0,95.0,1094.0,1150.0,827.0,556.0,1
Earth,0.0,TRAPPIST-1e,41.0,0.0,379.0,804.0,552.0,257.0,95.0,0
Europa,0.0,TRAPPIST-1e,57.0,0.0,346.0,3645.0,479.0,3177.0,1337.0,0
Earth,1.0,TRAPPIST-1e,35.0,0.0,419.0,1077.0,211.0,641.0,664.0,1
Earth,1.0,PSO J318.5-22,24.0,0.0,319.0,211.0,1053.0,20.0,297.0,0
Mars,0.0,TRAPPIST-1e,44.0,0.0,1229.0,1232.0,2347.0,579.0,62.0,0
Earth,1.0,TRAPPIST-1e,31.0,0.0,386.0,1068.0,163.0,136.0,1399.0,0
Earth,1.0,55 Cancri e,24.0,0.0,466.0,1139.0,591.0,86.0,163.0,1
Earth,0.0,TRAPPIST-1e,40.0,0.0,613.0,784.0,943.0,513.0,322.0,1
Earth,1.0,TRAPPIST-1e,5.0,0.0,61.0,843.0,721.0,997.0,639.0,0
Earth,1.0,TRAPPIST-1e,7.0,0.0,609.0,572.0,263.0,925.0,899.0,0
Earth,0.0,PSO J318.5-22,20.0,0.0,170.0,178.0,954.0,291.0,999.0,0
Earth,1.0,55 Cancri e,20.0,0.0,695.0,1350.0,622.0,874.0,290.0,1
Europa,1.0,TRAPPIST-1e,37.0,0.0,328.0,188.0,168.0,339.0,73.0,1
Earth,1.0,TRAPPIST-1e,40.0,0.0,298.0,706.0,910.0,319.0,566.0,0
Earth,1.0,TRAPPIST-1e,29.0,0.0,697.0,608.0,281.0,175.0,145.0,0
Mars,1.0,TRAPPIST-1e,1.0,0.0,399.0,1022.0,336.0,72.0,915.0,0
Europa,1.0,TRAPPIST-1e,18.0,0.0,32.0,68.0,1031.0,214.0,424.0,1
Mars,0.0,TRAPPIST-1e,49.0,0.0,639.0,1097.0,1852.0,1071.0,61.0,0
Earth,0.0,55 Cancri e,20.0,0.0,197.0,1468.0,807.0,821.0,940.0,0
Europa,0.0,55 Cancri e,34.0,0.0,288.0,266.0,1058.0,805.0,480.0,0
Earth,1.0,TRAPPIST-1e,12.0,0.0,104.0,624.0,816.0,310.0,799.0,0
Earth,1.0,55 Cancri e,24.0,0.0,713.0,762.0,959.0,380.0,29.0,1
Mars,0.0,TRAPPIST-1e,24.0,0.0,460.0,841.0,558.0,980.0,961.0,1
Europa,0.0,TRAPPIST-1e,28.0,0.0,2081.0,245.0,819.0,195.0,4029.0,0
Europa,1.0,TRAPPIST-1e,37.0,1.0,444.0,603.0,673.0,830.0,290.0,1
Earth,1.0,TRAPPIST-1e,15.0,0.0,618.0,411.0,876.0,280.0,195.0,1
Europa,0.0,TRAPPIST-1e,39.0,0.0,626.0,1708.0,164.0,734.0,955.0,0
Earth,0.0,TRAPPIST-1e,23.0,0.0,686.0,313.0,321.0,180.0,968.0,1
Europa,0.0,55 Cancri e,32.0,0.0,544.0,17077.0,377.0,188.0,10640.0,0
Earth,0.0,TRAPPIST-1e,22.0,0.0,683.0,741.0,919.0,304.0,289.0,0
Earth,1.0,TRAPPIST-1e,16.0,0.0,478.0,334.0,245.0,627.0,311.0,1
Earth,0.0,55 Cancri e,48.0,0.0,530.0,1093.0,22.0,1108.0,680.0,0
Earth,1.0,TRAPPIST-1e,22.0,0.0,663.0,311.0,354.0,425.0,400.0,0
Earth,0.0,TRAPPIST-1e,23.0,0.0,675.0,51.0,615.0,265.0,497.0,0
Europa,0.0,55 Cancri e,41.0,0.0,701.0,59.0,701.0,572.0,335.0,1
Earth,1.0,55 Cancri e,33.0,0.0,3.0,74.0,1012.0,901.0,976.0,0
Earth,0.0,TRAPPIST-1e,26.0,0.0,419.0,835.0,991.0,508.0,119.0,0
Mars,1.0,TRAPPIST-1e,57.0,0.0,688.0,1018.0,628.0,789.0,194.0,1
Earth,1.0,TRAPPIST-1e,16.0,0.0,465.0,1319.0,256.0,605.0,688.0,0
Earth,0.0,TRAPPIST-1e,22.0,0.0,138.0,1326.0,404.0,194.0,988.0,0
Europa,0.0,55 Cancri e,45.0,0.0,110.0,772.0,237.0,4192.0,2354.0,0
Earth,0.0,TRAPPIST-1e,18.0,0.0,241.0,1032.0,802.0,600.0,560.0,0
Europa,1.0,TRAPPIST-1e,26.0,0.0,378.0,1214.0,278.0,319.0,1793.0,1
Europa,0.0,55 Cancri e,37.0,0.0,293.0,4893.0,1034.0,394.0,789.0,1
Earth,0.0,TRAPPIST-1e,21.0,0.0,264.0,352.0,1030.0,63.0,885.0,0
Earth,0.0,TRAPPIST-1e,7.0,0.0,63.0,143.0,330.0,862.0,884.0,0
Earth,1.0,TRAPPIST-1e,48.0,0.0,461.0,615.0,495.0,903.0,19.0,0
Earth,0.0,55 Cancri e,50.0,0.0,278.0,1194.0,134.0,373.0,995.0,1
Earth,0.0,TRAPPIST-1e,16.0,0.0,1799.0,866.0,1144.0,318.0,440.0,0
Mars,0.0,TRAPPIST-1e,23.0,0.0,754.0,685.0,478.0,26.0,317.0,0
Earth,0.0,TRAPPIST-1e,53.0,0.0,1429.0,1237.0,427.0,869.0,3.0,1
Mars,0.0,TRAPPIST-1e,16.0,0.0,927.0,219.0,717.0,129.0,513.0,0
Earth,1.0,PSO J318.5-22,25.0,0.0,509.0,87.0,728.0,380.0,361.0,1
Mars,0.0,TRAPPIST-1e,21.0,0.0,2007.0,1109.0,1170.0,6.0,719.0,0
Europa,1.0,55 Cancri e,31.0,0.0,122.0,1080.0,840.0,141.0,853.0,1
Earth,0.0,TRAPPIST-1e,1.0,0.0,267.0,1329.0,818.0,634.0,1636.0,0
Earth,0.0,TRAPPIST-1e,13.0,0.0,253.0,2519.0,905.0,907.0,555.0,0
Earth,1.0,TRAPPIST-1e,13.0,0.0,123.0,14.0,1111.0,726.0,37.0,1
Earth,0.0,TRAPPIST-1e,27.0,0.0,470.0,796.0,402.0,636.0,716.0,0
Earth,0.0,TRAPPIST-1e,26.0,0.0,540.0,95.0,189.0,78.0,927.0,0
Earth,0.0,PSO J318.5-22,22.0,0.0,466.0,554.0,120.0,405.0,90.0,0
Mars,0.0,TRAPPIST-1e,30.0,0.0,528.0,1022.0,1093.0,2224.0,360.0,0
Europa,0.0,TRAPPIST-1e,29.0,0.0,67.0,1266.0,522.0,2156.0,3685.0,0
Europa,0.0,TRAPPIST-1e,41.0,0.0,297.0,1927.0,542.0,907.0,606.0,0
Earth,0.0,PSO J318.5-22,18.0,0.0,1789.0,255.0,1036.0,987.0,775.0,0
Earth,0.0,TRAPPIST-1e,47.0,0.0,694.0,671.0,299.0,626.0,699.0,0
Mars,0.0,TRAPPIST-1e,28.0,0.0,1041.0,157.0,506.0,36.0,534.0,0
Earth,0.0,TRAPPIST-1e,17.0,0.0,1103.0,1423.0,348.0,80.0,674.0,0
Earth,1.0,PSO J318.5-22,9.0,0.0,376.0,193.0,242.0,540.0,75.0,0
Earth,1.0,TRAPPIST-1e,30.0,0.0,128.0,825.0,956.0,203.0,695.0,1
Mars,0.0,TRAPPIST-1e,29.0,1.0,716.0,737.0,969.0,268.0,7.0,1
Earth,0.0,TRAPPIST-1e,27.0,0.0,638.0,1374.0,947.0,765.0,285.0,0
Europa,0.0,55 Cancri e,50.0,0.0,667.0,2702.0,123.0,5135.0,2002.0,0
Mars,1.0,TRAPPIST-1e,6.0,0.0,12.0,518.0,762.0,558.0,698.0,1
Earth,0.0,TRAPPIST-1e,37.0,0.0,110.0,1352.0,202.0,207.0,664.0,0
Mars,1.0,TRAPPIST-1e,38.0,0.0,631.0,105.0,1090.0,400.0,289.0,1
Earth,0.0,TRAPPIST-1e,49.0,0.0,409.0,329.0,442.0,51.0,60.0,0
Earth,1.0,TRAPPIST-1e,54.0,0.0,61.0,1138.0,982.0,761.0,938.0,1
Mars,1.0,TRAPPIST-1e,20.0,0.0,374.0,846.0,204.0,70.0,332.0,1
Europa,0.0,TRAPPIST-1e,65.0,1.0,576.0,562.0,565.0,8.0,764.0,1
Earth,0.0,TRAPPIST-1e,29.0,0.0,186.0,568.0,252.0,484.0,499.0,0
Earth,1.0,PSO J318.5-22,9.0,0.0,305.0,494.0,441.0,672.0,487.0,0
Earth,0.0,TRAPPIST-1e,2.0,0.0,528.0,404.0,262.0,16.0,99.0,0
Mars,1.0,TRAPPIST-1e,30.0,0.0,281.0,586.0,331.0,606.0,639.0,1
Europa,0.0,55 Cancri e,34.0,0.0,3.0,606.0,797.0,1011.0,1394.0,0
Mars,0.0,55 Cancri e,35.0,0.0,204.0,585.0,284.0,985.0,481.0,0
Mars,0.0,TRAPPIST-1e,43.0,0.0,1112.0,428.0,1766.0,385.0,141.0,0
Earth,1.0,TRAPPIST-1e,22.0,0.0,493.0,990.0,159.0,377.0,454.0,1
Europa,0.0,55 Cancri e,17.0,0.0,298.0,1102.0,1043.0,188.0,8124.0,0
Europa,0.0,55 Cancri e,29.0,1.0,227.0,7747.0,23061.0,176.0,1397.0,0
Mars,1.0,TRAPPIST-1e,23.0,0.0,505.0,1458.0,1026.0,94.0,1015.0,1
Earth,0.0,55 Cancri e,39.0,0.0,699.0,245.0,878.0,971.0,990.0,0
Earth,0.0,PSO J318.5-22,35.0,0.0,621.0,26.0,656.0,519.0,904.0,0
Europa,1.0,55 Cancri e,40.0,0.0,354.0,1306.0,484.0,278.0,967.0,1
Mars,0.0,TRAPPIST-1e,28.0,0.0,808.0,567.0,452.0,900.0,172.0,1
Earth,0.0,TRAPPIST-1e,22.0,0.0,473.0,226.0,1007.0,725.0,1007.0,1
Earth,0.0,TRAPPIST-1e,44.0,0.0,151.0,320.0,461.0,611.0,136.0,1
Europa,1.0,55 Cancri e,38.0,0.0,163.0,796.0,594.0,963.0,813.0,1
Europa,1.0,TRAPPIST-1e,28.0,0.0,450.0,595.0,573.0,248.0,491.0,1
Mars,0.0,TRAPPIST-1e,33.0,0.0,160.0,281.0,709.0,646.0,100.0,1
Earth,0.0,55 Cancri e,7.0,0.0,510.0,160.0,510.0,381.0,1725.0,0
Earth,1.0,TRAPPIST-1e,17.0,0.0,361.0,1482.0,892.0,1110.0,2555.0,0
Europa,1.0,55 Cancri e,21.0,0.0,310.0,1058.0,526.0,901.0,549.0,1
Mars,0.0,TRAPPIST-1e,34.0,0.0,576.0,1050.0,1007.0,1053.0,163.0,1
Europa,0.0,55 Cancri e,24.0,0.0,331.0,3161.0,466.0,4176.0,4732.0,0
Mars,0.0,TRAPPIST-1e,43.0,0.0,1233.0,617.0,586.0,18.0,741.0,1
Earth,0.0,TRAPPIST-1e,26.0,0.0,1160.0,888.0,104.0,305.0,411.0,0
Earth,0.0,TRAPPIST-1e,32.0,0.0,533.0,2376.0,814.0,2079.0,986.0,0
Europa,1.0,55 Cancri e,40.0,0.0,639.0,210.0,812.0,838.0,379.0,1
Earth,0.0,TRAPPIST-1e,14.0,0.0,869.0,1336.0,734.0,2.0,158.0,0
Europa,0.0,TRAPPIST-1e,55.0,0.0,486.0,888.0,407.0,5.0,11.0,1
Earth,0.0,TRAPPIST-1e,21.0,0.0,3.0,345.0,1142.0,411.0,137.0,0
Europa,1.0,TRAPPIST-1e,39.0,0.0,155.0,699.0,523.0,295.0,260.0,1
Earth,1.0,PSO J318.5-22,40.0,0.0,531.0,818.0,658.0,444.0,52.0,1
Mars,0.0,TRAPPIST-1e,23.0,0.0,220.0,1474.0,706.0,807.0,286.0,0
Earth,1.0,55 Cancri e,13.0,0.0,156.0,673.0,1074.0,437.0,945.0,0
Earth,0.0,TRAPPIST-1e,40.0,0.0,399.0,208.0,734.0,1058.0,195.0,1
Mars,0.0,TRAPPIST-1e,5.0,0.0,636.0,425.0,123.0,196.0,529.0,0
Earth,0.0,PSO J318.5-22,41.0,0.0,387.0,554.0,419.0,423.0,524.0,0
Mars,1.0,TRAPPIST-1e,23.0,0.0,153.0,1154.0,509.0,818.0,856.0,1
Earth,0.0,TRAPPIST-1e,31.0,0.0,210.0,955.0,676.0,448.0,782.0,0
Europa,0.0,55 Cancri e,44.0,0.0,93.0,703.0,1102.0,3631.0,1279.0,0
Mars,0.0,TRAPPIST-1e,53.0,0.0,237.0,257.0,931.0,598.0,489.0,0
Earth,1.0,55 Cancri e,7.0,0.0,36.0,602.0,588.0,1093.0,781.0,0
Mars,0.0,TRAPPIST-1e,29.0,0.0,469.0,1040.0,314.0,911.0,208.0,1
Earth,1.0,PSO J318.5-22,7.0,0.0,380.0,808.0,62.0,30.0,134.0,0
Europa,0.0,TRAPPIST-1e,37.0,0.0,80.0,899.0,774.0,1070.0,5631.0,0
Earth,1.0,TRAPPIST-1e,20.0,0.0,34.0,1227.0,600.0,283.0,838.0,0
Earth,1.0,TRAPPIST-1e,20.0,0.0,105.0,152.0,640.0,176.0,588.0,1
Mars,0.0,55 Cancri e,15.0,0.0,617.0,1360.0,692.0,222.0,497.0,0
Europa,0.0,TRAPPIST-1e,26.0,0.0,690.0,2319.0,1096.0,1346.0,1111.0,0
Mars,0.0,TRAPPIST-1e,55.0,0.0,935.0,803.0,499.0,970.0,790.0,0
Earth,0.0,TRAPPIST-1e,16.0,0.0,316.0,607.0,272.0,1283.0,743.0,0
Earth,0.0,TRAPPIST-1e,27.0,0.0,137.0,928.0,681.0,268.0,849.0,1
Earth,0.0,PSO J318.5-22,20.0,0.0,521.0,1305.0,36.0,1005.0,651.0,0
Earth,0.0,TRAPPIST-1e,31.0,0.0,365.0,1413.0,152.0,1027.0,712.0,0
Earth,0.0,TRAPPIST-1e,19.0,0.0,9.0,739.0,150.0,838.0,164.0,0
Europa,0.0,TRAPPIST-1e,50.0,0.0,167.0,3291.0,872.0,683.0,1846.0,1
Mars,1.0,TRAPPIST-1e,3.0,0.0,6.0,559.0,975.0,1053.0,603.0,1
Mars,0.0,TRAPPIST-1e,27.0,0.0,313.0,913.0,976.0,927.0,582.0,1
Mars,1.0,TRAPPIST-1e,22.0,0.0,624.0,1392.0,799.0,314.0,692.0,1
Earth,1.0,TRAPPIST-1e,25.0,0.0,631.0,1416.0,1133.0,990.0,423.0,1
Europa,0.0,55 Cancri e,26.0,1.0,432.0,2336.0,405.0,721.0,948.0,0
Mars,0.0,55 Cancri e,40.0,1.0,687.0,52.0,1048.0,114.0,950.0,1
Earth,1.0,TRAPPIST-1e,10.0,0.0,653.0,1268.0,995.0,1573.0,436.0,1
Mars,0.0,TRAPPIST-1e,20.0,0.0,3947.0,1483.0,2213.0,826.0,97.0,1
Mars,1.0,TRAPPIST-1e,32.0,0.0,282.0,666.0,1161.0,61.0,859.0,1
Earth,1.0,TRAPPIST-1e,45.0,0.0,226.0,1044.0,1035.0,114.0,255.0,1
Earth,0.0,TRAPPIST-1e,19.0,0.0,120.0,888.0,826.0,871.0,714.0,1
Europa,0.0,TRAPPIST-1e,34.0,0.0,395.0,5406.0,312.0,735.0,231.0,1
Earth,1.0,55 Cancri e,37.0,0.0,339.0,1178.0,371.0,1018.0,802.0,1
Earth,0.0,TRAPPIST-1e,2.0,0.0,7.0,627.0,634.0,540.0,569.0,1
Europa,0.0,TRAPPIST-1e,24.0,0.0,24.0,3383.0,619.0,446.0,876.0,0
Earth,0.0,TRAPPIST-1e,40.0,0.0,1588.0,438.0,776.0,351.0,69.0,0
Europa,0.0,TRAPPIST-1e,24.0,0.0,186.0,1737.0,240.0,276.0,182.0,1
Europa,0.0,TRAPPIST-1e,25.0,0.0,322.0,2543.0,167.0,564.0,2071.0,0
Earth,0.0,TRAPPIST-1e,2.0,0.0,646.0,1142.0,536.0,1092.0,400.0,0
Mars,0.0,55 Cancri e,26.0,0.0,662.0,407.0,445.0,790.0,186.0,0
Europa,0.0,TRAPPIST-1e,56.0,0.0,193.0,731.0,587.0,589.0,556.0,1
Mars,0.0,TRAPPIST-1e,22.0,0.0,2635.0,902.0,330.0,1079.0,856.0,0
