fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
6.6,0.2,0.24,1.6,0.041,37.0,119.0,0.99155,3.19,0.42,10.5,6
6.2,0.46,0.42,9.1,0.053,59.0,180.0,0.99628,3.23,0.46,9.0,5
6.2,0.3,0.23,1.1,0.052,35.0,113.0,0.9911,2.97,0.28,8.4,5
6.2,0.36,0.26,5.25,0.043,10.0,84.0,0.9934,3.28,0.43,11.3,7
7.3,0.25,0.42,18.95,0.039,45.0,151.0,0.9999,2.93,0.49,9.0,6
7.2,0.26,0.33,17.85,0.051,40.0,190.0,1.0,3.3,0.36,9.8,5
6.3,0.22,0.3,12.0,0.039,101.0,160.0,0.9976,3.14,0.38,9.0,6
8.1,0.31,0.4,1.6,0.026,6.0,80.0,0.9898,3.16,0.43,10.4,5
6.9,0.44,0.42,12.2,0.04,26.0,198.0,0.9975,3.07,0.58,9.4,5
6.9,0.24,0.37,1.6,0.047,31.0,136.0,0.9932,2.88,0.54,10.8,5
6.0,0.14,0.17,1.5,0.043,45.0,90.0,0.99126,3.06,0.44,10.2,6
6.9,0.28,0.41,1.4,0.036,11.0,55.0,0.9909,3.2,0.65,10.4,5
7.3,0.34,0.21,7.5,0.094,28.0,181.0,0.9965,3.17,0.55,9.1,5
7.3,0.21,0.29,4.8,0.029,33.0,122.0,0.9948,3.38,0.61,11.7,6
7.4,0.25,0.36,1.6,0.036,26.0,109.0,0.9918,2.99,0.32,12.6,6
6.8,0.26,0.48,4.7,0.03,29.0,93.0,0.98918,3.15,0.39,13.0,6
6.2,0.28,0.27,2.1,0.042,17.0,133.0,0.9925,3.32,0.73,10.0,6
7.0,0.29,0.34,8.2,0.055,47.0,197.0,0.996,3.49,0.48,10.0,6
7.4,0.18,0.31,1.4,0.065,23.0,105.0,0.99299,3.08,0.43,10.3,6
7.0,0.12,0.28,10.3,0.043,50.0,159.0,0.9954,3.19,0.38,9.2,5
6.0,0.31,0.44,10.8,0.046,57.0,149.0,0.9937,3.15,0.59,10.9666666666667,7
8.9,0.26,0.41,4.2,0.026,15.0,80.0,0.992,2.93,0.5,12.0,6
6.2,0.21,0.37,6.8,0.042,35.0,152.0,0.99398,3.43,0.5,10.6,6
6.6,0.37,0.07,0.8,0.03,15.0,51.0,0.99086,3.59,0.34,12.2,6
8.3,0.27,0.36,10.2,0.053,35.5,157.0,0.99773,3.18,0.46,10.3,6
5.8,0.31,0.32,1.2,0.028,26.0,79.0,0.98986,3.35,0.38,12.2,7
6.5,0.26,0.24,4.6,0.039,23.0,87.0,0.9907,3.28,0.58,10.5,5
7.0,0.11,0.32,4.8,0.047,33.0,78.0,0.99123,3.12,0.52,11.45,6
5.3,0.585,0.07,9.8,0.032,24.0,173.0,0.99313,3.37,0.92,11.2,5
5.7,0.22,0.2,16.65,0.044,41.0,113.0,0.99773,3.22,0.41,9.0,5
7.2,0.37,0.4,7.6,0.037,45.0,154.0,0.99679,3.14,0.59,12.2,7
6.8,0.45,0.28,14.8,0.065,56.0,189.0,0.9986,3.12,0.49,8.9,5
7.7,0.32,0.61,12.9,0.046,68.0,178.0,0.9984,3.0,0.5,8.8,5
4.8,0.225,0.28,1.2,0.068,47.0,130.0,0.99138,3.5,0.49,11.0,7
6.8,0.27,0.22,3.4,0.046,19.0,60.0,0.99173,3.28,0.64,10.0,4
6.2,0.36,0.35,3.9,0.034,42.0,98.0,0.99028,3.25,0.48,12.4,7
7.1,0.09,0.3,6.2,0.032,24.0,97.0,0.992,3.29,0.4,12.2,7
7.6,0.27,0.52,12.1,0.053,30.0,181.0,0.9968,3.09,0.68,9.4,6
9.2,0.15,0.68,1.6,0.05,17.0,130.0,0.9942,3.13,0.58,11.8,6
7.0,0.35,0.3,1.8,0.051,15.0,163.0,0.9928,3.27,0.58,10.8,5
5.6,0.19,0.66,9.1,0.042,51.0,168.0,0.99464,3.59,0.43,8.6,6
7.1,0.45,0.24,12.1,0.033,37.0,122.0,0.99539,2.92,0.53,11.8,7
6.6,0.43,0.24,14.0,0.047,24.0,113.0,0.9988,3.11,0.54,10.1,6
6.3,0.34,0.27,7.5,0.036,45.0,127.0,0.99576,3.2,0.32,10.4,5
7.7,0.3,0.32,1.4,0.045,31.0,166.0,0.99146,3.28,0.59,12.3,6
7.4,0.16,0.27,13.7,0.066,25.0,172.0,0.9986,2.9,0.42,8.9,6
6.9,0.29,0.41,1.4,0.036,13.0,72.0,0.98985,3.26,0.53,11.2,5
6.2,0.25,0.38,7.9,0.044,45.0,142.0,0.99326,3.01,0.59,11.3,7
6.5,0.3,0.27,2.1,0.033,36.0,116.0,0.98998,3.26,0.63,13.3,6
5.1,0.33,0.23,4.7,0.026,49.0,148.0,0.9891,3.31,0.62,9.5,5
6.7,0.25,0.26,2.0,0.053,19.0,120.0,0.9928,3.02,0.7,10.5,5
7.4,0.26,0.26,7.2,0.047,52.0,183.0,0.99582,3.16,0.52,9.53333333333333,5
7.3,0.26,0.26,1.2,0.041,43.0,177.0,0.99194,3.02,0.46,9.6,6
6.8,0.37,0.51,13.6,0.044,61.0,204.0,0.99745,3.08,0.53,9.6,5
6.4,0.22,0.28,12.0,0.039,45.0,148.0,0.99481,3.14,0.39,10.5,6
7.4,0.34,0.26,15.6,0.053,26.0,149.0,0.99825,3.22,0.47,9.7,7
6.0,0.29,0.41,1.3,0.036,50.0,135.0,0.98892,3.19,0.31,10.7,5
7.5,0.31,0.21,1.7,0.033,25.0,177.0,0.9932,3.15,0.4,12.5,5
7.5,0.28,0.36,14.6,0.039,53.0,185.0,0.9975,3.02,0.5,9.5,5
6.3,0.4,0.24,4.8,0.053,14.0,116.0,0.99324,3.25,0.39,10.8,6
7.1,0.21,0.33,2.1,0.032,49.0,186.0,0.99121,3.1,0.5,12.1,7
6.8,0.44,0.42,16.8,0.04,59.0,129.0,0.9976,3.16,0.38,9.7,6
6.9,0.19,0.39,1.4,0.05,26.0,181.0,0.99516,3.39,0.54,9.6,5
5.7,0.46,0.48,3.0,0.035,34.0,94.0,0.98952,3.52,0.42,12.2,7
7.3,0.27,0.42,1.3,0.044,9.0,60.0,0.99064,3.18,0.49,11.1,5
6.1,0.17,0.21,1.4,0.048,46.0,130.0,0.992,3.22,0.51,13.0,6
6.8,0.31,0.19,1.0,0.04,33.0,136.0,0.992,3.12,0.45,9.9,6
6.9,0.31,0.32,1.6,0.038,35.0,107.0,0.99068,3.17,0.71,12.1,7
7.6,0.3,0.38,1.2,0.043,24.0,84.0,0.99158,3.08,0.46,10.6,6
7.8,0.25,0.43,1.6,0.026,20.0,93.0,0.9908,3.01,0.46,12.9,6
8.6,0.27,0.41,1.5,0.044,29.0,152.0,0.995,2.99,0.52,10.7,5
7.1,0.47,0.07,1.5,0.035,17.0,131.0,0.9917,3.13,0.51,12.7,6
6.1,0.16,0.4,1.6,0.042,13.0,94.0,0.99144,3.24,0.62,9.2,5
7.6,0.3,0.27,10.6,0.039,31.0,106.0,0.99681,3.1,0.34,9.6,4
7.0,0.4,0.25,6.7,0.042,62.0,186.0,0.9926,3.21,0.48,11.3,6
7.5,0.3,0.4,11.9,0.065,45.0,173.0,0.9991,3.16,0.53,8.8,5
7.4,0.28,0.4,12.4,0.049,59.0,177.0,0.99699,3.16,0.43,9.1,5
7.9,0.345,0.28,1.7,0.046,15.0,87.0,0.99158,3.23,0.36,12.0,6
6.2,0.36,0.22,5.25,0.04,44.0,186.0,0.99173,3.23,0.62,10.6,6
5.8,0.32,0.28,7.5,0.047,45.0,232.0,0.99512,3.34,0.63,10.0,5
7.1,0.25,0.32,16.9,0.057,43.0,199.0,0.9999,3.12,0.48,9.2,5
5.9,0.37,0.47,1.4,0.029,10.0,102.0,0.99184,3.19,0.39,12.1,6
7.3,0.19,0.25,1.2,0.041,43.0,92.0,0.9926,3.02,0.55,11.3,6
6.6,0.21,0.39,1.2,0.027,25.0,116.0,0.99074,3.29,0.39,12.1,6
6.8,0.26,0.32,1.5,0.047,34.0,147.0,0.9928,3.24,0.44,11.0,5
6.8,0.26,0.44,8.3,0.047,56.0,209.0,0.99573,3.13,0.53,9.5,6
6.3,0.15,0.44,1.2,0.2,49.0,123.0,0.991,3.38,0.72,9.3,6
4.2,0.785,0.07,1.2,0.02,34.0,90.0,0.98816,3.75,0.88,12.8,7
7.2,0.32,0.25,10.9,0.035,38.0,184.0,0.9969,3.15,0.45,9.5,5
7.0,0.34,0.3,1.8,0.045,21.0,144.0,0.9908,3.16,0.47,10.5,6
7.2,0.24,0.4,2.3,0.021,27.0,88.0,0.99,2.99,0.5,10.5,7
6.5,0.44,0.18,3.2,0.038,39.5,187.0,0.99139,3.22,0.38,11.8,7
7.1,0.23,0.39,2.1,0.033,30.0,111.0,0.99121,3.25,0.54,11.8,7
7.4,0.16,0.27,13.7,0.067,25.0,149.0,0.99807,3.16,0.39,9.0,7
7.0,0.15,0.29,14.7,0.051,33.0,109.0,0.998,3.08,0.36,9.4,7
6.9,0.19,0.28,1.1,0.038,46.0,143.0,0.99048,3.3,0.54,11.0,7
6.9,0.25,0.35,8.4,0.037,32.0,160.0,0.99494,3.23,0.62,11.4,6
7.4,0.19,0.31,14.5,0.045,39.0,193.0,0.9986,3.12,0.5,9.2,6
6.4,0.27,0.32,6.3,0.034,52.0,195.0,0.9951,3.28,0.58,11.6333333333333,6
6.7,0.4,0.22,2.6,0.033,28.0,77.0,0.99082,3.08,0.32,12.3,6
7.6,0.31,0.27,5.8,0.036,34.0,117.0,0.9924,3.07,0.46,11.5,6
6.3,0.55,0.45,16.8,0.049,67.0,224.0,1.00014,3.2,0.75,10.4,6
7.1,0.23,0.3,2.1,0.033,37.0,107.0,0.99121,3.33,0.53,11.5,7
7.4,0.33,0.28,11.0,0.126,58.0,160.0,0.99738,2.89,0.41,9.1,5
6.5,0.3,0.27,6.6,0.04,48.0,136.0,0.9924,3.2,0.48,9.5,6
6.8,0.29,0.32,5.8,0.044,22.0,126.0,0.9944,3.04,0.52,10.8,5
6.1,0.28,0.25,12.9,0.051,49.0,197.0,0.9975,3.36,0.46,9.0,5
7.0,0.34,0.26,6.2,0.037,26.0,87.0,0.98934,3.22,0.38,11.94,7
7.4,0.28,0.42,6.0,0.026,22.0,109.0,0.992,3.01,0.43,11.2,6
8.0,0.23,0.28,14.0,0.074,78.0,210.0,0.99807,2.99,0.38,9.8,6
6.3,0.23,0.49,7.1,0.049,59.0,132.0,0.99326,3.01,0.59,11.0,6
6.0,0.17,0.36,1.2,0.036,32.0,67.0,0.98853,3.16,0.66,12.7,7
7.5,0.23,0.29,2.6,0.037,52.0,180.0,0.9896,3.04,0.42,12.5,7
6.6,0.39,0.81,6.8,0.047,62.0,243.0,0.9972,3.18,0.45,9.0,5
6.3,0.12,0.49,5.4,0.029,23.0,112.0,0.9928,3.32,0.44,10.5,5
6.1,0.28,0.32,2.8,0.05,17.0,182.0,0.99138,3.31,0.46,9.6,5
7.4,0.56,0.29,1.5,0.052,13.0,128.0,0.994,3.12,0.42,9.4,3
6.3,0.17,0.42,2.4,0.034,43.0,105.0,0.99076,3.04,0.39,10.6,7
8.4,0.2,0.27,12.15,0.053,78.0,142.0,0.9976,3.14,0.3,9.8,6
8.0,0.28,0.49,6.8,0.027,21.0,134.0,0.99188,3.12,0.42,11.0,7
6.5,0.36,0.38,6.9,0.046,42.0,210.0,0.9957,3.31,0.6,10.2,6
6.9,0.19,0.28,10.2,0.055,19.0,138.0,0.99696,3.11,0.6,10.4,6
6.2,0.28,0.45,11.2,0.037,64.0,207.0,0.99674,3.19,0.61,9.6,6
6.1,0.19,0.37,1.85,0.042,63.0,164.0,0.99066,3.06,0.4,10.5,6
6.8,0.21,0.27,8.6,0.046,22.0,107.0,0.99486,3.34,0.59,10.4,6
7.1,0.21,0.31,2.2,0.033,30.0,107.0,0.9902,3.3,0.45,11.2,6
6.6,0.35,0.35,7.5,0.055,35.0,161.0,0.99537,3.14,0.44,9.0,6
7.0,0.44,0.32,8.9,0.024,44.0,150.0,0.9925,3.16,0.36,11.0,7
7.1,0.38,0.4,11.8,0.05,54.0,154.0,0.9972,3.13,0.4,9.9,5
7.4,0.16,0.3,13.7,0.067,33.0,197.0,0.99807,2.9,0.42,8.9,6
6.3,0.3,0.16,6.6,0.04,42.0,186.0,0.99642,3.23,0.63,9.8,6
7.2,0.24,0.29,2.7,0.037,37.0,128.0,0.99078,3.13,0.52,11.0,7
6.0,0.2,0.32,2.5,0.026,12.0,95.0,0.9909,3.04,0.48,10.9,7
5.8,0.3,0.42,4.9,0.047,50.0,187.0,0.9948,3.31,0.52,10.4,5
6.5,0.34,0.38,6.9,0.028,20.0,196.0,0.9939,3.09,0.66,12.4,6
6.0,0.38,0.26,8.15,0.034,38.0,116.0,0.99123,3.23,0.33,12.9,8
6.3,0.2,0.58,0.9,0.079,48.0,199.0,0.99099,3.25,0.41,9.73333333333333,5
6.5,0.22,0.25,20.2,0.031,28.0,159.0,0.9973,3.1,0.48,11.6,6
6.7,0.31,0.3,2.4,0.033,25.0,82.0,0.99086,3.19,0.33,11.8,7
6.2,0.33,0.27,10.1,0.029,28.0,138.0,0.99313,3.16,0.44,11.3,5
6.9,0.21,0.33,1.6,0.032,29.0,118.0,0.99045,3.37,0.33,10.9,7
6.4,0.16,0.25,1.3,0.037,22.0,87.0,0.98964,3.24,0.56,9.8,6
7.1,0.12,0.3,6.2,0.034,14.0,82.0,0.99324,3.31,0.34,10.1333333333333,6
6.5,0.08,0.29,1.1,0.031,23.0,57.0,0.98986,3.22,0.51,11.3,7
7.3,0.22,0.37,15.0,0.045,70.0,174.0,1.0,3.36,0.76,9.4,5
7.6,0.19,0.37,1.2,0.023,7.0,46.0,0.99132,3.14,0.61,10.4,5
8.0,0.25,0.49,1.2,0.057,26.0,111.0,0.99002,3.2,0.54,10.7,6
7.2,0.27,0.42,19.8,0.052,55.0,167.0,0.99965,2.93,0.5,8.9,6
6.0,0.27,0.27,1.7,0.046,16.0,106.0,0.9924,3.31,0.49,9.5,6
6.6,0.33,0.49,13.3,0.057,27.0,180.0,0.9976,3.38,0.5,9.6,5
6.4,0.37,0.49,8.8,0.05,65.0,225.0,0.9972,3.2,0.47,9.3,6
5.5,0.62,0.03,0.8,0.02,10.0,68.0,0.9906,3.21,0.47,12.4,4
7.5,0.34,0.5,11.1,0.04,55.0,209.0,0.9979,3.02,0.54,9.5,5
6.1,0.3,0.58,15.9,0.053,43.0,168.0,0.99804,3.14,0.49,8.8,6
7.1,0.34,0.15,2.0,0.05,15.0,125.0,0.994,3.1,0.42,9.8,6
7.6,0.3,0.27,10.2,0.032,56.0,150.0,0.9954,3.08,0.79,10.6,6
7.5,0.21,0.29,1.7,0.047,18.0,107.0,0.9924,3.42,0.65,10.3,5
7.1,0.28,0.49,13.4,0.053,30.0,181.0,0.9974,3.05,0.64,9.4,6
7.8,0.19,0.36,13.1,0.053,48.0,229.0,0.9991,3.06,0.44,9.3,6
5.2,0.28,0.45,4.4,0.032,58.0,178.0,0.98774,3.47,0.4,12.6,7
5.8,0.36,0.4,1.6,0.049,14.0,182.0,0.9945,3.33,0.71,9.5,6
6.4,0.26,0.25,5.2,0.03,48.0,134.0,0.99242,3.2,0.46,11.9,8
5.9,0.3,0.29,4.2,0.026,22.0,94.0,0.98963,3.06,0.52,13.1,6
6.5,0.36,0.31,4.9,0.052,19.0,164.0,0.9946,3.2,0.6,10.4,6
8.5,0.2,0.3,8.9,0.037,32.0,160.0,0.99395,2.96,0.33,11.5,7
6.7,0.3,0.5,14.5,0.045,29.0,127.0,0.99872,2.87,0.44,8.7,6
5.0,0.2,0.22,5.7,0.053,31.0,128.0,0.9939,3.07,0.5,9.0,6
7.0,0.2,0.33,11.9,0.056,48.5,161.0,0.9974,3.11,0.58,9.4,6
7.6,0.2,0.2,1.6,0.036,10.0,95.0,0.9898,3.05,0.73,10.6,5
8.0,0.4,0.33,7.0,0.039,57.0,188.0,0.9944,3.11,0.5,9.6,5
6.4,0.22,0.3,13.9,0.054,50.0,147.0,0.9972,3.21,0.46,9.0,5
8.0,0.18,0.31,1.2,0.048,20.0,100.0,0.99243,3.18,0.57,10.7,6
7.2,0.32,0.36,1.5,0.028,24.0,117.0,0.98936,3.15,0.56,10.4,6
6.9,0.33,0.62,13.2,0.044,54.0,155.0,0.99775,3.0,0.44,9.1,5
5.9,0.26,0.3,1.2,0.026,26.0,101.0,0.99014,3.26,0.46,10.8,6
6.4,0.26,0.3,1.5,0.052,30.0,156.0,0.9927,3.29,0.46,10.5,7
5.7,0.1,0.22,12.7,0.062,24.0,183.0,0.99808,3.26,0.78,11.7,6
5.7,0.24,0.26,11.5,0.054,33.0,154.0,0.9965,3.34,0.43,9.4,5
6.6,0.21,0.34,1.9,0.04,42.0,188.0,0.98946,3.25,0.4,12.6,6
6.9,0.25,0.24,14.2,0.048,48.0,192.0,0.9977,3.2,0.5,9.8,6
7.0,0.11,0.32,7.2,0.047,26.0,95.0,0.99254,3.24,0.47,9.5,7
6.2,0.25,0.31,1.5,0.036,21.0,71.0,0.9919,3.14,0.46,12.1,6
6.8,0.22,0.31,10.6,0.035,38.0,236.0,0.99732,3.08,0.51,9.5,6
6.9,0.22,0.32,5.8,0.046,34.0,105.0,0.9918,3.43,0.5,11.4,6
7.4,0.16,0.27,15.5,0.05,25.0,149.0,0.99825,2.9,0.43,8.7,7
8.1,0.29,0.49,8.1,0.033,15.0,113.0,0.99486,3.08,0.4,10.8,6
7.0,0.12,0.3,1.3,0.039,15.0,67.0,0.9902,3.46,0.49,9.9,6
6.6,0.28,0.42,9.7,0.032,31.0,132.0,0.9937,3.18,0.49,10.6,5
6.0,0.28,0.25,4.7,0.023,12.0,65.0,0.9907,3.15,0.58,13.1,7
7.1,0.23,0.35,1.9,0.031,20.0,93.0,0.99089,3.15,0.74,12.0,6
6.4,0.29,0.24,8.6,0.031,30.0,159.0,0.9918,3.29,0.35,13.1,8
6.9,0.22,0.32,9.3,0.028,17.0,81.0,0.993,3.29,0.31,12.5,7
6.4,0.105,0.35,4.9,0.039,44.0,98.0,0.99373,3.32,0.52,9.3,6
6.6,0.17,0.26,1.5,0.039,13.0,63.0,0.9926,3.09,0.51,10.1,6
8.0,0.32,0.31,12.9,0.032,49.0,194.0,0.9981,2.96,0.59,9.3,6
7.3,0.4,0.24,8.5,0.094,41.0,240.0,0.9963,3.19,0.5,8.9,5
7.9,0.21,0.49,1.6,0.046,35.0,169.0,0.9936,3.12,0.43,10.1,6
6.0,0.33,0.2,12.6,0.041,51.0,195.0,0.9956,3.21,0.66,8.9,6
6.6,0.24,0.27,10.3,0.042,54.0,188.0,0.995,3.07,0.52,9.3,5
6.9,0.24,0.33,12.7,0.05,46.0,124.0,0.99544,3.06,0.53,9.4,6
7.8,0.19,0.45,4.6,0.04,82.0,180.0,0.993,3.11,0.69,9.8,5
7.2,0.27,0.39,7.6,0.024,38.0,110.0,0.9948,3.14,0.4,12.3,7
5.8,0.35,0.5,1.0,0.029,9.0,76.0,0.9912,3.56,0.55,11.7,6
6.2,0.21,0.27,1.7,0.093,21.0,101.0,0.99207,3.61,0.72,10.3,5
6.6,0.39,0.23,7.2,0.049,24.0,113.0,0.99556,3.02,0.54,9.1,5
8.0,0.45,0.37,4.5,0.039,23.0,126.0,0.9928,3.18,0.32,13.0,6
7.2,0.21,0.28,1.4,0.04,17.0,97.0,0.9926,3.37,0.44,10.3,6
6.9,0.22,0.32,1.3,0.026,48.0,106.0,0.99,3.2,0.5,11.5,7
5.0,0.27,0.4,1.1,0.119,15.0,87.0,0.99204,3.3,0.58,10.1,6
6.9,0.33,0.21,7.5,0.044,32.0,136.0,0.99378,2.97,0.5,9.2,5
6.4,0.37,0.28,3.2,0.036,28.0,84.0,0.98998,3.28,0.43,12.0,7
7.0,0.29,0.49,3.8,0.044,27.0,133.0,0.99176,3.5,0.46,10.9,6
6.0,0.17,0.29,6.0,0.053,26.0,120.0,0.99537,3.32,0.32,9.6,4
7.8,0.42,0.23,15.1,0.033,32.0,142.0,0.9955,3.12,0.45,12.5,8
7.3,0.23,0.37,7.1,0.041,59.0,156.0,0.9954,2.96,0.35,10.9,6
7.2,0.21,0.34,1.1,0.037,10.0,119.0,0.99048,3.18,0.68,12.8,6
6.2,0.2,0.49,1.1,0.029,21.0,118.0,0.99183,3.27,0.37,10.9,6
7.2,0.39,0.63,11.0,0.047,87.0,178.0,0.9976,3.16,0.36,8.7,6
7.0,0.18,0.32,1.4,0.04,16.0,151.0,0.9913,3.17,0.63,11.0,7
7.1,0.15,0.34,2.6,0.047,22.0,94.0,0.9928,2.93,0.44,10.7,6
7.5,0.24,0.31,13.1,0.05,26.0,151.0,0.99825,3.05,0.57,9.0,6
7.7,0.35,0.47,11.7,0.04,70.0,188.0,0.9981,3.13,0.46,9.5,5
7.2,0.37,0.34,14.8,0.057,44.0,214.0,0.9986,3.14,0.57,10.4,5
7.3,0.25,0.36,4.9,0.024,39.0,109.0,0.99012,3.08,0.46,11.1,7
6.1,0.24,0.27,1.3,0.044,21.0,110.0,0.9921,3.11,0.33,9.6,6
7.0,0.22,0.26,7.2,0.06,54.0,158.0,0.9954,3.14,0.42,9.2,6
8.2,0.24,0.3,11.0,0.052,26.0,169.0,0.9966,3.05,0.51,9.6,6
9.0,0.2,0.43,6.7,0.034,51.0,155.0,0.9932,3.12,0.44,11.3,6
7.7,0.24,0.3,5.3,0.028,38.0,113.0,0.9948,3.15,0.56,11.2,6
5.6,0.2,0.47,10.7,0.03,36.0,115.0,0.99602,3.28,0.45,10.9,7
8.9,0.32,0.73,14.35,0.056,59.0,160.0,0.9988,2.96,0.64,8.8,5
6.6,0.38,0.29,2.7,0.012,20.0,198.0,0.9928,3.55,0.57,10.6,5
6.7,0.16,0.29,5.0,0.056,34.0,125.0,0.9956,3.11,0.5,10.4,6
8.5,0.25,0.3,8.1,0.024,35.0,122.0,0.99228,3.08,0.59,11.5,7
7.2,0.39,0.62,8.3,0.053,27.0,149.0,0.99605,3.0,0.53,9.5,5
6.7,0.16,0.36,1.5,0.028,33.0,98.0,0.99146,3.27,0.51,10.1,6
7.2,0.32,0.29,7.6,0.025,37.0,107.0,0.9935,3.04,0.44,12.5,7
6.3,0.3,0.24,2.25,0.048,33.0,135.0,0.9936,3.41,0.52,11.2,6
8.1,0.28,0.3,4.1,0.028,40.0,126.0,0.99165,3.1,0.58,12.2,6
7.7,0.43,0.49,7.8,0.056,32.0,182.0,0.9966,3.21,0.64,9.2,5
7.1,0.14,0.37,0.9,0.023,21.0,82.0,0.99109,3.46,0.34,10.9,3
6.7,0.22,0.37,5.5,0.055,29.0,128.0,0.9968,3.21,0.46,9.0,6
7.6,0.51,0.47,8.4,0.084,15.0,115.0,0.9964,3.08,0.38,9.6,4
6.9,0.23,0.4,13.7,0.051,64.0,177.0,0.99772,3.12,0.5,9.2,6
6.6,0.25,0.51,8.0,0.047,61.0,196.0,0.9955,3.21,0.48,9.5,6
5.7,0.25,0.26,12.5,0.049,43.0,173.0,0.99705,3.1,0.69,9.5,5
6.8,0.21,0.27,11.7,0.037,45.0,116.0,0.99496,3.15,0.39,9.2,6
7.4,0.56,0.09,4.0,0.045,18.0,125.0,0.9937,3.19,0.51,9.1,6
6.7,0.34,0.26,5.7,0.051,19.0,139.0,0.9941,3.06,0.48,8.8,5
6.5,0.41,0.16,11.6,0.037,29.0,138.0,0.99496,3.15,0.4,11.3,5
7.0,0.26,0.46,8.4,0.051,52.0,187.0,0.996,3.27,0.36,9.9,6
6.2,0.25,0.38,2.9,0.021,20.0,80.0,0.9891,3.29,0.41,13.05,7
8.2,0.21,0.32,9.7,0.035,41.0,163.0,0.9977,3.03,0.33,8.8,5
7.4,0.28,0.42,1.6,0.043,27.0,159.0,0.99129,3.08,0.59,10.3,5
7.8,0.19,0.3,12.8,0.053,35.0,168.0,0.9986,3.2,0.53,9.1,7
7.3,0.25,0.26,15.2,0.049,32.0,166.0,0.99825,2.95,0.44,8.8,5
7.9,0.33,0.26,1.9,0.03,40.0,139.0,0.9916,3.03,0.48,12.0,7
5.5,0.24,0.29,6.9,0.046,32.0,188.0,0.9953,3.29,0.47,9.4,5
5.4,0.22,0.33,0.7,0.024,26.0,93.0,0.98945,3.3,0.36,12.0,6
6.5,0.19,0.26,2.1,0.052,35.0,150.0,0.9928,3.44,0.72,11.0,6
5.1,0.33,0.0,6.4,0.037,18.0,131.0,0.9924,3.38,0.4,11.1,6
6.5,0.41,0.64,11.8,0.051,65.0,205.0,0.99851,3.26,0.53,8.7,5
5.7,0.25,0.24,9.8,0.056,50.0,167.0,0.99375,3.08,0.48,9.9,6
6.5,0.17,0.33,1.4,0.028,22.0,93.0,0.99168,3.21,0.67,11.0,7
8.0,0.27,0.41,1.1,0.033,11.0,122.0,0.9917,3.23,0.34,11.7,6
8.8,0.17,0.49,1.0,0.026,5.0,28.0,0.992,3.02,0.32,9.9,5
6.4,0.2,0.42,14.2,0.033,51.0,125.0,0.99678,3.22,0.36,10.8,5
9.2,0.22,0.4,1.2,0.027,36.0,90.0,0.992,3.1,0.75,11.1,6
6.9,0.38,0.29,14.35,0.047,52.0,185.0,0.9968,3.12,0.54,9.1,5
7.1,0.26,0.37,3.1,0.023,39.0,96.0,0.9902,2.91,0.33,12.9,7
6.8,0.36,0.26,7.9,0.032,42.0,179.0,0.9939,2.98,0.46,13.1,7
7.8,0.28,0.34,6.7,0.031,15.0,45.0,0.99266,3.11,0.58,12.4,6
