HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported
Mars,1,TRAPPIST-1e,58,0,0,0,0,0,0,1
Earth,1,TRAPPIST-1e,7,0,0,0,0,0,0,0
Mars,1,55 Cancri e,0,0,0,0,0,0,0,1
Earth,0,55 Cancri e,6,0,0,0,0,0,0,1
Earth,0,55 Cancri e,24,0,700,0,0,0,0,0
Europa,1,TRAPPIST-1e,37,0,0,0,0,0,0,1
Earth,0,55 Cancri e,17,0,68,130,0,59,2203,0
Earth,0,TRAPPIST-1e,15,0,320,0,392,198,0,0
Mars,1,TRAPPIST-1e,43,0,0,0,0,0,0,1
Europa,0,TRAPPIST-1e,31,0,0,53,0,4651,44,0
Europa,0,TRAPPIST-1e,33,1,0,1,12,4507,3557,0
Europa,0,55 Cancri e,49,0,9,588,10,1497,388,1
Europa,1,55 Cancri e,50,0,0,0,0,0,0,1
Earth,0,TRAPPIST-1e,57,0,433,0,555,0,5,0
Earth,1,TRAPPIST-1e,25,0,0,0,0,0,0,1
Earth,0,55 Cancri e,14,0,363,0,5,0,1637,0
Europa,0,TRAPPIST-1e,31,0,0,46,0,2263,318,0
Earth,1,TRAPPIST-1e,18,0,0,0,0,0,0,1
Europa,1,TRAPPIST-1e,46,0,0,0,0,0,0,1
Europa,1,TRAPPIST-1e,15,0,0,0,0,0,0,1
Earth,0,55 Cancri e,34,0,0,1745,0,0,7,1
Earth,0,TRAPPIST-1e,38,0,35,809,0,51,0,0
Earth,0,TRAPPIST-1e,0,0,0,0,0,0,0,0
Europa,1,55 Cancri e,25,0,0,0,0,0,0,0
Europa,0,PSO J318.5-22,25,1,3,2144,15,10,766,1
Earth,0,TRAPPIST-1e,33,0,0,0,0,675,0,0
Mars,0,TRAPPIST-1e,29,0,902,0,28,0,0,0
Europa,0,55 Cancri e,29,0,0,433,4,301,1367,0
Earth,1,TRAPPIST-1e,0,0,0,0,0,0,0,0
Earth,1,TRAPPIST-1e,24,0,0,0,0,0,0,1
Earth,0,TRAPPIST-1e,32,0,0,850,78,437,453,0
Europa,0,PSO J318.5-22,55,1,2,279,2341,443,394,1
Earth,0,TRAPPIST-1e,38,0,35,0,288,512,1889,0
Europa,0,55 Cancri e,32,0,0,10073,0,1679,553,1
Mars,0,TRAPPIST-1e,25,0,1084,0,62,36,0,0
Mars,0,TRAPPIST-1e,41,0,29,0,1048,1,2,1
Earth,0,TRAPPIST-1e,15,0,9,396,3,0,1543,0
Earth,0,TRAPPIST-1e,19,0,511,0,66,290,813,0
Europa,0,TRAPPIST-1e,41,0,0,4224,227,58,98,1
Mars,0,TRAPPIST-1e,33,0,748,0,1047,0,0,0
Earth,0,TRAPPIST-1e,27,0,196,85,311,161,396,0
Europa,1,55 Cancri e,44,0,0,0,0,0,0,1
Earth,0,TRAPPIST-1e,26,0,0,0,0,0,808,0
Earth,1,PSO J318.5-22,6,0,0,0,0,0,0,0
Europa,0,55 Cancri e,21,0,0,878,1069,5015,211,0
Europa,0,TRAPPIST-1e,50,0,13,1,0,1529,880,0
Europa,1,TRAPPIST-1e,50,0,0,0,0,0,0,1
Europa,0,TRAPPIST-1e,41,0,0,371,0,2395,81,0
Mars,0,TRAPPIST-1e,24,0,555,0,0,561,0,0
Europa,1,TRAPPIST-1e,15,0,0,0,0,0,0,1
Earth,1,55 Cancri e,25,0,0,0,0,0,0,1
Earth,0,TRAPPIST-1e,55,0,0,0,0,724,0,0
Europa,0,TRAPPIST-1e,39,0,0,957,0,309,356,0
Mars,1,55 Cancri e,21,0,0,0,0,0,0,1
Earth,0,TRAPPIST-1e,33,0,22,245,497,0,0,1
Earth,1,55 Cancri e,22,0,0,0,0,0,0,1
Europa,0,PSO J318.5-22,38,1,0,201,0,0,1407,0
Mars,0,TRAPPIST-1e,17,0,0,0,0,0,0,0
Earth,0,TRAPPIST-1e,0,0,0,0,0,0,0,1
Mars,0,TRAPPIST-1e,29,0,257,0,880,0,0,0
Mars,0,55 Cancri e,52,0,1377,0,1061,5,0,0
Europa,0,PSO J318.5-22,25,1,0,16,3700,0,7629,1
Earth,1,TRAPPIST-1e,0,0,0,0,0,0,0,0
Europa,1,TRAPPIST-1e,55,0,0,0,0,0,0,1
Europa,1,PSO J318.5-22,50,0,0,0,0,0,0,1
Europa,1,TRAPPIST-1e,27,0,0,0,0,0,0,1
Earth,0,55 Cancri e,13,0,880,5,51,183,0,0
Europa,0,TRAPPIST-1e,39,0,0,2804,1,130,61,1
Europa,0,TRAPPIST-1e,43,0,0,8948,0,580,6,1
Earth,0,PSO J318.5-22,44,0,0,122,135,0,452,0
Europa,0,55 Cancri e,28,0,0,3238,0,750,318,1
Earth,1,TRAPPIST-1e,20,0,0,0,0,0,0,1
Earth,0,55 Cancri e,9,0,0,0,0,0,0,0
Mars,1,TRAPPIST-1e,30,0,0,0,0,0,0,1
Earth,0,PSO J318.5-22,62,0,400,0,126,104,0,0
Mars,1,55 Cancri e,60,0,0,0,0,0,0,1
Mars,0,55 Cancri e,31,0,2048,0,379,1,0,0
Earth,1,55 Cancri e,21,0,0,0,0,0,0,1
Earth,0,55 Cancri e,15,0,0,11,504,560,372,1
Earth,0,TRAPPIST-1e,22,0,142,22,16,622,0,0
Europa,1,PSO J318.5-22,32,0,0,0,0,0,0,1
Europa,1,55 Cancri e,37,0,0,0,0,0,0,1
Earth,0,TRAPPIST-1e,55,0,0,0,0,724,0,0
Earth,0,TRAPPIST-1e,31,0,433,0,0,557,0,0
Mars,0,55 Cancri e,18,0,3992,610,109,1,0,0
Earth,0,TRAPPIST-1e,22,0,686,2,98,0,0,0
Earth,0,TRAPPIST-1e,42,0,0,420,0,109,7,0
Mars,1,TRAPPIST-1e,59,0,0,0,0,0,0,1
Mars,1,TRAPPIST-1e,49,0,0,0,0,0,0,1
Earth,0,55 Cancri e,22,0,483,0,13,0,137,0
Mars,0,TRAPPIST-1e,22,0,10,0,817,0,0,1
Earth,0,55 Cancri e,43,0,0,788,0,0,10,0
Europa,1,PSO J318.5-22,32,0,0,0,0,0,0,1
Mars,1,TRAPPIST-1e,29,0,0,0,0,0,0,1
Earth,0,TRAPPIST-1e,1,0,0,0,0,0,0,0
Earth,1,TRAPPIST-1e,1,0,0,0,0,0,0,1
Earth,0,55 Cancri e,23,0,42,821,0,0,0,0
Mars,1,TRAPPIST-1e,19,0,0,0,0,0,0,1
Earth,1,55 Cancri e,2,0,0,0,0,0,0,1
Europa,0,55 Cancri e,41,0,3,1616,0,4368,1,0
Earth,0,PSO J318.5-22,16,0,64,56,1211,39,0,0
Mars,1,TRAPPIST-1e,36,0,0,0,0,0,0,1
Europa,0,TRAPPIST-1e,32,1,0,920,0,1442,1508,0
Europa,0,TRAPPIST-1e,26,0,0,226,0,712,794,0
Earth,1,TRAPPIST-1e,56,0,0,0,0,0,0,1
Europa,0,TRAPPIST-1e,49,0,20,2639,0,394,213,0
Earth,1,TRAPPIST-1e,15,0,0,0,0,0,0,1
Earth,1,TRAPPIST-1e,32,0,0,0,0,0,0,1
Earth,0,TRAPPIST-1e,32,0,3135,0,0,59,0,0
Europa,1,TRAPPIST-1e,32,0,0,0,0,0,0,1
Earth,1,TRAPPIST-1e,7,0,0,0,0,0,0,0
Earth,0,PSO J318.5-22,13,0,80,57,1,712,0,0
Earth,0,TRAPPIST-1e,24,0,0,274,0,482,0,0
Mars,0,TRAPPIST-1e,63,0,953,0,10,39,0,0
Earth,1,55 Cancri e,15,0,0,0,0,0,0,1
Mars,0,TRAPPIST-1e,51,0,819,2,545,68,0,0
Earth,0,TRAPPIST-1e,29,0,0,0,0,0,1972,0
Earth,1,55 Cancri e,14,0,0,0,0,0,0,1
Earth,1,55 Cancri e,15,0,0,0,0,0,0,0
Earth,1,TRAPPIST-1e,25,0,0,0,0,0,0,0
Europa,0,TRAPPIST-1e,37,0,0,13561,0,4344,405,0
Mars,0,PSO J318.5-22,41,0,1690,0,81,0,1225,0
Europa,0,TRAPPIST-1e,25,0,0,0,0,0,0,1
Earth,0,55 Cancri e,43,0,632,0,0,0,47,1
Earth,0,PSO J318.5-22,26,0,0,0,0,672,0,0
Earth,0,TRAPPIST-1e,24,0,276,0,201,0,1,0
Mars,0,55 Cancri e,18,0,2904,0,17,848,19,0
Earth,0,TRAPPIST-1e,22,0,91,0,0,641,0,0
Earth,0,55 Cancri e,37,0,88,0,545,0,0,1
Europa,1,TRAPPIST-1e,37,0,0,0,0,0,0,1
Earth,0,TRAPPIST-1e,18,0,327,0,656,0,0,0
Earth,0,TRAPPIST-1e,52,0,289,35,25,0,0,0
Mars,0,TRAPPIST-1e,10,0,0,0,0,0,0,1
Earth,0,55 Cancri e,14,0,0,885,23,0,0,1
Earth,0,TRAPPIST-1e,27,0,14,0,74,0,848,0
Earth,0,55 Cancri e,28,0,1,0,0,2,1363,0
Earth,0,TRAPPIST-1e,21,0,0,417,0,0,418,1
Earth,1,PSO J318.5-22,18,0,0,0,0,0,0,1
Earth,0,TRAPPIST-1e,22,0,0,0,313,304,326,0
Mars,0,TRAPPIST-1e,41,0,1230,0,20,0,0,1
Mars,0,TRAPPIST-1e,28,1,628,0,10,92,1596,0
Earth,0,TRAPPIST-1e,14,0,756,237,200,8,10,0
Europa,0,TRAPPIST-1e,35,0,247,436,459,7,829,0
Mars,0,TRAPPIST-1e,24,0,1455,0,163,9,0,0
Earth,1,TRAPPIST-1e,13,0,0,0,0,0,0,1
Europa,0,TRAPPIST-1e,33,0,0,4372,0,4103,159,0
Earth,0,TRAPPIST-1e,18,0,0,1,31,2288,0,0
Earth,0,TRAPPIST-1e,34,0,223,0,2,0,925,0
Earth,0,TRAPPIST-1e,0,0,0,0,0,0,0,0
Earth,0,TRAPPIST-1e,18,0,0,35,859,0,85,0
Earth,0,TRAPPIST-1e,35,0,0,88,718,46,3,0
Earth,1,55 Cancri e,23,0,0,0,0,0,0,1
Mars,1,TRAPPIST-1e,36,0,0,0,0,0,0,1
Europa,1,TRAPPIST-1e,29,0,0,0,0,0,0,1
Europa,0,TRAPPIST-1e,22,0,0,2834,2,3072,0,0
Earth,0,TRAPPIST-1e,39,0,0,3,0,45,619,0
Earth,1,TRAPPIST-1e,21,0,0,0,0,0,0,0
Earth,0,TRAPPIST-1e,3,0,0,0,0,0,0,0
Earth,0,55 Cancri e,14,0,0,1501,23,0,163,1
Earth,0,PSO J318.5-22,25,0,0,0,0,751,22,0
Mars,0,TRAPPIST-1e,29,0,558,0,0,292,0,0
Europa,1,TRAPPIST-1e,16,0,0,0,0,0,0,1
Europa,1,TRAPPIST-1e,26,0,0,0,0,0,0,1
Earth,0,TRAPPIST-1e,18,0,130,2,0,1282,0,0
Earth,1,TRAPPIST-1e,58,0,0,0,0,0,0,1
Earth,1,TRAPPIST-1e,23,0,0,0,0,0,0,0
Earth,1,TRAPPIST-1e,53,0,0,0,0,0,0,1
Mars,0,TRAPPIST-1e,3,0,0,0,0,0,0,1
Mars,0,55 Cancri e,24,0,612,53,618,0,0,0
Earth,0,TRAPPIST-1e,47,0,0,106,809,0,3,1
Earth,0,TRAPPIST-1e,9,0,0,0,0,0,0,1
Earth,0,TRAPPIST-1e,46,0,0,0,790,2,0,1
Earth,0,TRAPPIST-1e,27,0,0,10,0,702,86,0
Earth,0,PSO J318.5-22,16,0,0,1381,0,1,15,1
Europa,0,TRAPPIST-1e,29,0,0,699,29,78,2469,0
Earth,0,55 Cancri e,12,0,0,0,0,0,0,1
Earth,0,55 Cancri e,0,0,0,0,0,0,0,1
Earth,0,TRAPPIST-1e,20,0,508,0,66,4,813,0
Earth,0,TRAPPIST-1e,40,0,0,11,2414,110,62,1
Mars,0,TRAPPIST-1e,18,0,1218,0,2,1095,0,0
Mars,1,55 Cancri e,0,0,0,0,0,0,0,1
Europa,0,TRAPPIST-1e,33,0,0,1554,0,269,1393,0
Earth,1,TRAPPIST-1e,16,0,0,0,0,0,0,1
Earth,0,TRAPPIST-1e,24,0,156,0,476,1810,68,0
Earth,0,TRAPPIST-1e,35,0,0,0,0,0,1679,0
Earth,0,PSO J318.5-22,23,0,8,1,908,0,1,1
Europa,0,55 Cancri e,34,0,0,5,0,62,2167,0
Earth,0,TRAPPIST-1e,17,0,584,169,798,0,621,0
Earth,0,TRAPPIST-1e,4,0,0,0,0,0,0,0
Earth,0,55 Cancri e,15,0,36,0,9,180,493,0
Earth,0,55 Cancri e,25,0,0,653,121,0,1,0
Earth,0,PSO J318.5-22,24,0,0,0,1435,0,0,1
Earth,1,55 Cancri e,4,0,0,0,0,0,0,0
Earth,0,TRAPPIST-1e,23,0,509,0,0,57,53,0
Earth,1,55 Cancri e,4,0,0,0,0,0,0,1
Mars,0,TRAPPIST-1e,24,0,345,0,451,0,582,0
Mars,0,TRAPPIST-1e,24,0,165,0,2140,102,0,1
Mars,0,TRAPPIST-1e,38,0,218,0,586,770,0,0
Earth,1,55 Cancri e,58,0,0,0,0,0,0,1
Mars,1,55 Cancri e,27,0,0,0,0,0,0,1
Europa,1,TRAPPIST-1e,23,0,0,0,0,0,0,1
Mars,1,PSO J318.5-22,45,0,0,0,0,0,0,1
Earth,1,TRAPPIST-1e,17,0,0,0,0,0,0,1
Europa,0,TRAPPIST-1e,22,0,165,1064,0,0,11378,0
Earth,1,TRAPPIST-1e,33,0,0,0,0,0,0,1
Earth,0,TRAPPIST-1e,19,0,605,84,0,31,0,0
Earth,1,TRAPPIST-1e,21,0,0,0,0,0,0,0
Mars,0,TRAPPIST-1e,27,0,1730,0,791,297,349,0
Mars,0,55 Cancri e,3,0,0,0,0,0,0,1
Earth,0,TRAPPIST-1e,43,0,0,788,0,0,1417,0
Europa,1,TRAPPIST-1e,17,0,0,0,0,0,0,1
Earth,0,TRAPPIST-1e,22,0,37,1096,311,0,0,0
Europa,1,TRAPPIST-1e,13,0,0,0,0,0,0,1
Earth,0,55 Cancri e,17,0,68,0,1317,0,0,1
Europa,1,TRAPPIST-1e,29,0,0,0,0,0,0,1
Mars,0,TRAPPIST-1e,27,0,3482,0,1360,0,0,0
Earth,0,55 Cancri e,22,0,38,142,30,528,0,0
Mars,0,TRAPPIST-1e,18,0,49,783,4,85,0,1
Earth,0,TRAPPIST-1e,33,0,235,0,32,1054,0,0
Earth,0,55 Cancri e,25,0,0,1369,0,1483,18,0
Earth,0,PSO J318.5-22,14,0,0,1,9,570,21,0
Earth,1,PSO J318.5-22,19,0,0,0,0,0,0,0
Europa,0,TRAPPIST-1e,23,0,0,824,0,1435,2137,0
Earth,0,TRAPPIST-1e,31,0,0,0,0,675,86,0
Earth,0,TRAPPIST-1e,22,0,0,0,1,886,22,0
Mars,0,55 Cancri e,31,1,1179,0,14,38,1,1
Mars,0,TRAPPIST-1e,29,0,902,0,0,1250,41,0
Earth,1,TRAPPIST-1e,46,0,0,0,0,0,0,0
Earth,1,TRAPPIST-1e,35,0,0,0,0,0,0,0
Earth,0,55 Cancri e,4,0,0,0,0,0,0,1
Mars,1,55 Cancri e,50,0,0,0,0,0,0,1
Europa,0,TRAPPIST-1e,28,0,0,3317,0,4463,2236,0
Earth,1,PSO J318.5-22,32,0,0,0,0,0,0,1
Mars,0,TRAPPIST-1e,0,0,0,0,0,0,0,1
Earth,1,TRAPPIST-1e,63,0,0,0,0,0,0,1
Earth,1,TRAPPIST-1e,59,0,0,0,0,0,0,0
Europa,1,PSO J318.5-22,50,0,0,0,0,0,0,1
Mars,0,TRAPPIST-1e,18,0,659,34,669,0,0,0
Europa,0,PSO J318.5-22,32,1,0,16,0,3204,4,0
Europa,0,TRAPPIST-1e,37,0,33,1525,0,1013,10,0
Earth,1,TRAPPIST-1e,19,0,0,0,0,0,0,1
Earth,0,TRAPPIST-1e,22,0,401,0,193,2,0,0
Europa,0,TRAPPIST-1e,36,0,43,21,126,8493,484,0
Mars,0,TRAPPIST-1e,24,0,235,0,780,0,0,1
Europa,0,55 Cancri e,35,0,0,388,325,58,2177,0
Earth,1,TRAPPIST-1e,24,0,0,0,0,0,0,1
Mars,0,TRAPPIST-1e,27,0,3482,878,206,0,2,0
Earth,0,TRAPPIST-1e,38,0,1517,0,0,1,0,0
Europa,0,TRAPPIST-1e,43,0,0,124,0,4170,85,0
Mars,0,55 Cancri e,23,0,71,0,1123,0,2071,0
Earth,0,TRAPPIST-1e,24,0,0,0,0,759,41,0
Earth,0,TRAPPIST-1e,46,0,0,0,1526,65,117,1
Mars,0,TRAPPIST-1e,29,1,1234,0,1,10,44,0
Earth,1,TRAPPIST-1e,16,0,0,0,0,0,0,0
Europa,0,TRAPPIST-1e,40,0,0,553,0,2787,671,0
Earth,1,TRAPPIST-1e,0,0,0,0,0,0,0,1
Earth,0,55 Cancri e,24,0,0,1369,381,2,1178,0
Mars,1,PSO J318.5-22,45,0,0,0,0,0,0,1
Mars,0,TRAPPIST-1e,29,0,528,1269,75,0,0,0
Earth,1,TRAPPIST-1e,21,0,0,0,0,0,0,1
Mars,0,55 Cancri e,21,0,4027,0,180,21,117,0
Europa,1,TRAPPIST-1e,56,0,0,0,0,0,0,1
Earth,1,TRAPPIST-1e,41,0,0,0,0,0,0,1
Earth,1,TRAPPIST-1e,19,0,0,0,0,0,0,1
Europa,0,TRAPPIST-1e,26,0,0,690,0,0,11378,0
Earth,1,55 Cancri e,38,0,0,0,0,0,0,0
Earth,0,PSO J318.5-22,22,0,688,5,32,0,4,0
Europa,0,TRAPPIST-1e,25,0,0,3590,106,7113,729,0
Earth,0,TRAPPIST-1e,32,0,0,632,80,267,213,1
Earth,0,TRAPPIST-1e,15,0,0,7,0,749,0,0
Earth,0,55 Cancri e,2,0,0,0,0,0,0,1
Earth,0,TRAPPIST-1e,48,0,456,0,53,21,0,0
Earth,1,TRAPPIST-1e,39,0,0,0,0,0,0,1
Earth,0,TRAPPIST-1e,16,0,0,0,249,0,484,0
