V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,Class
271,292,12725281,12725314,444,15,52,45968,55,133,1648,1,0,80,0.3459,0.2308,0.4444,0.0094,0.6842,1,1,2.6284,1.2041,1.716,0.5641,-0.1886,0.8299,0,0,0,0,0,0,2
1555,1577,1398598,1398603,106,14,11,9367,56,111,1654,1,0,70,0.1715,0.3155,0.9091,0.0077,0.8,1,0,2.0253,1.1139,1.0414,-0.0909,-0.2576,0.2792,0,1,0,0,0,0,1
37,213,862475,862693,17357,756,456,1976551,27,141,1398,0,1,40,0.0485,0.4171,0.9912,0.1238,0.2414,0,1,4.2525,2.243,2.2095,0.0255,-0.09,1.0,0,0,1,0,0,0,1
41,209,1445593,1445656,6596,257,133,682403,37,127,1358,0,1,40,0.0618,0.4403,0.4351,0.1215,0.7269,0,0,3.8205,2.2279,1.8325,-0.5714,-0.1908,1.0,0,0,1,0,0,0,1
1331,1347,662867,662880,56,23,14,9848,179,197,1632,1,0,143,0.4031,0.3929,0.8571,0.0101,0.6071,0,1,1.7482,1.2305,1.1461,0.1379,0.4208,0.1934,0,0,0,0,0,0,2
1155,1164,41184,41201,194,24,28,19202,80,124,1358,0,1,70,0.2528,0.3316,0.4231,0.008,0.4583,1,1,2.2945,1.0414,1.4472,0.5714,-0.2372,0.4366,0,0,0,0,0,0,2
1554,1564,3375744,3375765,1130,80,61,130201,42,117,1692,0,1,70,0.1657,0.5397,0.2892,0.0124,0.8649,0,1,3.0442,1.3222,1.7404,0.7143,-0.2816,1.0,0,0,0,0,0,0,2
1015,1021,28972,28984,114,18,12,10868,64,125,1686,1,0,60,0.7651,0.3939,1.0,0.0083,0.8333,0,0,2.0569,1.1461,0.9031,0.0,-0.2254,0.3097,0,0,0,0,0,1,1
781,801,1029590,1029596,178,47,26,21321,104,127,1690,1,0,60,0.9314,0.5909,0.4,0.0124,0.5122,0,1,2.248,1.3222,1.3617,0.6,-0.0809,0.7037,1,0,0,0,0,1,1
1555,1580,23288,23316,379,91,70,48528,107,133,1696,0,1,90,0.1508,0.5909,0.3226,0.0162,0.3556,0,1,2.5752,1.415,1.8389,0.6812,-0.0746,0.992,0,0,0,0,0,0,2
338,355,7203465,7203481,519,36,41,65223,48,135,1356,0,1,40,0.4804,0.3535,0.8293,0.0184,0.6389,0,1,2.7316,1.3979,1.5185,0.1667,-0.1609,0.9869,0,0,0,0,0,0,2
1606,1622,3127441,3127611,134,27,22,11743,87,116,1656,1,0,80,0.0455,0.5667,0.6667,0.0117,0.52,0,0,2.1239,1.3222,1.1139,-0.3333,-0.2158,0.4946,0,0,0,0,0,0,2
945,940,852041,852053,63,30,15,7145,102,148,1664,1,0,143,0.8855,0.5098,0.6316,0.0102,0.75,0,0,1.7993,1.2305,1.0,-0.3529,-0.0046,0.2195,0,0,0,0,0,1,1
771,923,3096621,3096632,80,14,15,8602,99,124,1624,1,0,100,0.8818,0.3769,0.5333,0.0059,0.6667,0,1,1.9085,1.0,1.0792,0.4667,-0.133,0.2408,0,0,0,0,0,0,2
5,15,394965,394980,140,11,19,16579,101,132,1360,0,1,40,0.0071,0.3333,0.5238,0.0037,0.6154,0,1,2.1461,0.699,1.2553,0.4783,-0.0797,0.3464,0,0,0,0,0,0,2
936,956,271824,271831,63,15,11,5912,81,124,1360,1,0,175,0.6619,0.3929,0.9167,0.0088,0.75,0,0,1.7993,1.0792,0.9542,-0.0833,-0.2192,0.2083,0,0,0,0,0,0,2
83,92,3528981,3529007,61,16,12,5637,82,109,1354,1,0,70,0.1224,0.4667,0.5,0.0089,0.7857,0,0,1.7853,1.0792,1.0,-0.5,-0.2511,0.2288,0,1,0,0,0,0,1
919,928,3020344,3020360,41,13,6,4442,87,118,1698,1,0,60,0.8903,0.4167,0.875,0.0073,0.9,1,0,1.6128,1.0792,0.8451,-0.1177,-0.2069,0.1773,0,0,0,0,0,0,2
576,584,4235272,4235283,89,14,11,10847,90,113,1656,1,0,80,0.7167,0.3,0.9231,0.0079,0.8125,0,0,1.9542,1.1139,0.9031,-0.0769,-0.2076,0.2384,0,0,0,0,0,0,2
39,212,2222725,2222791,6185,263,132,639433,43,126,1356,0,1,40,0.0574,0.5007,0.3842,0.1289,0.673,0,0,3.7931,2.2406,1.8261,-0.6154,-0.1865,1.0,0,0,1,0,0,0,1
214,227,625577,625588,71,26,16,7659,92,109,1358,1,0,70,0.3069,0.43,0.8571,0.0118,0.6522,0,0,1.8513,1.2041,1.0792,-0.1429,-0.2223,0.2173,0,1,0,0,0,0,1
1038,1047,778450,778465,115,15,12,12063,82,124,1646,1,0,70,0.7778,0.3526,1.0,0.0071,0.9167,1,0,2.0607,1.0792,1.0792,0.0,-0.1958,0.2901,0,0,0,0,0,1,1
828,836,837868,837888,16,6,4,2370,112,140,1356,0,1,50,0.7882,0.25,0.6667,0.0037,1.0,1,0,1.2041,0.699,0.6021,-0.3333,-0.0112,0.1353,0,0,0,1,0,0,1
0,224,418600,418798,24365,999,903,2712104,21,148,1398,0,1,40,0.0,0.5479,0.8809,0.1579,0.2174,0,0,4.5721,2.3522,2.3541,-0.1177,-0.0625,1.0,0,0,1,0,0,0,1
127,166,899231,899307,56,13,9,7769,190,207,1354,0,1,50,0.1856,0.4727,0.9091,0.0089,0.8461,1,0,1.7482,1.0792,0.9542,-0.0909,0.5916,0.2018,0,0,1,0,0,0,1
1144,1157,23012,23019,375,56,78,38206,104,253,1353,0,1,40,0.3004,0.4647,0.1863,0.0081,0.2877,0,1,2.5843,1.0414,1.8261,0.8214,0.0848,0.9419,0,0,0,0,0,0,2
1363,1380,929571,929600,381,91,56,45673,111,143,1630,1,0,80,0.3389,0.5251,0.009,0.0071,0.1915,0,1,2.5855,1.0792,1.0792,0.9463,-0.0298,0.965,0,0,0,0,0,0,2
1630,1625,1809470,1809524,267,48,50,31538,112,132,1696,0,1,90,0.0591,0.4639,0.1539,0.0353,0.4741,0,1,2.4281,1.7324,1.6812,0.8438,-0.0666,0.8391,1,0,0,0,1,0,1
39,58,1135364,1135377,252,41,35,30104,115,128,1690,1,0,60,0.0557,0.5601,0.7619,0.0116,0.3636,0,1,2.3997,1.2787,1.4314,0.25,-0.0558,0.9076,0,0,0,0,0,1,1
296,309,1013642,1013647,16,10,6,2219,120,140,1358,0,1,50,0.4397,0.525,0.3846,0.0066,1.0,0,0,1.2041,0.9542,0.6021,-0.6158,0.0023,0.1449,0,0,0,1,0,0,1
301,313,574196,574216,67,23,12,7595,97,124,1690,1,0,80,0.3503,0.6458,0.4706,0.0132,0.7143,0,0,1.8261,1.3424,1.0,-0.5161,-0.1282,0.2914,0,0,0,0,0,1,1
788,800,2240409,2240422,67,24,14,7964,120,135,1370,0,1,40,0.8297,0.6222,0.3043,0.0074,0.5263,1,1,1.8261,1.0,0.9031,0.7037,-0.001,0.3601,0,0,0,0,0,0,2
135,151,3986260,3986268,53,13,7,5917,105,127,1690,1,0,80,0.1688,0.4479,0.8889,0.0071,0.7273,1,0,1.7243,1.0792,0.8451,-0.1154,-0.1262,0.2051,0,0,0,0,0,1,1
1031,1034,3982273,3982278,140,16,16,15517,95,134,1652,1,0,69,0.7651,0.3818,0.8667,0.0088,0.7143,1,1,2.1461,1.1761,1.2041,0.1333,-0.1147,0.3787,0,0,0,0,0,0,2
1368,1388,929571,929600,381,68,51,44478,107,134,1698,0,1,125,0.3389,0.4639,0.3226,0.0126,0.3207,0,1,2.5752,1.301,1.6812,0.6765,-0.0746,0.9648,1,0,0,0,0,0,1
39,214,2886302,2886367,6426,274,140,660910,43,119,1356,0,1,40,0.0575,0.4277,0.3728,0.1291,0.6436,0,0,3.8084,2.243,1.8195,-0.6286,-0.1909,1.0,0,0,1,0,0,0,1
1277,1283,571986,572004,120,17,14,13742,96,140,1373,0,1,220,0.1103,0.2704,1.0,0.0095,0.6842,1,0,2.0756,1.1139,1.1461,0.0,-0.113,0.2739,0,0,0,0,0,0,2
225,228,1346248,1346264,106,19,23,13374,110,132,1358,1,0,70,0.3319,0.4306,0.3913,0.0066,0.3636,0,1,2.0253,0.9542,1.3222,0.6071,-0.084,0.3212,0,1,0,0,0,0,1
0,9,421204,421233,745,42,120,55239,90,118,1356,1,0,40,0.0,0.4475,0.125,0.0081,0.2551,0,1,2.887,1.0414,2.1038,0.8671,-0.176,0.9984,0,1,0,0,0,0,1
112,141,31146,31164,188,16,23,19565,101,150,1687,0,1,120,0.1385,0.4271,0.5714,0.0094,0.7,0,1,2.2833,1.2041,1.3424,0.4286,0.0086,0.4963,0,0,0,0,0,0,2
116,135,106169,106180,276,21,33,31251,68,127,1356,0,1,40,0.1684,0.275,0.5,0.0086,0.5,1,1,2.444,1.0792,1.5185,0.5,-0.2267,0.6079,0,0,0,0,0,0,2
124,140,503783,503796,2293,145,246,275133,104,140,1692,1,0,220,0.1602,0.5909,0.1275,0.0128,0.1191,0,1,3.3239,1.3424,2.3181,0.8726,-0.045,1.0,0,0,0,0,0,1,1
41,218,1679793,1679864,6776,259,125,687345,36,124,1356,0,1,40,0.0603,0.4516,0.3886,0.1303,0.7202,0,0,3.8461,2.248,1.8325,-0.6131,-0.1925,1.0,0,0,1,0,0,0,1
142,170,949306,949493,1923,181,144,239860,109,127,1358,1,0,70,0.2083,0.548,0.3922,0.056,0.2358,0,1,3.2969,1.8451,1.8261,0.6087,-0.074,1.0,0,1,0,0,0,0,1
1417,1415,1837263,1837460,60,12,9,7114,97,124,1658,1,0,80,0.2603,0.0972,0.6364,0.0053,0.8182,1,1,1.7781,0.9542,0.9542,0.3636,-0.144,0.1773,0,0,0,0,0,1,1
1630,1629,2097069,2097080,69,12,15,6625,64,110,1688,1,0,60,0.0049,0.3036,0.4667,0.0043,0.4615,1,1,1.8389,0.8451,1.1761,0.5294,-0.3712,0.2061,1,0,0,0,0,0,1
66,95,779144,779308,6652,192,257,691010,36,134,1362,0,1,40,0.0997,0.5619,0.1079,0.0274,0.2156,0,1,3.8235,1.5563,2.3997,0.8913,-0.1799,1.0,0,0,0,0,0,0,2
1136,1156,5798193,5798213,143,20,26,18123,119,140,1364,0,1,40,0.3119,0.5621,1.0,0.0116,0.8095,1,0,2.1553,1.2041,1.301,0.0,0.0106,0.5362,0,0,0,0,0,1,1
1326,1333,1581921,1581956,145,12,47,16920,109,128,1387,0,1,40,0.0425,0.2,0.2063,0.0044,0.875,1,1,2.1614,0.7782,1.6335,0.7977,-0.0587,0.3068,1,0,0,0,1,0,1
1325,1332,75642,75681,221,19,33,20993,48,127,1690,0,1,175,0.3794,0.2083,0.2903,0.0047,0.4,1,1,2.3345,0.9031,1.5185,0.7143,-0.1992,0.5951,1,0,0,0,0,0,1
375,382,518261,518272,54,12,8,6470,108,132,1692,1,0,60,0.4402,0.2222,0.8182,0.0059,0.75,1,0,1.7324,1.0,0.9031,-0.1905,-0.0481,0.1773,0,0,0,0,0,1,1
1613,1613,1569522,1569536,138,27,24,8720,21,84,1692,1,0,60,0.0426,0.3706,0.5556,0.0089,0.4545,1,1,2.1399,1.1761,1.3802,0.44,-0.5462,0.3882,0,0,0,0,0,0,2
155,192,5714647,5714652,56,32,8,6260,99,116,1626,1,0,200,0.2324,0.3,0.1481,0.0161,1.0,0,0,1.7482,1.415,0.4771,-0.8636,-0.1775,0.1812,0,0,0,0,0,0,2
21,39,103914,103916,1170,36,108,71852,63,100,1354,1,0,300,0.0291,0.3018,0.4419,0.0096,0.2551,1,1,3.0871,1.1139,2.0128,0.5556,-0.3611,1.0,0,0,0,0,0,0,2
157,192,319303,319317,114,11,14,17813,135,183,1353,0,1,200,0.2378,0.1875,0.9167,0.0065,1.0,1,1,2.0569,0.9542,1.1461,0.0833,0.1841,0.2359,0,0,0,0,0,1,1
294,340,322285,322292,116,18,13,11746,79,134,1690,1,0,85,0.3613,0.2909,1.0,0.0071,0.6842,0,0,2.0645,1.0792,1.1139,0.0,-0.1668,0.2699,0,0,0,0,0,1,1
39,222,1658501,1658584,12212,591,372,1361903,29,141,1402,0,1,40,0.0557,0.5432,0.7667,0.1307,0.239,0,0,4.0868,2.248,2.1732,-0.2308,-0.0993,1.0,0,0,1,0,0,0,1
806,825,4689395,4689414,188,14,17,18711,96,127,1387,0,1,40,0.8118,0.2083,0.8235,0.0094,0.8333,1,1,2.2833,1.1139,1.2305,0.1765,-0.1382,0.4106,0,0,0,0,0,1,1
49,61,2216544,2216556,480,28,41,53536,83,116,1346,1,0,70,0.0782,0.3613,0.2564,0.0073,0.3226,1,1,2.659,1.0,1.6128,0.7436,-0.2356,0.9831,0,0,0,0,0,0,2
41,218,1704636,1704704,6828,274,132,723207,37,124,1356,0,1,40,0.0604,0.387,0.3699,0.1303,0.6387,0,0,3.831,2.248,1.8129,-0.627,-0.1926,1.0,0,0,1,0,0,0,1
41,226,1067022,1067027,11535,607,425,1297285,23,141,1400,0,1,40,0.0585,0.4951,0.8268,0.1332,0.2672,0,0,4.0609,2.2577,2.1732,-0.1765,-0.0983,1.0,0,0,1,0,0,0,1
1145,1162,1331507,1331522,112,24,17,13866,103,132,1360,0,1,175,0.3119,0.5454,1.0,0.0126,0.8333,0,0,2.0453,1.2305,1.0792,0.0,-0.1139,0.417,0,0,0,0,0,0,2
12,20,1488612,1488636,128,22,21,14926,111,133,1694,1,0,70,0.0206,0.35,0.6191,0.0104,0.625,0,0,2.1072,1.2305,1.1761,-0.375,-0.0665,0.3509,0,0,0,0,0,1,1
770,801,2294295,2294312,172,23,23,19549,105,133,1690,0,1,70,0.7931,0.3889,0.5454,0.0077,0.5454,1,1,2.238,1.1139,1.3617,0.4545,-0.1014,0.4729,0,0,0,0,0,0,2
1065,1073,173208,173226,52,9,7,8361,99,190,1688,1,0,40,0.7181,0.2083,0.8889,0.0047,1.0,1,0,1.716,0.9031,0.8451,-0.1111,0.5917,0.1696,0,0,1,0,0,1,1
56,81,1810277,1810283,230,22,32,23697,93,103,1354,1,0,70,0.0826,0.35,0.3636,0.0089,0.4828,0,1,2.3617,1.0792,1.4771,0.6364,-0.2703,0.633,0,1,0,0,0,0,1
1580,1610,3884411,3884461,77,25,12,10188,116,143,1652,1,0,69,0.075,0.5833,0.8333,0.0125,0.6111,1,0,1.8808,1.3222,1.0792,-0.1667,0.0038,0.2998,0,0,0,0,0,0,2
39,218,1516553,1516628,6999,268,143,722716,36,126,1356,0,1,40,0.0574,0.4286,0.3931,0.1311,0.6429,0,0,3.8461,2.2577,1.8325,-0.6069,-0.1926,1.0,0,0,1,0,0,0,1
39,194,1863816,1864008,11355,705,419,1308444,33,141,1402,0,1,40,0.0557,0.5581,0.8935,0.1106,0.2066,0,1,4.0549,2.1903,2.2355,0.1111,-0.1058,1.0,0,0,1,0,0,0,1
1123,1133,2829623,2829653,118,16,11,11674,71,126,1690,1,0,70,0.6643,0.24,0.9231,0.0071,0.8182,1,0,2.0682,1.0792,1.0414,-0.0762,-0.1733,0.2739,0,0,0,0,0,1,1
1421,1450,3509718,3509731,64,13,19,6652,80,118,1686,0,1,50,0.263,0.3487,0.2857,0.0044,0.5333,1,1,1.8062,0.8451,1.2787,0.7083,-0.2313,0.2061,1,0,0,0,0,1,1
11,24,240377,240390,320,12,28,19226,47,99,1373,0,1,200,0.0148,0.2357,0.4444,0.0036,0.8571,1,1,2.4969,0.699,1.4472,0.5625,-0.4221,0.7512,1,0,0,0,0,0,1
8,18,204933,204953,71,15,11,6820,113,150,1356,1,0,70,0.0131,0.4483,1.0,0.0089,0.75,0,0,1.8513,1.0792,1.0,0.0,-0.001,0.2116,0,1,0,0,0,0,1
251,276,125025,125040,714,84,133,78455,94,124,1687,0,1,80,0.2917,0.5718,0.4444,0.0243,0.234,0,1,2.8507,1.5798,2.0607,0.5556,-0.1339,0.9984,1,0,0,0,0,0,1
1527,1548,19815,19841,260,26,33,26729,88,118,1633,0,1,40,0.109,0.3214,0.4286,0.0082,0.4348,1,1,2.4232,1.1461,1.5185,0.5714,-0.2158,0.6453,0,0,0,0,0,0,2
251,272,244048,244067,703,72,65,73055,77,127,1354,0,1,40,0.3438,0.5225,0.2528,0.0142,0.3207,1,1,2.847,1.301,1.7853,0.7471,-0.2463,0.998,0,0,0,0,0,0,2
1138,1148,581539,581546,58,10,12,6994,100,132,1354,0,1,70,0.3358,0.3194,0.6667,0.0052,0.8889,1,1,1.7634,0.8451,1.0792,0.3333,-0.0797,0.204,1,0,0,0,0,0,1
74,82,1335585,1335593,1506,106,157,146487,115,140,1400,0,1,40,0.1057,0.4139,0.8974,0.0569,0.3204,0,1,3.1778,1.9731,1.9445,0.1,-0.0206,1.0,0,0,1,0,0,0,1
0,20,1359864,1359867,63,10,18,3673,95,108,1354,1,0,70,0.0,0.3726,0.3333,0.0044,0.381,1,1,1.7993,0.7782,1.2553,0.6667,-0.2496,0.2083,0,1,0,0,0,0,1
124,140,2377039,2377320,2160,181,157,287273,104,140,1358,0,1,40,0.1782,0.5663,0.2712,0.0251,0.2619,0,1,3.3581,1.5441,2.1644,0.7292,-0.0557,1.0,0,0,0,0,0,0,2
1358,1360,3041016,3041025,64,10,15,6216,79,103,1373,0,1,40,0.0161,0.3636,0.5385,0.0059,0.75,1,1,1.8062,0.9031,1.1761,0.4615,-0.3158,0.2051,1,0,0,0,0,0,1
41,210,2556287,2556352,5632,295,159,591835,47,124,1356,0,1,40,0.0604,0.5003,0.3452,0.1237,0.549,0,0,3.7582,2.2253,1.7708,-0.6568,-0.186,1.0,0,0,1,0,0,0,1
39,216,2265307,2265372,6472,276,134,676077,42,125,1358,0,1,40,0.0575,0.4089,0.3699,0.1303,0.6436,0,0,3.815,2.248,1.8062,-0.627,-0.1837,1.0,0,0,1,0,0,0,1
43,59,2216544,2216556,128,31,27,13549,99,141,1353,1,0,70,0.0632,0.5182,0.5652,0.0118,0.3823,0,1,2.1072,1.2041,1.4472,0.4286,-0.0651,0.4089,0,1,0,0,0,0,1
1277,1286,87951,87967,649,118,83,66987,85,116,1687,0,1,70,0.4865,0.6213,0.1439,0.0162,0.2381,0,1,2.8122,1.4314,1.7924,0.8522,-0.1903,1.0,1,0,0,0,0,0,1
974,989,707576,707600,150,27,23,17101,96,125,1360,0,1,175,0.5184,0.5454,0.5454,0.0074,0.55,0,1,2.1732,1.0,1.3424,0.4545,-0.1464,0.6079,0,0,0,0,0,0,2
1244,1273,552783,552815,152,21,24,17587,103,133,1362,0,1,50,0.1427,0.3555,0.6522,0.0091,0.7619,0,1,2.1847,1.1139,1.3424,0.3571,-0.0632,0.4009,1,0,0,0,0,0,1
41,209,4383746,4383803,5632,289,155,598862,42,126,1356,0,1,40,0.0605,0.4572,0.3758,0.1237,0.549,0,0,3.7463,2.2253,1.7924,-0.625,-0.1558,0.9998,0,0,1,0,0,0,1
753,820,598090,598094,178,26,25,21545,120,141,1360,0,1,50,0.8429,0.4725,0.56,0.0074,0.56,0,1,2.2504,1.0,1.3979,0.4444,0.0096,0.6236,0,0,0,0,0,0,2
919,1142,3420976,3420988,1753,304,211,29002,0,37,1358,1,0,80,0.3373,0.4189,0.6727,0.0426,0.5982,0,1,3.2562,1.7993,2.0043,0.3235,-0.555,1.0,0,0,0,0,0,0,2
55,81,1022956,1022976,230,26,25,29911,112,142,1694,1,0,60,0.0673,0.4725,0.8333,0.0139,0.5862,0,0,2.3636,1.3617,1.3617,-0.1667,-0.0085,0.6015,0,0,0,0,0,0,2
1627,1637,2095494,2095507,95,14,17,7804,71,109,1692,1,0,60,0.0495,0.3982,0.6667,0.0059,0.7143,1,1,1.9731,1.0,1.2305,0.3333,-0.2988,0.2914,0,0,0,0,0,1,1
912,920,3597508,3597517,148,19,20,16061,101,135,1353,1,0,100,0.6427,0.2057,0.5,0.0081,0.4545,1,1,2.1732,1.0414,1.301,0.5,-0.0679,0.3168,1,0,0,0,0,1,1
1641,1656,2097069,2097080,95,18,11,5702,65,110,1690,1,0,70,0.0627,0.2803,0.6429,0.0059,0.8095,1,0,1.9777,1.0,1.0414,-0.3636,-0.2611,0.2432,0,0,0,0,0,0,2
827,837,1874382,1874415,55,11,13,6302,80,127,1358,1,0,80,0.7882,0.35,0.3571,0.0044,0.4545,1,1,1.7404,0.7782,1.1139,0.6429,-0.1835,0.1862,0,0,0,0,0,0,2
262,280,183293,183331,67,13,12,9996,136,182,1387,0,1,40,0.3835,0.4273,0.8182,0.0071,0.625,0,1,1.8261,1.0,1.0414,0.1818,0.1693,0.2173,0,0,0,0,0,0,2
621,632,2046094,2046183,495,28,27,53536,70,141,1370,0,1,175,0.9164,0.2668,0.8889,0.0157,1.0,0,1,2.7118,1.3424,1.2553,0.1111,-0.12,0.9774,0,0,0,0,1,0,1
83,92,2023127,2023150,201,25,32,26503,118,140,1687,0,1,50,0.1067,0.4545,0.8235,0.0176,0.8,0,0,2.301,1.5185,1.1461,-0.1732,0.0272,0.6173,0,0,0,0,0,0,2
10,22,783146,783156,140,11,23,15646,88,132,1373,0,1,100,0.0148,0.2513,0.5,0.0044,0.8,1,1,2.1461,0.7782,1.3617,0.5,-0.1194,0.3097,0,0,0,0,0,0,2
12,17,2845229,2845256,71,10,13,6811,91,110,1354,1,0,70,0.0216,0.2528,0.6923,0.0052,0.8,1,1,1.8451,0.8451,1.1139,0.3077,-0.226,0.1954,1,1,0,0,0,0,1
39,196,2421293,2421350,5957,242,131,626586,51,125,1358,0,1,40,0.0574,0.5016,0.3807,0.117,0.6887,0,0,3.7776,2.2175,1.8325,-0.6194,-0.1797,1.0,0,0,1,0,0,0,1
749,768,113269,113291,85,12,16,7987,81,111,1366,0,1,200,0.8838,0.3254,0.6667,0.0089,0.75,1,1,1.9294,1.0792,1.2041,0.3333,-0.2317,0.2359,0,0,0,0,0,0,2
1145,1150,476876,476887,124,30,18,15146,105,135,1394,0,1,70,0.2344,0.5215,0.7778,0.0118,0.6552,0,0,2.0899,1.2041,1.2305,-0.2059,-0.0755,0.3945,0,0,0,0,0,0,2
1188,1202,360880,360936,180,17,21,14763,76,126,1650,1,0,150,0.5373,0.256,0.5909,0.0096,0.7222,0,1,2.2553,1.2041,1.301,0.4,-0.1841,0.3882,0,0,0,0,0,1,1
389,408,4726828,4726836,638,44,51,56456,61,132,1372,0,1,40,0.5712,0.2926,0.2885,0.01,0.5652,0,1,2.8209,1.1461,1.699,0.7143,-0.1976,0.9964,1,0,0,0,0,0,1
0,13,1137189,1137216,754,63,113,86417,46,79,1353,0,1,40,0.0,0.3659,0.1429,0.0081,0.36,1,1,2.8976,1.0414,2.0934,0.8523,-0.5274,0.9991,0,0,0,0,0,0,2
1237,1258,161008,161069,313,72,61,41476,120,142,1366,0,1,40,0.1374,0.3906,0.3235,0.0095,0.2083,1,1,2.5052,1.1139,1.5051,0.6774,-0.0192,0.7966,0,0,0,0,0,0,2
771,818,161967,161984,178,18,16,18503,87,126,1666,0,1,40,0.8812,0.2421,0.9412,0.0089,0.9333,1,1,2.248,1.1761,1.2041,0.0625,-0.1557,0.3882,0,0,0,0,0,0,2
0,4,35152,35164,309,15,59,24697,72,97,1687,0,1,60,0.0012,0.288,0.0968,0.0094,0.8,1,1,2.4885,1.2041,1.7781,0.9032,-0.4,0.633,0,0,0,0,0,0,2
1288,1308,971525,971551,2463,134,198,246930,65,126,1360,0,1,175,0.0843,0.83,0.1032,0.013,0.181,0,1,3.3915,1.2553,2.3032,0.8806,-0.2261,1.0,1,0,0,0,0,0,1
0,16,2724583,2724595,996,96,125,96937,79,116,1356,1,0,70,0.0,0.4177,0.0946,0.0089,0.3065,0,1,2.9912,1.0792,2.0492,0.9039,-0.2431,1.0,0,1,0,0,0,0,1
1188,1209,79360,79387,383,44,62,38223,77,108,1364,0,1,120,0.2143,0.2384,0.1,0.0055,0.2083,1,1,2.574,0.9031,1.7853,0.9018,-0.2987,0.9457,0,0,0,0,0,0,2
284,339,497209,497529,4860,251,149,611544,64,117,1356,1,0,185,0.4136,0.2042,0.1343,0.0274,0.162,0,1,3.6915,1.5682,2.1761,0.8657,-0.2935,0.9915,0,0,0,0,0,0,2
41,216,1555596,1555663,6422,307,152,666047,38,119,1352,0,1,40,0.0602,0.464,0.3785,0.1289,0.5578,0,0,3.8064,2.243,1.8195,-0.6222,-0.2,1.0,0,0,1,0,0,0,1
