V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,Class
0.001953,0.060547,0.005859,0.029297,0.0,0.0,0.0,0.005859,0.001953,0.001953,0.074219,0.001953,0.41602,0.001953,0.0,0.0,0.0,0.16797,0.003906,0.001953,0.001953,0.0,0.0,0.0,0.0,0.003906,0.0,0.001953,0.056641,0.0,0.0,0.0,0.0,0.001953,0.0,0.005859,0.0,0.0,0.0,0.0,0.0,0.033203,0.009766,0.001953,0.041016,0.0,0.003906,0.001953,0.0,0.0,0.023438,0.0,0.0,0.001953,0.0,0.0,0.003906,0.068359,0.007812,0.009766,0.0,0.0,0.0,0.003906,10
0.001953,0.001953,0.003906,0.007812,0.076172,0.0,0.027344,0.0,0.009766,0.021484,0.0,0.033203,0.001953,0.001953,0.039062,0.0,0.003906,0.001953,0.027344,0.011719,0.037109,0.003906,0.001953,0.019531,0.009766,0.033203,0.003906,0.007812,0.009766,0.013672,0.03125,0.044922,0.007812,0.0,0.0,0.0,0.007812,0.046875,0.037109,0.019531,0.023438,0.009766,0.041016,0.015625,0.0,0.025391,0.035156,0.046875,0.03125,0.033203,0.011719,0.0,0.048828,0.023438,0.041016,0.007812,0.005859,0.005859,0.011719,0.015625,0.003906,0.0,0.001953,0.0,98
0.001953,0.0,0.015625,0.11328,0.021484,0.0,0.001953,0.0,0.029297,0.007812,0.011719,0.003906,0.0,0.003906,0.015625,0.0,0.019531,0.003906,0.041016,0.003906,0.009766,0.005859,0.015625,0.0,0.001953,0.029297,0.0,0.054688,0.005859,0.046875,0.035156,0.021484,0.019531,0.001953,0.0,0.011719,0.015625,0.037109,0.015625,0.005859,0.025391,0.009766,0.0,0.03125,0.001953,0.029297,0.025391,0.017578,0.001953,0.013672,0.001953,0.0,0.027344,0.039062,0.0,0.017578,0.015625,0.007812,0.007812,0.056641,0.007812,0.009766,0.013672,0.009766,5
0.0,0.0,0.005859,0.003906,0.013672,0.0,0.009766,0.015625,0.009766,0.001953,0.0,0.023438,0.009766,0.011719,0.027344,0.0,0.001953,0.001953,0.003906,0.003906,0.044922,0.046875,0.0,0.019531,0.033203,0.011719,0.03125,0.011719,0.005859,0.017578,0.017578,0.029297,0.003906,0.0,0.0,0.0,0.001953,0.082031,0.015625,0.015625,0.013672,0.0,0.066406,0.007812,0.001953,0.013672,0.019531,0.035156,0.007812,0.048828,0.001953,0.005859,0.013672,0.009766,0.009766,0.009766,0.001953,0.0,0.005859,0.001953,0.0,0.044922,0.005859,0.017578,6
0.005859,0.011719,0.095703,0.0,0.0,0.046875,0.009766,0.0,0.003906,0.003906,0.017578,0.013672,0.033203,0.001953,0.023438,0.0,0.005859,0.017578,0.0,0.013672,0.035156,0.0,0.0,0.0,0.001953,0.007812,0.0,0.001953,0.035156,0.017578,0.001953,0.0,0.021484,0.007812,0.005859,0.003906,0.037109,0.078125,0.023438,0.003906,0.0,0.003906,0.033203,0.017578,0.001953,0.009766,0.037109,0.056641,0.0,0.021484,0.021484,0.0,0.013672,0.001953,0.005859,0.0,0.009766,0.001953,0.03125,0.003906,0.007812,0.0,0.041016,0.0,51
0.013672,0.007812,0.033203,0.029297,0.009766,0.009766,0.039062,0.0,0.005859,0.023438,0.013672,0.007812,0.064453,0.001953,0.015625,0.0,0.017578,0.033203,0.021484,0.017578,0.011719,0.0,0.007812,0.003906,0.003906,0.035156,0.0,0.019531,0.039062,0.009766,0.003906,0.0,0.023438,0.003906,0.015625,0.029297,0.023438,0.013672,0.021484,0.001953,0.0,0.035156,0.041016,0.011719,0.070312,0.001953,0.015625,0.050781,0.0,0.005859,0.023438,0.001953,0.056641,0.0,0.017578,0.001953,0.023438,0.025391,0.037109,0.003906,0.0,0.0,0.03125,0.001953,76
0.056641,0.11523,0.007812,0.001953,0.001953,0.080078,0.027344,0.0,0.0,0.021484,0.074219,0.003906,0.13086,0.0,0.001953,0.0,0.025391,0.027344,0.007812,0.009766,0.007812,0.0,0.0,0.0,0.0,0.007812,0.0,0.0,0.013672,0.003906,0.0,0.0,0.015625,0.003906,0.048828,0.050781,0.003906,0.007812,0.0,0.0,0.0,0.015625,0.021484,0.001953,0.007812,0.0,0.009766,0.0,0.0,0.0,0.10156,0.0,0.009766,0.0,0.005859,0.001953,0.005859,0.039062,0.015625,0.019531,0.0,0.0,0.041016,0.0,26
0.007812,0.003906,0.041016,0.097656,0.009766,0.003906,0.0,0.0,0.052734,0.025391,0.019531,0.003906,0.019531,0.027344,0.011719,0.0,0.027344,0.013672,0.021484,0.023438,0.042969,0.005859,0.0,0.001953,0.005859,0.019531,0.0,0.015625,0.041016,0.007812,0.0,0.0,0.033203,0.0,0.015625,0.011719,0.021484,0.041016,0.009766,0.0,0.001953,0.025391,0.001953,0.009766,0.050781,0.0,0.052734,0.025391,0.003906,0.027344,0.011719,0.0,0.037109,0.003906,0.0,0.001953,0.023438,0.083984,0.054688,0.011719,0.001953,0.007812,0.013672,0.009766,42
0.001953,0.0,0.017578,0.16602,0.017578,0.0,0.0,0.0,0.029297,0.003906,0.0,0.0,0.0,0.003906,0.001953,0.0,0.027344,0.017578,0.027344,0.03125,0.013672,0.0,0.0,0.0,0.005859,0.033203,0.001953,0.066406,0.019531,0.068359,0.0,0.005859,0.007812,0.001953,0.0,0.009766,0.013672,0.009766,0.0,0.001953,0.011719,0.017578,0.0,0.060547,0.044922,0.001953,0.005859,0.0,0.003906,0.009766,0.003906,0.001953,0.019531,0.003906,0.0,0.0,0.023438,0.015625,0.099609,0.023438,0.0,0.0,0.017578,0.009766,32
0.025391,0.052734,0.029297,0.011719,0.0,0.074219,0.021484,0.0,0.005859,0.009766,0.046875,0.0,0.076172,0.003906,0.001953,0.0,0.019531,0.044922,0.007812,0.013672,0.0,0.0,0.0,0.0,0.0,0.001953,0.0,0.001953,0.033203,0.009766,0.0,0.0,0.041016,0.0,0.027344,0.044922,0.015625,0.005859,0.0,0.0,0.0,0.017578,0.003906,0.001953,0.021484,0.0,0.0,0.003906,0.0,0.003906,0.041016,0.0,0.003906,0.0,0.0,0.0,0.013672,0.017578,0.007812,0.003906,0.0,0.001953,0.033203,0.001953,20
0.0,0.001953,0.013672,0.011719,0.054688,0.0,0.013672,0.0,0.003906,0.005859,0.0,0.037109,0.001953,0.003906,0.042969,0.0,0.003906,0.0,0.011719,0.003906,0.013672,0.021484,0.0,0.007812,0.015625,0.015625,0.009766,0.025391,0.0,0.009766,0.035156,0.029297,0.001953,0.0,0.0,0.0,0.009766,0.035156,0.033203,0.029297,0.015625,0.003906,0.001953,0.021484,0.001953,0.033203,0.025391,0.042969,0.005859,0.037109,0.0,0.001953,0.03125,0.019531,0.033203,0.021484,0.007812,0.001953,0.011719,0.003906,0.001953,0.007812,0.001953,0.001953,92
0.0,0.0,0.013672,0.013672,0.058594,0.0,0.033203,0.0,0.011719,0.013672,0.0,0.021484,0.001953,0.003906,0.039062,0.0,0.005859,0.0,0.023438,0.011719,0.044922,0.025391,0.03125,0.003906,0.009766,0.025391,0.009766,0.056641,0.001953,0.025391,0.039062,0.017578,0.005859,0.0,0.0,0.001953,0.007812,0.048828,0.050781,0.017578,0.048828,0.011719,0.017578,0.048828,0.005859,0.033203,0.029297,0.14258,0.019531,0.042969,0.0,0.009766,0.060547,0.013672,0.042969,0.021484,0.011719,0.007812,0.007812,0.039062,0.005859,0.011719,0.005859,0.001953,5
0.013672,0.03125,0.044922,0.0,0.0,0.042969,0.078125,0.0,0.005859,0.039062,0.013672,0.009766,0.019531,0.0,0.015625,0.0,0.029297,0.017578,0.027344,0.023438,0.011719,0.007812,0.001953,0.007812,0.001953,0.046875,0.0,0.005859,0.029297,0.029297,0.001953,0.001953,0.042969,0.0,0.027344,0.007812,0.009766,0.035156,0.015625,0.001953,0.0,0.027344,0.03125,0.019531,0.007812,0.001953,0.009766,0.027344,0.001953,0.03125,0.007812,0.0,0.021484,0.001953,0.037109,0.007812,0.03125,0.017578,0.025391,0.007812,0.0,0.001953,0.041016,0.007812,50
0.0,0.0,0.017578,0.003906,0.048828,0.0,0.023438,0.005859,0.0,0.011719,0.0,0.027344,0.0,0.007812,0.033203,0.0,0.017578,0.0,0.001953,0.0,0.03125,0.009766,0.0,0.005859,0.013672,0.019531,0.005859,0.035156,0.003906,0.021484,0.0625,0.042969,0.001953,0.001953,0.0,0.0,0.003906,0.046875,0.050781,0.029297,0.050781,0.009766,0.021484,0.019531,0.003906,0.039062,0.048828,0.042969,0.033203,0.027344,0.003906,0.003906,0.013672,0.046875,0.015625,0.013672,0.009766,0.0,0.003906,0.044922,0.001953,0.003906,0.005859,0.003906,9
0.029297,0.021484,0.037109,0.005859,0.005859,0.005859,0.017578,0.0,0.001953,0.025391,0.042969,0.007812,0.041016,0.001953,0.013672,0.0,0.005859,0.035156,0.001953,0.03125,0.013672,0.0,0.0,0.0,0.0,0.019531,0.0,0.009766,0.064453,0.048828,0.005859,0.0,0.033203,0.0,0.021484,0.007812,0.039062,0.041016,0.021484,0.017578,0.0,0.017578,0.029297,0.017578,0.035156,0.011719,0.019531,0.064453,0.001953,0.005859,0.048828,0.0,0.025391,0.0,0.019531,0.005859,0.023438,0.005859,0.025391,0.003906,0.001953,0.0,0.033203,0.0,46
0.056641,0.058594,0.029297,0.001953,0.0,0.095703,0.013672,0.0,0.0,0.021484,0.035156,0.009766,0.097656,0.001953,0.007812,0.0,0.041016,0.041016,0.009766,0.017578,0.015625,0.0,0.0,0.0,0.001953,0.007812,0.0,0.001953,0.066406,0.003906,0.003906,0.001953,0.037109,0.0,0.029297,0.037109,0.015625,0.011719,0.007812,0.005859,0.0,0.021484,0.054688,0.007812,0.009766,0.003906,0.021484,0.03125,0.001953,0.033203,0.042969,0.0,0.025391,0.0,0.027344,0.007812,0.007812,0.027344,0.007812,0.005859,0.007812,0.0,0.042969,0.0,81
0.005859,0.025391,0.017578,0.099609,0.007812,0.015625,0.021484,0.0,0.0,0.025391,0.003906,0.001953,0.060547,0.003906,0.001953,0.0,0.013672,0.015625,0.011719,0.009766,0.021484,0.003906,0.0,0.0,0.0,0.011719,0.0,0.03125,0.033203,0.013672,0.005859,0.0,0.019531,0.001953,0.001953,0.056641,0.025391,0.009766,0.001953,0.001953,0.007812,0.037109,0.013672,0.005859,0.048828,0.0,0.027344,0.001953,0.0,0.003906,0.023438,0.001953,0.013672,0.003906,0.0,0.0,0.007812,0.033203,0.052734,0.015625,0.0,0.0,0.027344,0.0,35
0.005859,0.011719,0.023438,0.050781,0.037109,0.017578,0.001953,0.0,0.0,0.0,0.011719,0.007812,0.003906,0.003906,0.029297,0.001953,0.015625,0.003906,0.039062,0.005859,0.0,0.0,0.0,0.0,0.005859,0.013672,0.0,0.027344,0.019531,0.046875,0.001953,0.003906,0.019531,0.001953,0.003906,0.021484,0.015625,0.080078,0.042969,0.048828,0.025391,0.013672,0.005859,0.027344,0.007812,0.019531,0.011719,0.005859,0.003906,0.0,0.007812,0.001953,0.037109,0.083984,0.0,0.003906,0.007812,0.009766,0.019531,0.029297,0.0,0.0,0.015625,0.0,93
0.005859,0.019531,0.029297,0.029297,0.005859,0.0,0.0,0.0,0.0,0.005859,0.048828,0.013672,0.32031,0.007812,0.019531,0.0,0.001953,0.16797,0.03125,0.003906,0.013672,0.005859,0.009766,0.0,0.015625,0.003906,0.005859,0.013672,0.074219,0.0,0.003906,0.007812,0.0,0.0,0.003906,0.0,0.025391,0.029297,0.017578,0.003906,0.005859,0.0625,0.048828,0.003906,0.064453,0.0,0.035156,0.039062,0.005859,0.0,0.021484,0.0,0.015625,0.0,0.0,0.005859,0.003906,0.0625,0.041016,0.013672,0.001953,0.003906,0.019531,0.003906,10
0.015625,0.03125,0.080078,0.005859,0.001953,0.011719,0.027344,0.0,0.015625,0.019531,0.025391,0.005859,0.046875,0.011719,0.007812,0.0,0.019531,0.021484,0.001953,0.015625,0.011719,0.001953,0.0,0.0,0.005859,0.011719,0.001953,0.007812,0.019531,0.013672,0.0,0.005859,0.015625,0.0,0.019531,0.035156,0.025391,0.078125,0.013672,0.0,0.0,0.011719,0.019531,0.009766,0.013672,0.001953,0.027344,0.023438,0.001953,0.015625,0.029297,0.0,0.039062,0.0,0.029297,0.005859,0.013672,0.007812,0.041016,0.007812,0.0,0.0,0.058594,0.001953,94
0.035156,0.11719,0.013672,0.003906,0.0,0.13672,0.029297,0.003906,0.005859,0.017578,0.052734,0.001953,0.10742,0.003906,0.0,0.0,0.011719,0.001953,0.0,0.007812,0.0,0.0,0.0,0.0,0.0,0.009766,0.0,0.0,0.011719,0.001953,0.0,0.0,0.013672,0.0,0.025391,0.070312,0.009766,0.0,0.0,0.0,0.0,0.005859,0.009766,0.0,0.003906,0.0,0.0,0.001953,0.0,0.0,0.091797,0.0,0.003906,0.0,0.015625,0.0,0.017578,0.041016,0.019531,0.0,0.0,0.0,0.035156,0.0,36
0.005859,0.009766,0.019531,0.005859,0.003906,0.027344,0.019531,0.0,0.003906,0.017578,0.005859,0.017578,0.019531,0.003906,0.011719,0.0,0.046875,0.015625,0.013672,0.021484,0.027344,0.007812,0.0,0.023438,0.005859,0.044922,0.003906,0.007812,0.041016,0.015625,0.001953,0.001953,0.019531,0.0,0.009766,0.009766,0.007812,0.037109,0.017578,0.003906,0.0,0.019531,0.029297,0.019531,0.007812,0.0,0.03125,0.005859,0.0,0.046875,0.013672,0.0,0.050781,0.003906,0.013672,0.001953,0.019531,0.015625,0.007812,0.015625,0.0,0.007812,0.017578,0.007812,12
0.007812,0.003906,0.039062,0.052734,0.001953,0.015625,0.009766,0.0,0.0,0.029297,0.033203,0.005859,0.017578,0.0,0.009766,0.0,0.017578,0.029297,0.023438,0.015625,0.027344,0.0,0.0,0.0,0.001953,0.015625,0.0,0.011719,0.050781,0.013672,0.0,0.0,0.007812,0.0,0.009766,0.007812,0.029297,0.011719,0.005859,0.003906,0.0,0.037109,0.013672,0.003906,0.056641,0.001953,0.025391,0.015625,0.001953,0.007812,0.011719,0.0,0.005859,0.001953,0.007812,0.001953,0.015625,0.046875,0.042969,0.011719,0.0,0.0,0.029297,0.0,89
0.013672,0.007812,0.033203,0.023438,0.009766,0.015625,0.029297,0.0,0.001953,0.021484,0.019531,0.001953,0.066406,0.0,0.005859,0.0,0.025391,0.011719,0.015625,0.027344,0.013672,0.0,0.0,0.0,0.0,0.039062,0.0,0.021484,0.041016,0.017578,0.001953,0.0,0.033203,0.001953,0.013672,0.027344,0.025391,0.035156,0.015625,0.005859,0.0,0.027344,0.009766,0.005859,0.033203,0.0,0.015625,0.015625,0.0,0.003906,0.013672,0.0,0.052734,0.001953,0.015625,0.0,0.019531,0.019531,0.025391,0.005859,0.0,0.0,0.023438,0.0,89
0.058594,0.10742,0.03125,0.005859,0.0,0.13281,0.001953,0.0,0.005859,0.027344,0.074219,0.0,0.076172,0.001953,0.001953,0.0,0.019531,0.019531,0.005859,0.011719,0.0,0.0,0.0,0.0,0.001953,0.009766,0.0,0.003906,0.03125,0.007812,0.001953,0.001953,0.017578,0.0,0.027344,0.027344,0.007812,0.007812,0.0,0.0,0.0,0.017578,0.0,0.0,0.007812,0.0,0.0,0.001953,0.001953,0.0,0.052734,0.0,0.011719,0.0,0.0,0.0,0.013672,0.033203,0.017578,0.001953,0.0,0.0,0.048828,0.0,49
0.033203,0.046875,0.050781,0.009766,0.007812,0.046875,0.078125,0.0,0.003906,0.052734,0.035156,0.003906,0.03125,0.0,0.007812,0.0,0.033203,0.005859,0.013672,0.011719,0.015625,0.0,0.0,0.0,0.001953,0.046875,0.001953,0.007812,0.015625,0.015625,0.001953,0.0,0.017578,0.0,0.015625,0.029297,0.015625,0.037109,0.019531,0.005859,0.0,0.021484,0.007812,0.011719,0.015625,0.005859,0.033203,0.046875,0.0,0.0,0.060547,0.0,0.025391,0.0,0.058594,0.0,0.011719,0.023438,0.019531,0.007812,0.001953,0.0,0.007812,0.0,69
0.025391,0.011719,0.027344,0.035156,0.003906,0.009766,0.017578,0.0,0.0,0.046875,0.035156,0.001953,0.011719,0.0,0.005859,0.0,0.025391,0.029297,0.0,0.037109,0.0,0.0,0.0,0.0,0.0,0.021484,0.0,0.009766,0.013672,0.060547,0.0,0.0,0.03125,0.0,0.015625,0.0,0.035156,0.005859,0.015625,0.001953,0.0,0.001953,0.009766,0.011719,0.068359,0.0,0.007812,0.023438,0.0,0.0,0.013672,0.0,0.015625,0.001953,0.066406,0.0,0.029297,0.042969,0.041016,0.001953,0.001953,0.0,0.027344,0.0,48
0.011719,0.033203,0.015625,0.007812,0.003906,0.021484,0.019531,0.0,0.001953,0.025391,0.046875,0.013672,0.060547,0.003906,0.007812,0.0,0.019531,0.041016,0.013672,0.033203,0.017578,0.005859,0.0,0.015625,0.001953,0.005859,0.003906,0.005859,0.03125,0.005859,0.003906,0.0,0.039062,0.0,0.013672,0.015625,0.007812,0.029297,0.001953,0.003906,0.0,0.015625,0.039062,0.001953,0.019531,0.003906,0.019531,0.005859,0.001953,0.021484,0.048828,0.007812,0.007812,0.0,0.013672,0.003906,0.023438,0.001953,0.007812,0.007812,0.0,0.0,0.060547,0.0,100
0.042969,0.058594,0.003906,0.035156,0.0,0.13477,0.0,0.0,0.007812,0.017578,0.074219,0.0,0.10938,0.005859,0.0,0.0,0.021484,0.060547,0.009766,0.017578,0.003906,0.001953,0.0,0.0,0.003906,0.005859,0.001953,0.001953,0.044922,0.003906,0.0,0.0,0.041016,0.0,0.039062,0.046875,0.021484,0.007812,0.0,0.0,0.0,0.023438,0.007812,0.001953,0.025391,0.0,0.019531,0.001953,0.0,0.0,0.083984,0.0,0.003906,0.0,0.0,0.0,0.017578,0.025391,0.060547,0.017578,0.0,0.0,0.056641,0.0,20
0.068359,0.035156,0.009766,0.017578,0.001953,0.042969,0.013672,0.0,0.013672,0.015625,0.076172,0.001953,0.072266,0.001953,0.001953,0.0,0.011719,0.039062,0.019531,0.009766,0.017578,0.001953,0.0,0.001953,0.001953,0.011719,0.001953,0.0,0.074219,0.003906,0.003906,0.0,0.021484,0.0,0.027344,0.041016,0.009766,0.005859,0.001953,0.001953,0.0,0.042969,0.001953,0.0,0.044922,0.0,0.011719,0.0,0.001953,0.015625,0.035156,0.001953,0.011719,0.001953,0.001953,0.0,0.007812,0.037109,0.041016,0.009766,0.003906,0.001953,0.039062,0.005859,26
0.039062,0.064453,0.029297,0.007812,0.001953,0.09375,0.076172,0.0,0.003906,0.068359,0.017578,0.003906,0.10547,0.003906,0.003906,0.0,0.023438,0.021484,0.021484,0.013672,0.0,0.0,0.0,0.0,0.001953,0.029297,0.0,0.003906,0.027344,0.007812,0.0,0.0,0.033203,0.0,0.023438,0.042969,0.025391,0.033203,0.001953,0.0,0.0,0.021484,0.007812,0.001953,0.025391,0.0,0.005859,0.0,0.0,0.0,0.050781,0.0,0.033203,0.0,0.009766,0.0,0.019531,0.027344,0.013672,0.001953,0.0,0.0,0.039062,0.0,38
0.021484,0.033203,0.013672,0.027344,0.019531,0.029297,0.050781,0.0,0.0,0.019531,0.03125,0.003906,0.082031,0.0,0.0,0.0,0.011719,0.029297,0.009766,0.009766,0.003906,0.0,0.0,0.0,0.003906,0.017578,0.0,0.017578,0.037109,0.037109,0.0,0.0,0.039062,0.003906,0.023438,0.052734,0.019531,0.011719,0.003906,0.003906,0.021484,0.050781,0.009766,0.015625,0.046875,0.003906,0.011719,0.001953,0.0,0.0,0.042969,0.0,0.021484,0.003906,0.025391,0.0,0.013672,0.054688,0.044922,0.005859,0.007812,0.0,0.056641,0.0,35
0.001953,0.005859,0.021484,0.005859,0.011719,0.003906,0.033203,0.0,0.0,0.009766,0.001953,0.017578,0.013672,0.001953,0.037109,0.0,0.025391,0.041016,0.005859,0.009766,0.019531,0.009766,0.0,0.03125,0.001953,0.029297,0.003906,0.009766,0.027344,0.003906,0.005859,0.0,0.001953,0.0,0.011719,0.017578,0.019531,0.013672,0.025391,0.003906,0.0,0.003906,0.007812,0.005859,0.005859,0.007812,0.023438,0.072266,0.0,0.019531,0.007812,0.001953,0.039062,0.0,0.095703,0.005859,0.019531,0.009766,0.03125,0.0,0.003906,0.0,0.013672,0.0,69
0.035156,0.027344,0.013672,0.005859,0.007812,0.068359,0.017578,0.0,0.0,0.021484,0.044922,0.005859,0.03125,0.0,0.017578,0.0,0.015625,0.011719,0.001953,0.009766,0.001953,0.001953,0.0,0.017578,0.0,0.019531,0.0,0.011719,0.009766,0.017578,0.003906,0.0,0.033203,0.001953,0.037109,0.050781,0.003906,0.021484,0.023438,0.009766,0.011719,0.033203,0.007812,0.013672,0.009766,0.005859,0.017578,0.052734,0.0,0.003906,0.023438,0.0,0.011719,0.009766,0.035156,0.001953,0.015625,0.009766,0.001953,0.013672,0.0,0.0,0.021484,0.0,46
