V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,Class
993,161,324990,295349,409,44,67,32183,114,134,1361,0,1,40,0.3683299211185986,0.4807492582571394,0.4326959475535582,0.012125828089460127,0.3883041666624383,0,1,2.6240369607504084,1.1963927391824005,1.5288261423021936,0.7418353976098151,-0.044097609200377634,0.6939053232243308,0,0,0,0,0,0,2
1356,1539,264141,172247,1649,224,39,136346,35,116,1357,1,1,300,0.0686679961070418,0.5359463042251237,0.14002848962835043,0.02610641493537651,0.45547923477075397,0,0,3.3641945491259926,1.4757137226911952,2.1207564947660886,0.7001084294715341,-0.48173934441972766,0.984973488822117,0,0,0,0,0,0,1
468,1072,544608,739102,166,40,17,2909,114,140,1358,0,1,42,0.35449303289048306,0.17783610887334755,1.0,0.0141192228601521,0.5017234783633799,1,0,2.014148416284912,1.243990603744516,0.9709484625530882,0.024847188343442912,-0.073740572279308,0.24104775100600404,0,0,0,0,0,1,1
1021,272,286335,331367,234,143,21,23590,118,133,1362,0,1,41,0.47040116942800264,0.324643409273556,0.41139282085003126,0.028659208920934327,0.7201410863002905,0,0,2.061834075710614,1.4857409400171304,1.0040883988694183,-0.6178822335632448,-0.03210967079837786,0.3796721720153515,0,0,0,0,0,1,1
634,782,3172148,819091,235,39,23,13564,108,134,1361,0,0,42,0.36602784677027306,0.367503880961321,0.47129923221443537,0.008538954955142357,0.43287247080328384,0,0,2.3562942926618424,0.9295826753517624,1.0635523621863379,-0.20346681944396458,-0.14769063765358378,0.1985486102729739,0,0,0,0,0,0,1
64,260,3283315,3457419,420,121,50,34991,97,133,1364,1,0,106,0.40879114860323695,0.38234160210841633,0.4391198514827162,0.01232736971991653,0.23137834113563277,0,1,2.601355778571542,1.4591592084917004,1.3779662456331438,-0.620576280039867,-0.14456421081640042,0.9834366146754938,0,0,0,0,0,0,1
56,130,227455,3155481,248,29,19,19056,37,126,1682,0,0,99,0.03720647575578375,0.19770363355790999,0.42075675161433623,0.009558990524470092,0.554619075051118,1,0,1.9250282929728795,1.0462120698192627,1.3856223097999396,-0.7147358297550208,-0.21499641715839585,0.2200898519410465,0,0,1,0,0,0,1
317,253,685342,624403,18679,102,411,1796241,98,140,1385,0,1,42,0.014931263697374061,0.2050333356734244,0.8876606565997177,0.011340462438770411,0.14868657420446918,1,1,3.6910333526355874,2.246401337235593,2.0643780319434386,0.14808250005900692,-0.12696112593432063,0.9878775570206656,0,0,0,0,0,1,1
75,191,690313,967915,145,23,13,250,114,133,1363,0,1,67,0.33266807884427096,0.3091720983435311,0.47051726036707364,0.005542161494420821,0.5213682973101922,1,0,1.7418255296652727,0.8921197521794256,1.0051188056087401,0.6872597802003807,-0.130474852919327,0.2190333836057801,0,1,0,0,0,0,1
1297,1330,178843,154748,135,29,15,10426,86,127,1362,0,1,40,0.5536034549642155,0.5306243670642316,0.41193501858090625,0.012414025588828256,0.3650109386034965,1,0,1.9267485960740398,1.091755107137609,1.1011860152071453,-0.38366320831499856,-0.21639392383751246,0.4722145019421237,0,0,0,0,0,0,2
1184,1162,345319,337834,300,35,55,28324,103,127,1359,0,1,192,0.19900424297250086,0.5254026797552626,0.6777890674751609,0.008609748986566407,0.21532737746307848,1,1,2.1508724025899206,1.068796059091831,1.6996890735028,0.7806050373502477,-0.12144871770785173,0.391938355509975,0,0,0,0,0,0,1
371,209,801252,814539,1149,230,122,92134,89,125,1687,0,0,103,0.2501177815945807,0.4411232955178789,0.28170288730709675,0.1232956585137558,0.0645,0,1,3.588513818869217,1.4313191169711028,2.40183447022906,0.7883456681576221,-0.20064494199193547,1.0,0,0,1,0,0,0,1
62,180,236329,181960,310,27,17,30775,42,133,1384,0,1,96,0.05805815294007798,0.3983205594449008,0.36045348803509786,0.008010402336916522,0.47957877948651695,1,1,2.1521868000202597,1.0367489276354418,1.440715126577922,0.5932722750154323,-0.32323487728969014,0.26234828591054327,0,0,0,0,0,0,1
1135,107,901396,811302,1543,737,349,11846,84,142,1360,0,1,40,0.7417781532762654,0.23391123416425413,0.8741232733084199,0.011442454889374405,0.19139309133781662,1,1,3.715772620922036,1.4828572529000992,2.0671904884486043,0.17580642549209533,-0.029222023175503084,0.9788486758412372,0,0,0,0,0,0,2
49,253,96832,808816,13874,756,477,14831,47,140,1399,0,1,215,0.0,0.43946290895320766,0.9324950471175653,0.011293374279503395,0.21938438722958525,1,1,3.839976456505707,1.1211524865580385,1.5219373418746667,0.08802889400120466,-0.05791483101121901,0.9818141726543352,0,0,0,0,0,0,2
571,630,127521,145236,421,112,69,38288,93,127,1362,0,1,83,0.7797640076294515,0.4850633146825325,0.4600131109394434,0.012061685910073448,0.2335793444452407,0,0,2.150865808821556,1.2267538757265182,1.770496033696743,0.490087062609179,-0.11103340249066052,0.6753183733566314,0,0,0,0,0,0,2
70,218,1546982,1381970,450,37,43,31806,88,116,1355,1,0,102,0.023146484038423933,0.26283508771799285,0.41020642667070667,0.007361325078888722,0.21468514970400845,1,1,2.340187311499677,0.8604856788282464,1.3917332707243737,0.8387005967040283,-0.12810719749326072,1.0,0,0,0,0,1,0,1
1434,1316,6712,117679,88,21,8,14859,193,117,1355,0,1,51,0.2278633021816706,0.23851219231488763,0.4188126348786263,0.00457516682126813,0.8817370574061575,0,0,1.04704182360065,0.8148621236432042,0.6412138674251889,-0.5317469169548232,-0.007807486277078073,0.12160085806994751,0,0,0,1,0,0,1
736,860,261560,168405,1593,80,56,26545,41,204,1355,0,1,276,0.8519505234076465,0.5547776985435089,0.4661725089245985,0.31830198097277473,0.21864619360495696,0,1,2.2999482478548656,1.0292292804839476,2.1762499030583378,0.16126822189821066,-0.08923366716693498,0.9858687433245094,0,0,0,0,0,0,1
148,395,872324,777940,4854,296,114,225677,21,125,1673,1,0,115,0.06328851631845889,0.3936640774477709,0.17972518130567486,0.12361543215693264,0.14913958400938662,0,1,3.2403211052301275,1.208596958881929,2.153660180977142,-0.43596519392859023,-0.2246093158881949,1.0,0,0,0,0,0,0,2
1404,1410,914038,842345,332,32,72,26333,107,127,1356,0,1,41,0.19372010757743274,0.3696116179504283,0.38828805573581227,0.007713253513449798,0.10182513145432995,0,1,2.257082083818491,1.109983099128716,1.7488575691679178,0.7645148670850088,-0.104600019755864,0.9884102158095183,0,0,0,0,1,0,1
690,774,296282,209100,6119,342,99,603396,47,126,1362,0,1,40,0.8713250871745759,0.3650848069825171,0.38170277200573705,0.11870638222933481,0.6407721841223801,0,0,3.4101820307777255,2.101137611788916,1.6235100841297745,-0.46420075272203376,-0.20077586917917617,0.9815150467518152,0,0,1,0,0,0,1
54,145,1639136,788612,14544,163,15,4041,94,117,1365,1,0,135,0.07188928307386147,0.49442657882248875,0.3383971456697006,0.11902699031775235,0.622475770639919,0,1,1.9352047689781209,2.1849198562026855,1.7347173237138396,-0.8021382735681704,-0.1980123006386565,0.7162899389287863,0,1,0,0,0,0,1
1245,1149,404414,4001568,212,19,21,14251,153,126,1358,0,1,213,0.05481717100562237,0.37625992491086474,0.12950079284054974,0.010341216737592758,0.6568245796154001,1,1,1.9648621979199545,1.000513663993259,1.0276391132244747,0.2958496185998261,-0.38846540530728846,0.20798022461224958,0,0,0,0,0,0,2
32,323,552861,618594,16415,957,500,1477127,36,142,1396,0,1,44,0.02327757774259876,0.4058807491933698,1.0,0.1269478114237526,0.10136138226765332,0,0,4.007607935548341,2.1862563064928513,2.310520715692541,-0.13515890522065235,-0.040118920027220284,0.9647046063323591,0,0,1,0,0,0,1
56,153,880333,764456,80,26,20,9606,110,127,1357,0,1,177,0.05695494013980936,0.18290436928651438,0.5354186186521783,0.006307404933276754,0.17135824232600866,1,1,2.0065195912374927,0.7177885168647864,1.3876065223796612,0.6586707854105077,-0.0972619470330558,0.26517511208222944,0,0,0,0,0,0,1
1146,240,316470,258650,102,14,14,6177,99,133,1355,1,0,75,0.7852187932232793,0.2866401409432686,0.4137199540008283,0.006935128678488654,0.9019205515614485,1,0,1.9085643376028985,0.990019848124015,0.6787916206275257,-0.09353529744458015,-0.030941147879906865,0.21014239848333502,0,0,0,0,0,1,1
345,256,1373701,1405334,6083,313,53,621152,38,133,1355,0,1,43,0.02830366072289315,0.31262173353954714,0.4110163888979064,0.13597861875285955,0.5056336916947225,0,0,3.733852908015933,1.6366392206516995,1.7338914748418326,-0.3877035819416792,-0.328564400994752,0.999125404103045,0,0,1,0,0,0,2
99,269,6712,240021,296,31,20,19492,157,116,1356,0,1,187,0.20541547373499036,0.1683941270559838,0.3606555398109074,0.010939038014747266,0.1569720535221208,0,1,2.172803789729473,0.9909597250661428,1.3730299380425917,0.6535098263207849,-0.22530639726956644,0.827317918705589,0,1,0,0,0,0,1
318,1338,886146,866990,97,27,7,250,115,126,1356,0,1,40,0.8344021956586634,0.17967299618365576,0.9054339975880755,0.005987244550374167,0.5134306360420731,1,1,1.6285929918677093,0.8248582100046525,1.0580062586549186,0.24594161756000313,-0.11127367010505629,0.24178975114624318,0,0,0,0,0,1,1
1247,683,641740,545414,94,25,10,250,91,126,1675,1,0,62,0.776635543469478,0.19139042407620338,0.927889454215207,0.005591051711763077,0.4147996742651303,1,0,0.9252508314925874,0.8201570948434072,1.0330616138061635,-0.04513223839278387,-0.1456375914417784,0.16318642597710603,0,0,0,0,0,0,1
563,548,363208,3733086,267,32,23,21505,109,141,1676,1,0,74,0.8081190069155187,0.28515319028715136,0.8848084705927592,0.014727170774818598,0.6682118562909014,1,0,2.0603814160761478,1.1318403811149955,1.1851835722392072,0.044878641806880754,-0.18967525948254826,0.3540837942224061,0,0,0,0,0,1,1
1352,1338,3621222,202057,218,28,19,16332,86,119,1360,1,1,71,0.5054108489766109,0.3510080200553479,0.31709132582189015,0.007552944812475337,0.44431381764513533,1,1,2.192198361280567,0.8737435088413983,1.4883109119545341,0.13652840154630821,-0.19559940174891377,0.49450256487749644,1,0,0,0,0,1,1
90,432,153190,85898,12321,804,425,1264679,25,140,1400,0,1,41,0.04650662840500125,0.43170214754274183,0.8933160601133154,0.11505133095905513,0.0645,0,0,3.532467131602785,2.127242088963726,2.2911943708222364,0.010949403012411802,-0.22181166512309883,1.0,0,0,1,0,0,0,1
1463,1542,198700,201244,97,32,14,1890,153,176,1356,1,1,77,0.4435683833281908,0.49580763893862884,0.3821850339937919,0.013416904585345299,0.8803952731706048,0,0,1.837242240989341,1.1370241402093164,0.9308406278153214,-0.477968977660686,-0.5260577925403018,0.258676741673042,0,0,0,0,0,0,2
17,210,2000096,2126709,354,38,68,37099,108,134,1358,1,0,75,0.24495526769128514,0.4549127622623461,0.4715474411855348,0.021168097629491543,0.1585047646625648,0,1,1.8926412599911977,1.407141164911701,1.466946725398235,0.590499131221395,-0.055310233414161976,0.6822137620703715,0,1,0,0,0,0,1
1274,1545,396619,347494,369,54,30,18798,112,141,1358,0,1,80,0.28400348565749023,0.5097588265616054,0.43298013106965705,0.02838302232882145,0.4804632166748557,0,1,2.436313912008016,1.4595464603069317,1.4785789370702211,-0.5025189161143875,-0.06767062073903246,0.8057661337710366,0,0,0,0,0,0,2
79,208,720034,3021405,14531,969,504,1589010,24,133,1404,0,1,40,0.0005635936993121579,0.39231455724527353,0.8839503650308793,0.01165449713728069,0.10000165849632173,0,1,3.8544437648924954,2.183048201910781,2.1869373981656097,0.032844906082224186,-0.13840934315843248,0.9784044445701873,0,0,1,0,0,0,1
403,357,322923,381647,251,54,27,25083,117,116,1360,0,1,43,0.43181722646649845,0.49027702727913397,0.45974694034483743,0.030150454943538334,0.6273564626243888,0,0,2.2423431607396744,1.5632548334794045,0.972675369901554,-0.6958372032205646,-0.05935391370795557,0.3973179467988905,0,0,0,0,0,0,1
459,217,4005878,3656903,332,30,56,182619,75,125,1357,0,1,40,0.2317895575006799,0.3210631129620498,0.10605970574133346,0.04391944540464953,0.13847140851740222,1,0,2.750434962512257,0.9788867259306473,1.4246007367284526,0.8138438753977953,-0.32137004352391896,0.46628657514933625,1,0,0,0,0,0,1
1115,1460,1032314,3721188,52,54,16,250,119,141,1357,0,1,44,0.4253904426015146,0.4822522371479474,0.44795140808053235,0.021466685833058535,0.5880187119659659,0,0,1.933998111920738,1.2722965260808397,0.6479881961590874,-0.6549239919989559,-0.0590651838068056,0.359458811844898,0,0,0,0,0,0,1
128,370,1858339,1619670,5086,342,122,569985,39,125,1352,0,1,42,0.040275064090336585,0.3232380566930674,0.4075266674975934,0.11785106803783992,0.3819315876765565,0,0,3.311625496319353,2.1135636162786793,1.6771860845645505,-0.4971960140093134,-0.2500124072319242,0.9890045049543151,0,0,1,0,0,0,1
61,143,228231,261572,200,35,28,5531,107,125,1352,0,1,204,0.04070779205194147,0.17235497662470467,0.3475575809862944,0.010270774285000114,0.3669970129724397,1,1,1.8620473113434866,0.9417349377772645,1.149007718350726,0.5930995625741337,-0.20838324806204672,0.2275320554397557,0,0,0,0,0,1,1
1097,1337,1576165,2804076,223,35,17,250,29,132,1358,1,0,65,0.6682766874579543,0.20256175490333383,0.9138794866322366,0.008880257909640999,0.8647671433620481,1,0,2.1136653632030225,1.3653215994895909,2.1519450558139988,-0.03748821141397332,-0.1269803777624309,0.22512468372173253,0,0,0,0,0,1,1
1407,1574,887208,940496,148,41,13,10792,94,126,1350,1,0,74,0.18764395922147392,0.5431340725478649,0.8891569855423245,0.012603191352627352,0.5459953986585898,0,0,1.814247492298946,1.3651584081775021,1.0288975417036341,-0.17323927945857884,-0.09572270313767138,0.3881980986166428,0,1,0,0,0,0,2
379,1612,253437,3581261,6059,95,42,19995,71,133,1652,1,0,101,0.4288376544522547,0.5368240092145025,0.9142346995775146,0.012100292837289833,0.5937229827747212,0,0,2.114040079320113,1.3635374609525832,1.7292166204578128,-0.029423029824829264,-0.18938765266491836,0.9844539005794052,0,1,0,0,0,1,1
53,298,451605,8441591,5316,268,106,591365,35,126,1360,0,1,40,0.08260954237719967,0.43323396688078575,0.33966129293976516,0.09863134201554061,0.5339440054054376,0,0,3.470340022805511,2.0839625786655707,1.8216866366485398,-0.3900708779141348,-0.19293029370145973,1.0,0,0,1,0,0,0,1
96,337,223134,1595030,5592,301,135,570064,29,125,1694,0,1,40,0.06497253230262584,0.35053334954542237,0.4266870003642744,0.11131511651983088,0.47471031573154543,0,0,3.7107832369751588,2.171717517261113,1.771637379081485,-0.6752735746830516,-0.20939170121749054,1.0,0,0,1,0,0,0,1
76,369,241712,275292,14109,897,479,1396352,22,141,1401,0,1,43,0.03655057089571104,0.4054627599325189,0.9254017689732991,0.11965689431296123,0.08594170155858849,0,0,4.01750830685596,2.197768830658607,2.2454453029526666,-0.13146154042332578,-0.12380122527085008,0.9847130160787927,0,0,1,0,0,0,1
275,309,66373,106406,1893,298,139,159595,85,125,1356,1,0,82,0.2240893186886036,0.45819866960621947,0.8924489381362168,0.032466334653571405,0.6177685087783984,0,0,3.613436755269593,1.4923765413326135,2.195918600194317,0.8023763058147695,-0.5435712702950322,0.9706926616099848,0,0,0,0,0,1,2
82,183,770736,969734,187,22,17,16334,98,134,1360,0,1,190,0.046371065292923085,0.15922627385674676,0.3566830200837715,0.0026409552268072036,0.47540619896948744,1,1,1.8457064106575658,0.781589278959157,1.1662086965031153,0.7994049141105283,-0.12481528244105736,0.2569742716844079,0,0,0,0,0,1,1
14,183,872116,682345,295,82,363,27506,110,142,1451,0,1,70,0.04460812547975555,0.494752312952023,0.9506216678499119,0.09543227502238552,0.10008958718447508,0,1,2.9273044161558173,1.1509712676056911,1.379752107912909,0.28144612917986483,-0.004328418211372817,1.0,0,0,1,0,0,0,2
74,1441,47975,33072,5479,298,49,356451,43,126,1351,0,1,41,0.07090013893732493,0.48778579001856276,0.3426364588955624,0.023233007248351697,0.5318422880988403,0,0,3.3805109385460237,1.2731102024137118,1.6748624000999575,-0.5276454108542871,-0.18960178506567715,0.9985311633433793,0,0,0,0,0,0,2
1419,880,1730216,1692222,220,37,59,10814,31,125,1357,0,1,42,0.7673996896849948,0.3264623750289929,0.17751678907567375,0.00851546576885799,0.4932746815416642,0,0,3.593127957190853,0.8818647384938056,1.8056255111163844,0.4416567276434755,-0.2221407922357001,0.7848596507628166,1,0,0,0,0,0,1
528,609,3230962,3275562,384,276,56,23381,96,126,1362,0,1,41,0.7656418425614133,0.4169848072935565,0.7110833134281981,0.013978054916834362,0.23993635830379548,0,0,2.3987958757295664,1.2305680278734743,1.4573589387114962,0.7194906226331503,-0.20806541481264346,0.8159239137991271,0,0,0,0,0,1,2
1230,505,142885,226468,82,25,16,2627,28,180,1691,1,0,300,0.74372281776746,0.22134686867974382,0.9587926489848925,0.009154293654410438,0.5450415244002818,0,0,1.8163029559296562,1.0248737103519558,1.019530232751617,-0.13390094131341995,-0.24720990350101424,0.1559747649490837,0,0,0,0,0,1,2
80,287,297547,264059,6279,293,110,366765,168,135,1350,0,1,44,0.8164639275714378,0.522254589161035,0.3768950569383297,0.024216790131849707,0.5080289133160951,0,0,3.2647485561555345,1.45847536440286,1.6129541853777458,-0.4679465808427495,-0.11945857193536691,0.9675098433897932,0,0,0,0,0,0,2
1514,1663,190174,132292,168,21,12,7087,163,177,1388,0,1,43,0.5226878425307145,0.20075574921896,0.9083322489564781,0.008391475978792742,0.8590901097632094,0,0,1.805990660570488,1.0437684486050507,1.1014071609762852,-0.0474374195947271,-0.0003169920975223395,0.21815355107335874,0,0,0,0,0,0,2
1149,1238,1714279,200614,38,23,7,250,125,140,1363,1,0,74,0.21729560229900172,0.5359163290249093,0.40076988360672233,0.007998724582353942,0.7600667033434879,1,0,1.6692523509228292,0.9389171153378469,1.035715022761726,-0.5054908173904573,-0.030961622572988533,0.1517760554581479,0,0,0,0,0,0,1
613,641,926689,1750858,282,38,30,11359,95,126,1362,0,1,100,0.7945727142272723,0.2277713783921557,0.33156728413313113,0.009153990677165567,0.5632998044547605,1,1,1.9677160847407915,0.8871880977361997,1.4124956314000527,0.5927104946995156,-0.15128392740298952,0.2349737925361744,1,0,0,0,1,0,1
91,356,1220069,1382283,15381,1010,495,1546558,30,139,1399,0,1,41,0.03442120324402098,0.3118385905700997,0.973511247184034,0.12694250608750637,0.08113332853766683,0,1,4.0802484364743075,2.2470726545651205,2.308517818501209,0.1896014451066559,-0.1321673631267262,1.0,0,0,1,0,0,0,1
358,382,1116760,3515404,317,37,20,23889,84,112,1358,1,0,81,0.4381442430687457,0.3818097388694936,0.9791400975439061,0.028800307647491148,0.640372054627326,0,0,2.1798457791816324,1.4704505626347006,1.4104251935082115,-0.07867753043340006,-0.32924124354051515,0.7418643998081473,0,1,0,0,0,1,1
45,124,787932,893210,2270,42,131,21534,100,125,1356,1,0,72,0.773107251134193,0.4561667586280974,0.49755339998004816,0.016800239320835415,0.15736532551600274,1,0,2.470321606756973,1.335923667616134,1.2281461297878404,0.6541483654636459,-0.21214686881118253,0.9955171112309564,0,1,0,0,0,0,1
27,166,3373340,1123392,212,381,65,207502,37,132,1366,1,0,208,0.03436158435567451,0.5362329022393404,0.4552147998921767,0.11675019525159279,0.458141932752526,0,0,3.983533583935494,1.3427008263347477,2.227202341619883,-0.5512061154315782,-0.32385934529595206,0.9958244978695335,0,1,1,0,0,1,1
77,494,1405815,1084213,5980,325,152,558092,42,124,1360,0,1,41,0.0739841006959168,0.317377485626112,0.4058035534795077,0.11049678000738083,0.49700002709006547,0,0,3.4738749621250755,2.0042161498621196,1.801702927101145,-0.6884071007019683,-0.24817091419984766,1.0,0,0,1,0,0,0,1
842,903,330873,265188,3750,39,25,13328,88,115,1671,1,0,131,0.5444452531866849,0.2727436324537049,0.8904569443917244,0.010121196048378193,0.6927164465341208,1,1,2.108238669853261,1.2708522996012004,1.1229560159668608,0.40788270836443,-0.2428245471811386,0.4254395894937749,0,0,0,0,0,1,1
1155,1433,3211103,3186045,366,45,165,24099,86,132,1687,0,0,103,0.760990071451553,0.25102871442388713,0.6901006642146967,0.01174911843844564,0.27670708142478523,1,1,2.136953548536524,1.0566906836799332,1.4234946748849253,0.7390810827946404,-0.2198725091549682,0.4362868003006933,1,0,0,0,0,1,2
322,224,1191213,1134124,302,110,15,24053,121,152,1679,1,0,183,0.5264425506566972,0.5631582065794036,0.7335162988822806,0.022564099726171214,0.5846142190336295,0,0,1.9638870167176734,1.261601437366639,0.7742082061614737,-0.5139686072185536,-0.018694472605418556,1.0,0,0,0,0,0,1,1
123,300,213524,799838,4211,270,115,564387,28,125,1358,0,1,75,0.058162652272281706,0.38555294889346625,0.37991465565264354,0.11649451384063299,0.5802155714927532,0,0,3.239851440110497,2.1420591557247444,1.7148296826579301,-0.45967634346916675,-0.2356052721487191,0.9937631325902435,0,0,0,0,0,0,1
87,411,1472612,1428792,5115,269,109,548112,48,124,1359,0,1,40,0.07207952361655928,0.3571063246442335,0.40866169773601346,0.10523784073273754,0.495477912282133,0,0,3.5297864072009317,2.1036303102125,1.7874447019646982,-0.685667831606241,-0.22363428474819735,0.9848289657153362,0,0,1,0,0,0,1
