V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,Class
1343.0,1321.0,1649491.0,1916545.0,1683.0,15.0,2.0,98293.0,95.0,133.0,1661.0,0,1,44.0,0.002014778105363041,0.5411115626606877,0.34074044729611236,0.022070771644312107,0.4250240632510327,1,1,2.220612031648141,1.085784778745675,1.4000973211260237,0.6093178545243982,-0.20414537061753507,0.5645241856358145,1,0,0,0,1,0,1
127.0,232.0,2409917.0,2584061.0,408.0,48.0,83.0,112076.0,113.0,140.0,1407.0,0,1,47.0,0.11477579302345604,0.582984385171135,0.863314105232157,0.024181865117811587,0.2681401340245474,0,1,2.9382110754242916,1.6547382927923613,1.7512436658619805,0.1703161310749755,0.055852676845107016,0.9809033171802071,0,0,0,0,0,0,1
108.0,158.0,2449770.0,2013136.0,1542.0,48.0,19.0,162827.0,64.0,144.0,1363.0,1,0,66.0,0.20985643831829118,0.5745857436763006,0.7458356919867263,0.009765422709732558,0.748856819346816,1,1,1.418839275154928,0.8526902500732897,0.9730619362736996,0.23477254681447698,-0.1327097226729774,0.17147355972030837,0,1,0,0,0,0,1
64.0,61.0,413451.0,172789.0,2715.0,164.0,146.0,227384.0,115.0,144.0,1358.0,1,0,69.0,0.001787539825652533,0.4453190929344616,0.13375598744385123,0.025140582503660143,0.17196123280326087,1,1,3.3428943063036987,1.477680208013008,2.1200612843054176,0.8139158578169666,-0.0894133258896023,0.9705936069171042,1,1,0,0,0,0,2
474.0,1157.0,4320798.0,3938411.0,5837.0,274.0,152.0,686666.0,115.0,144.0,1534.0,1,0,95.0,0.3752549972792636,0.48207660806464686,0.38739327673333934,0.13999432999938116,0.662291587414538,0,0,3.8988528778960774,2.269051244299503,1.683654645267557,-0.6402801445994027,0.011675428336947503,0.9987791833436706,0,0,0,1,0,0,1
21.0,223.0,1566815.0,1799421.0,7004.0,259.0,142.0,739672.0,42.0,133.0,1352.0,0,1,51.0,0.059608115715726995,0.4728194579318641,0.3883979456635644,0.13202808231863325,0.6328507229810728,0,0,3.788567648637813,2.204807899623778,1.916437466479401,-0.66346762163817,-0.2464288465014754,0.9749672843042864,0,0,1,0,0,0,1
414.0,1279.0,586190.0,281486.0,19389.0,741.0,423.0,1434490.0,102.0,135.0,1350.0,1,0,133.0,0.5610457641625035,0.282771492280142,0.20097914796034785,0.4902980893626415,0.8796308648741209,0,0,4.232310698485149,2.839292091987982,2.1937128431354247,-0.8516423195057071,-0.030230150836336858,0.9618803090467521,0,0,0,0,1,0,1
83.0,84.0,121725.0,178614.0,1048.0,9.0,62.0,181863.0,74.0,115.0,1368.0,1,0,79.0,0.028406322836835845,0.42390484967817443,0.35230231354323005,0.004836806537318886,0.3129282925574258,0,1,2.746528991842286,1.2626716068506907,1.768039273163958,0.6270511865240186,-0.2451312626983812,0.9908799464500947,1,0,0,0,0,0,2
68.0,64.0,760802.0,1241011.0,8.0,51.0,42.0,149556.0,74.0,116.0,1348.0,0,1,95.0,0.039349934945456196,0.1967204952894657,0.4665934414750601,0.0030791564977063687,0.7424300025559041,1,1,2.0537737517987114,1.047206091032963,1.3617127434847367,0.5169000532619764,-0.32546050755433886,0.30921611206871663,0,0,0,0,0,1,1
667.0,619.0,2424015.0,2337450.0,464.0,28.0,27.0,152725.0,108.0,129.0,1356.0,1,0,93.0,0.9012368704595047,0.32316955608810194,0.2863960413064088,0.016535344423876726,0.47364092049634327,1,1,2.152743224834011,0.8792735866763522,1.4069185771995525,0.6704277791176501,-0.14986229993024,0.3788429519611431,0,0,0,0,1,0,1
1292.0,1330.0,3389172.0,3885444.0,1083.0,41.0,64.0,132943.0,5.0,234.0,1394.0,0,1,43.0,0.10539782061226412,0.4291260237205051,0.07271290873431634,0.020756649850266304,0.22782866099871138,1,1,2.5396975374025077,0.8918752747877919,1.8920343761999434,0.8853037959380846,-0.26296040855016106,0.7480197336364307,0,0,1,0,0,0,2
146.0,141.0,344295.0,448665.0,60.0,7.0,12.0,138533.0,96.0,132.0,1362.0,1,0,77.0,0.1432067713995131,0.47772825504423144,0.3649239993541333,0.01688993640152938,0.3939537281090163,1,1,2.2573030605423323,1.0024928937369495,1.50996291789869,0.6443265728490625,-0.16217415830022358,0.570343321700465,0,1,0,0,0,0,2
1089.0,1074.0,591805.0,78582.0,248.0,2.0,24.0,144637.0,95.0,125.0,1352.0,0,1,188.0,0.6484194287406155,0.16715813486205403,0.9835412919498595,0.004967985103650489,0.9051737761595015,0,0,2.195343559137925,1.2171310872050412,1.1673353710867087,0.07657264123314647,-0.09922232601041894,0.40259195653070046,0,0,0,0,0,1,1
58.0,36.0,2834989.0,2690538.0,981.0,20.0,3.0,126178.0,67.0,128.0,1648.0,1,0,68.0,0.025792048142708187,0.34870492859369545,0.5106532390719261,0.0038013595717349717,0.5397611089834099,1,1,2.1349674936844685,0.8429250503223966,1.3802392784111643,0.5596502879606808,-0.17646497836552916,0.21408459455811663,0,1,0,0,0,0,2
124.0,221.0,484159.0,83296.0,414.0,15.0,31.0,30962.0,131.0,141.0,1369.0,0,1,49.0,0.18001676786347368,0.44196187857334446,0.35930896159897097,0.02137341023479963,0.6709495790356332,0,0,1.8494645131268161,1.3790570664580997,0.922250418224862,-0.649734400557021,-0.004873148592684026,0.3496118384740316,0,0,0,0,0,0,1
684.0,736.0,570778.0,241557.0,1317.0,51.0,16.0,127084.0,100.0,128.0,1673.0,0,1,48.0,0.8993274514068145,0.4915891242353209,0.6075467402521735,0.027925864191124132,0.9685751938660428,1,1,2.1553015099853328,1.048167334596175,1.1142218411464193,0.29219375339583564,-0.15782806060423313,0.27457852502359803,0,0,0,0,0,1,1
205.0,275.0,2381352.0,2465571.0,1668.0,42.0,41.0,6176.0,106.0,144.0,1677.0,0,1,43.0,0.2192360806735194,0.37226732926058564,0.36816854188299314,0.0017757046573735292,0.9207751045926339,0,0,1.8239289352689168,1.481832674177396,1.039172159819393,-0.5414818160215007,-0.021604972950497056,0.3994375228855008,0,0,0,0,0,0,2
558.0,638.0,2012785.0,2549455.0,309.0,42.0,87.0,33152.0,101.0,108.0,1261.0,1,0,101.0,0.9398261941883015,0.3351380530470094,0.22043254180995905,0.03179613747817297,0.23626454017143317,1,1,2.540288069844214,1.0006328071100004,1.7100875545885266,0.8183529060116811,-0.20374114970702636,0.9523847961207951,0,0,0,0,0,0,2
330.0,268.0,341849.0,41757.0,696.0,50.0,4.0,192875.0,101.0,116.0,1681.0,0,1,49.0,0.3853468739687983,0.5520433612481406,0.8746301837631048,0.014731867372288788,0.7971227889368507,1,1,2.2053103266312846,1.0316681118049347,1.1517635994955224,0.17765784051443753,-0.17922471760408512,0.2653795942787175,0,0,0,0,0,0,2
588.0,520.0,3120220.0,2868170.0,136.0,10.0,18.0,151561.0,129.0,124.0,1364.0,1,0,97.0,0.6340595996285986,0.335474266507245,0.9700747194483266,0.016789674470655453,0.7795830540117583,0,0,1.7067117822091857,1.0596621721442174,1.0527891313863478,-0.01078971720695077,0.03825574142201029,0.22956080826008485,0,0,0,0,0,0,2
125.0,250.0,1952406.0,1916039.0,1756.0,112.0,51.0,6128.0,92.0,131.0,1354.0,1,0,70.0,0.22939481044346313,0.5997018041614744,0.7980381728803124,0.01392541988459324,0.3298441990942942,0,0,2.680813433392691,1.5877080392700629,1.4797900447073955,-0.23346384299399986,-0.14590563893204345,0.9579485299631021,0,1,0,0,0,1,1
1423.0,1367.0,4198689.0,4419695.0,1332.0,12.0,34.0,101007.0,90.0,126.0,1693.0,1,0,65.0,0.03491869281687239,0.2631166523075415,0.4569856902606857,0.005397670592777263,0.7519487368596337,1,1,1.9920156497959551,0.9421035862194612,1.1627050676230528,0.5057027179786251,-0.13886413777194342,0.24696185442257093,0,0,0,0,0,0,2
1204.0,1262.0,43228.0,188336.0,271.0,27.0,39.0,80258.0,98.0,119.0,1700.0,0,1,43.0,0.5238547490627518,0.31629051069969893,0.9904526309754267,0.028218214524801707,0.9427031346198717,1,0,2.1146981268686043,1.0735957630485489,1.1474068994840125,0.08239581298356131,-0.21193570680113408,0.2966135319281687,0,0,0,0,0,0,1
1587.0,1565.0,233322.0,589183.0,436.0,60.0,35.0,33477.0,84.0,119.0,1646.0,1,0,104.0,0.10990608356029968,0.43752885972874794,0.7910787855512357,0.0181429457161983,0.5749627666646546,1,1,1.7119038673910882,0.8299545443400996,1.0301611296284698,0.2540704053433296,-0.1871198448132307,0.20290020033006867,0,0,0,0,0,0,2
1566.0,1563.0,3576147.0,3341421.0,1148.0,38.0,33.0,76992.0,109.0,127.0,1507.0,1,0,69.0,0.5942276549951414,0.3365383578185448,0.19748783547106574,0.016859545224103534,0.9571622025201494,0,0,2.0025395062773086,1.482738847655001,0.6117724714870181,-0.8598277442941841,-0.09288414472542064,0.21255414617881233,0,0,0,0,0,0,1
1014.0,1047.0,3855176.0,3469693.0,560.0,33.0,14.0,181357.0,81.0,116.0,1704.0,1,0,122.0,0.7345838505339716,0.28547342458307856,0.6975375846540152,0.02110883065136463,0.7045770450721149,1,1,1.8720595391285149,0.8844318876851859,1.0923764309059663,0.37357185108004437,-0.20781310997495067,0.16704521693159946,0,0,0,0,0,1,1
61.0,124.0,49017.0,139437.0,296.0,4.0,35.0,22536.0,59.0,136.0,1371.0,1,0,72.0,0.03659327239786532,0.49476233292746247,0.716133257837001,0.005079522752601503,0.5517027405399867,1,1,1.6104885603796866,0.8685361083327374,0.9744588018122547,0.20676473250263122,-0.09274402154029558,0.19846125592723632,0,1,0,0,0,0,2
709.0,712.0,4495400.0,4176323.0,1561.0,12.0,10.0,189890.0,44.0,143.0,1393.0,0,1,42.0,0.8988564178524208,0.11966678025200511,0.6709008446178816,0.003899409308637989,0.6871390631387716,1,1,1.9882993523611059,0.9594646051430146,1.1556637667847107,0.30974850135409565,-0.14889333928958307,0.27917481980717257,0,0,0,0,0,1,1
154.0,136.0,292276.0,353255.0,2384.0,288.0,288.0,520046.0,115.0,137.0,1698.0,1,0,151.0,0.1604118905871754,0.6021940016838582,0.22826223092632333,0.05698709835437134,0.20884564620401216,0,1,3.402365977063121,1.8152219080194958,2.3886088460769974,0.8131867571377301,0.0207251353033095,0.9932265817336133,0,0,1,0,0,0,1
394.0,370.0,2667503.0,2650272.0,1310.0,37.0,45.0,51646.0,107.0,134.0,1356.0,1,0,70.0,0.6277873589878662,0.404970515730589,0.5983452455093877,0.010163709214244997,0.5302655422237134,1,1,1.8807774964108748,0.87425758011627,1.157607352863419,0.43877138271970356,-0.101209120625607,0.24368267066394167,0,1,0,0,0,1,1
84.0,242.0,1143594.0,769987.0,743.0,126.0,627.0,134112.0,101.0,133.0,1352.0,0,1,41.0,0.23348164794464832,0.46581806090825,0.9221323752776994,0.008136600847059246,0.23514924500919632,0,0,2.8516116475341122,1.57864564174415,1.4473587399260959,-0.06853681137232596,-0.1398539279892454,0.9735927098461326,0,0,0,0,0,0,1
464.0,446.0,1383393.0,1706244.0,447.0,18.0,37.0,187949.0,107.0,124.0,1696.0,0,1,41.0,0.569614243363582,0.4914581494235829,0.9887303654001404,0.03119390262871665,0.8157676096702046,1,0,1.8449929637751419,1.0695106513523838,1.1038776876849172,0.007145417593319318,-0.04346566239977973,0.21462520959457235,0,0,0,0,0,0,2
242.0,194.0,2689861.0,3148180.0,1616.0,47.0,5.0,178238.0,104.0,126.0,1356.0,1,0,78.0,0.3268838828924386,0.5981238450972314,0.597694510196274,0.03253438710890599,0.4323228314140483,0,1,2.2260525339679336,1.1709158336828207,1.5216373199126587,0.4603917634649437,-0.0179089383570403,0.64798475623126,0,1,0,0,0,0,1
21.0,214.0,160448.0,64354.0,5048.0,234.0,110.0,576781.0,45.0,130.0,1355.0,0,1,45.0,0.05514882909247575,0.4232546324085175,0.3904657738498048,0.11179634660635482,0.6628374226863811,0,0,3.5958469271093754,2.0839839309919164,1.672613300958653,-0.6635010616454781,-0.24585081028062256,0.9983648236330545,0,0,1,0,0,0,1
1040.0,1097.0,2309039.0,2574676.0,773.0,14.0,31.0,166755.0,105.0,127.0,1703.0,1,0,127.0,0.7414473002809562,0.5019263186718939,0.6803805330457773,0.011013212660929557,0.6053216859659765,1,1,2.63525141975905,1.2271242016840194,1.49817891571714,0.2877987022645666,-0.08425945621243847,0.8714230829047348,0,0,0,0,0,0,1
1002.0,936.0,3031480.0,2927966.0,1172.0,7.0,38.0,174866.0,99.0,132.0,1368.0,1,0,68.0,0.8142730805248262,0.2674646723283607,0.6782120776884013,0.0232227566050551,0.9274794485516779,1,1,2.111812518291493,1.0518040859166078,1.2074920089640284,0.3068466939527625,-0.10708150493191443,0.32275179443048324,0,0,0,0,0,0,2
101.0,150.0,565133.0,509606.0,257.0,20.0,8.0,98196.0,122.0,142.0,1369.0,1,0,74.0,0.17533885838209637,0.5146267490925082,0.5662955518267161,0.01092755763866129,0.6643298169730737,0,0,2.175004565751217,1.3423593590088583,1.0517363124806234,-0.4848469125528629,0.062315048137142975,0.3279164696876664,0,1,0,0,0,1,1
48.0,174.0,2985669.0,2640891.0,7422.0,325.0,172.0,758334.0,32.0,123.0,1371.0,0,1,47.0,0.05269654271226069,0.6027218684759954,0.3114388632058479,0.10549729632780266,0.5410104849719436,0,0,3.872367279738572,2.1553608230778303,1.7902060995397489,-0.6654055166118125,-0.193902119777978,0.9992043820432123,0,0,1,0,0,0,2
611.0,630.0,1069520.0,887681.0,1405.0,41.0,44.0,141367.0,111.0,149.0,1369.0,0,1,48.0,0.8653590724611924,0.3509489861822426,0.8451337594819127,0.02681085187199395,0.6361972091220438,1,0,1.446348182759947,0.742510164271042,0.7404505326186551,-0.15703313743630432,0.04791952745082466,0.1240526612317912,0,0,0,0,0,0,1
166.0,153.0,319030.0,306497.0,1539.0,41.0,30.0,35058.0,87.0,109.0,1377.0,1,0,86.0,0.12803771314990192,0.29878061813844925,0.9397457758152223,0.031507722112281006,0.8320623821351022,0,0,1.627040015616316,1.041242131228031,1.075582471024514,-0.04301966726573389,-0.1839371675083908,0.20012932375067524,0,0,0,0,0,0,2
237.0,211.0,983077.0,1022302.0,387.0,43.0,2.0,39934.0,112.0,124.0,1359.0,0,1,46.0,0.25743918132024146,0.4903345100837959,0.780156932570774,0.03222774647896783,0.2211155054458233,1,1,2.0122457681115535,1.1691970494629125,1.336442578298328,0.26289556853140983,-0.08014960397412066,0.5051795680873982,0,0,0,0,0,1,1
1135.0,1139.0,437008.0,631658.0,1569.0,33.0,36.0,57876.0,67.0,113.0,1371.0,0,1,47.0,0.6862176742454141,0.2864648146836859,0.9633604983443899,0.017002096103346114,0.5921647871226484,1,0,1.914526300465709,1.0593850849083388,1.0731245623646224,0.03391416630507368,-0.23876931495826725,0.2405875382605562,0,0,0,0,0,0,2
7.0,25.0,6023346.0,6176135.0,596.0,114.0,103.0,174244.0,21.0,143.0,1361.0,0,1,82.0,0.03851674060637103,0.49663240687426013,0.12053685736946776,0.03039620232942284,0.19131661801228744,0,1,2.9358533702513356,1.181288952163061,1.9782861617219965,0.8804357208404262,-0.1404506110399579,0.9984095457963883,0,0,0,0,0,0,2
533.0,551.0,198825.0,599694.0,637.0,21.0,4.0,174856.0,121.0,124.0,1700.0,1,0,68.0,0.645221796040017,0.2268668091212693,0.2757202955424859,0.030221296727849636,0.8415208551157104,0,0,1.84561345220634,1.291443184753354,0.9701477881576825,-0.6264749360009902,-0.057034939625028896,0.2904520732604607,0,0,0,0,0,1,1
127.0,108.0,1709150.0,1932948.0,1248.0,96.0,52.0,154167.0,114.0,127.0,1353.0,0,1,98.0,0.22783852950120415,0.5886234529447265,0.5692376886082098,0.052496021748839106,0.6076066120172108,0,0,2.5104215061284036,1.7045106662467164,1.485704266703244,-0.4347618991097832,-0.047551021264897325,0.9996782635054351,0,0,0,0,0,0,1
79.0,197.0,410251.0,587057.0,3500.0,123.0,103.0,389833.0,48.0,132.0,1362.0,0,1,52.0,0.05911105382673152,0.33694207841056006,0.3968324709685046,0.07528429107686628,0.821714595545098,0,0,3.6464928910155803,2.021812474252561,1.7184522488788354,-0.563010973351126,-0.1852965595563209,0.9971872481917124,0,0,1,0,0,1,1
1528.0,1580.0,2719858.0,2831067.0,1276.0,30.0,8.0,5454.0,75.0,103.0,1645.0,1,0,88.0,0.11886184949909229,0.6916161425932599,0.6832924218483911,0.025261636821260286,0.52042859241704,1,1,2.1588887405341897,1.0490771419356595,1.1560191850509711,0.32986604769246963,-0.2924694103456973,0.27632880889656797,0,0,0,0,0,0,2
1228.0,1238.0,1431832.0,1868035.0,544.0,34.0,3.0,12873.0,131.0,143.0,1349.0,0,1,51.0,0.5854874693925249,0.28928852534471977,0.6372896130122963,0.005735578047791607,0.537055973579822,0,0,2.136920968265622,1.0916196920865437,1.1022107986002943,-0.31033800090692315,-0.0004080558750992943,0.2814368415823755,0,0,0,0,0,1,1
144.0,252.0,1011719.0,859006.0,3408.0,290.0,153.0,267572.0,120.0,127.0,1645.0,0,1,44.0,0.16951229087821149,0.5146666546489445,0.9134488063385526,0.0363604200258075,0.23416072065474908,0,1,3.4783648617046756,1.785729486332042,1.885630467406271,0.039596051669861604,-0.03232178548878682,0.9995774576293422,0,0,0,0,0,0,1
1228.0,1269.0,1845620.0,1771238.0,254.0,44.0,4.0,78080.0,107.0,132.0,1371.0,1,0,75.0,0.17126691576638825,0.26487953501383577,0.7004487854283,0.015061289643273457,0.819048060045367,0,0,2.041611509944379,1.4815887931076617,1.229001511227961,-0.3696584910348052,-0.1703515670575022,0.6114452523328627,0,0,0,0,0,0,1
69.0,217.0,2805264.0,3055374.0,7361.0,272.0,154.0,753440.0,39.0,123.0,1369.0,0,1,47.0,0.0817210116628651,0.3553453538034274,0.4197085006875959,0.12222444478481273,0.6153443272201964,0,0,3.896011609349545,2.2341295386161866,1.8104257582793375,-0.5766189757403217,-0.2585708486314414,0.9649750559177667,0,0,1,0,0,0,1
46.0,180.0,2715833.0,2993803.0,6919.0,261.0,171.0,606086.0,48.0,131.0,1364.0,0,1,47.0,0.07128130554701709,0.6590246327864363,0.3673662944301708,0.12827207996567636,0.6112335436304712,0,0,3.8549163506740425,2.2297579100921894,1.891958103442241,-0.6862652913628019,-0.17029774265396821,0.9911618869691528,0,0,1,0,0,0,1
1010.0,959.0,687269.0,1239975.0,1050.0,36.0,2.0,73345.0,98.0,128.0,1384.0,1,0,85.0,0.8159141918201095,0.4987676915547723,0.6575942527538782,0.02294037039336651,0.5808373784808205,0,1,2.2115778487856925,1.1281175338422118,1.3088940208259505,0.28824451081205427,-0.1009006753667443,0.4432818841508941,0,0,0,0,0,1,1
1148.0,1146.0,999862.0,1171469.0,392.0,16.0,35.0,39880.0,40.0,144.0,1366.0,1,0,288.0,0.27824463104235386,0.261438708839939,0.4182773510625353,0.0022612990385625573,0.97080867001076,1,0,1.3404001471583746,0.9669335361768263,0.6762349689770222,-0.5535105092708846,0.009366552949772441,0.13579810610309595,0,0,0,1,0,0,2
809.0,821.0,2296847.0,2481849.0,862.0,47.0,13.0,188769.0,109.0,159.0,1356.0,1,0,140.0,0.9720786780682567,0.5072887498703225,0.45819636414921483,0.015008803476298602,0.9586446256569077,1,0,1.031593953883505,0.817285377250569,0.46430923308868943,-0.4561310170557968,0.011509207906607834,0.15371872775430298,0,0,0,1,0,0,2
797.0,844.0,3000550.0,2878124.0,793.0,49.0,40.0,73241.0,59.0,115.0,1354.0,0,1,52.0,0.7572416573380482,0.4125857907906252,0.9396701990914325,0.011477342281794114,0.7705989791593276,1,0,1.8946828365487844,1.0021214491763932,1.0938481883996287,-0.02340088109144471,-0.26746279302107434,0.22060721698881378,0,0,0,0,0,0,2
1654.0,1623.0,1659554.0,1879781.0,989.0,92.0,72.0,43898.0,99.0,139.0,1697.0,1,0,74.0,0.048251653059577494,0.4006979753387169,0.39838562864163257,0.03182676307807197,0.2729198694257376,0,1,2.5240010383038163,1.3212715072887677,1.675238646608804,0.6602773611090861,-0.03990296753148577,0.977530445918246,0,0,0,0,0,0,2
708.0,261.0,12766306.0,12811904.0,7030.0,267.0,162.0,684441.0,100.0,116.0,1577.0,0,1,44.0,0.8508598617254592,0.2876462064605036,0.3981969482115,0.15537528839747042,0.6378895503798636,0,0,3.808172516134922,2.2083199922648435,1.7551848756885415,-0.6892943257580143,-0.24210893929926677,0.9600598505671517,0,0,0,1,0,0,1
217.0,247.0,2518611.0,2158712.0,1539.0,37.0,42.0,14594.0,80.0,112.0,1696.0,0,1,299.0,0.2951330594835301,0.6948300001243297,0.44176577574583387,0.03149644017393183,0.6844503540348061,1,1,2.1411492281560083,1.022151638467045,1.4306443670408036,0.6244520476133574,-0.31299276503336493,0.48247420946938824,0,0,0,0,0,0,1
447.0,72.0,12544686.0,12612628.0,4636.0,167.0,51.0,465217.0,111.0,127.0,1428.0,0,1,174.0,0.939578519530742,0.29151132679589414,0.37701422871079776,0.09104654919517051,0.6657587343306335,0,0,3.717085514117138,2.0249354463022264,1.7869630684993605,-0.6033737164034407,-0.1518497758983567,0.9857195060933649,0,1,0,0,0,0,1
944.0,998.0,5066713.0,4705196.0,3018.0,64.0,291.0,267822.0,98.0,123.0,1341.0,0,1,260.0,0.9161396819752906,0.25173273932151546,0.03120574815903389,0.02184113240958091,0.14722564886398087,1,1,3.6442926622282807,1.173506831290973,2.5447157091917805,0.8686187369104896,-0.2560020943252141,0.9809030810244816,0,1,0,0,0,0,2
607.0,635.0,153876.0,558980.0,3386.0,796.0,146.0,282078.0,125.0,140.0,1391.0,0,1,50.0,0.8778959681535752,0.28516385202736794,0.9814250081984401,0.45849738227354264,0.9358428252105905,1,0,1.6827845112603426,0.8763848660452841,0.8418366516221577,-0.0108134945606145,-0.004255237804496824,0.19488629546149572,0,0,0,0,0,0,1
643.0,653.0,2168605.0,2196192.0,1335.0,26.0,63.0,101554.0,92.0,113.0,1370.0,0,1,98.0,0.8972722860582327,0.36906456749882155,0.059393650150486935,0.030689945585765342,0.11848505205077789,0,1,2.4391905515837493,0.8897109806420416,1.9375103101071716,0.8786532279723475,-0.13498704555931643,0.9178717673432057,0,0,0,0,1,0,1
731.0,715.0,976638.0,899284.0,1119.0,55.0,3.0,29663.0,94.0,117.0,1352.0,1,0,207.0,0.8746043378779101,0.9016693508468822,0.7035727844037377,0.004215945270886908,0.5902800838291392,1,1,1.8241649941547387,0.8457116522975496,1.0158141514921144,0.19826581999421777,-0.25649417376836914,0.2094645561914442,0,0,0,0,0,0,2
125.0,189.0,5536358.0,5450816.0,2620.0,72.0,129.0,215329.0,150.0,114.0,1689.0,1,1,83.0,0.15911368465168318,0.5834407040771588,0.4916684430703095,0.020520948799574716,0.5304631731403538,0,1,3.3120616171281965,1.6760674716514299,2.051003964394088,0.522005896700928,0.6326880276633677,0.9653195072389744,0,0,1,0,0,0,1
92.0,122.0,485504.0,369751.0,118.0,79.0,1.0,132824.0,119.0,141.0,1644.0,1,0,74.0,0.18582541960664986,0.4128774077104874,0.22825845707798048,0.0017116540963155295,0.6308944461253582,0,0,2.4029849230939155,1.7475357865339725,1.1009486212859367,-0.7776367158233405,0.020785803433015566,0.8195972437631778,0,0,0,0,0,1,1
992.0,1000.0,23621.0,189858.0,12754.0,436.0,305.0,1251268.0,113.0,129.0,1690.0,0,1,95.0,0.5234779951767523,0.1942280220095094,0.6735476879404984,0.259928007256052,0.9461908592041031,1,0,1.5326323485161863,0.8766918195737035,0.9121785748008788,-0.22313782423824566,-0.04457231569016062,0.16795122404066498,0,0,0,0,0,1,1
158.0,156.0,1135025.0,1187739.0,380.0,36.0,24.0,61354.0,64.0,130.0,1350.0,0,1,43.0,0.1224568449763418,0.5894472139359463,0.32719044406166475,0.005668548874114011,0.9951627744603353,0,0,1.939267126490769,1.353706371890493,0.8798214907369396,-0.6632420978915572,-0.32530684533834986,0.2779261274898397,0,0,0,0,0,0,2
