ID-type,Right-Ascension,Declination,Blue_base_1,Blue_base_2,Red_base_1,Red_base_2,blue-band-flux_1,blue-band-flux_2,blue-band-flux_3,blue-band-flux_4,blue-band-flux_5,blue-band-flux_6,blue-band-flux_7,blue-band-flux_8,blue-band-flux_9,blue-band-flux_10,blue-band-flux_11,blue-band-flux_12,blue-band-flux_13,blue-band-flux_14,blue-band-flux_15,blue-band-flux_16,blue-band-flux_17,blue-band-flux_18,blue-band-flux_19,blue-band-flux_20,blue-band-flux_21,blue-band-flux_22,blue-band-flux_23,blue-band-flux_24,blue-band-flux_25,blue-band-flux_26,blue-band-flux_27,blue-band-flux_28,blue-band-flux_29,blue-band-flux_30,blue-band-flux_31,blue-band-flux_32,blue-band-flux_33,blue-band-flux_34,blue-band-flux_35,blue-band-flux_36,blue-band-flux_37,blue-band-flux_38,blue-band-flux_39,blue-band-flux_40,blue-band-flux_41,blue-band-flux_42,blue-band-flux_43,blue-band-flux_44,red-band-flux_1,red-band-flux_2,red-band-flux_3,red-band-flux_4,red-band-flux_5,red-band-flux_6,red-band-flux_7,red-band-flux_8,red-band-flux_9,red-band-flux_10,red-band-flux_11,red-band-flux_12,red-band-flux_13,red-band-flux_14,red-band-flux_15,red-band-flux_16,red-band-flux_17,red-band-flux_18,red-band-flux_19,red-band-flux_20,red-band-flux_21,red-band-flux_22,red-band-flux_23,red-band-flux_24,red-band-flux_25,red-band-flux_26,red-band-flux_27,red-band-flux_28,red-band-flux_29,red-band-flux_30,red-band-flux_31,red-band-flux_32,red-band-flux_33,red-band-flux_34,red-band-flux_35,red-band-flux_36,red-band-flux_37,red-band-flux_38,red-band-flux_39,red-band-flux_40,red-band-flux_41,red-band-flux_42,red-band-flux_43,red-band-flux_44,red-band-flux_45,red-band-flux_46,red-band-flux_47,red-band-flux_48,red-band-flux_49
2,18.096,-50.539,684,671,502,530,13536.463,13679.915,13939.585,13913.233,14329.089,13424.855,12446.657,11792.844,10564.214,9264.943,8382.978,8258.747,7764.261,7221.866,7188.657,6104.124,7090.2075,6208.347,7186.9434,6931.6685,7127.6636,7265.2295,6965.7964,6613.885,6358.3296,6228.392,6063.098,6026.493,5902.9526,5940.7676,6026.0923,5699.1567,5823.154,5506.2354,5495.7524,5152.5913,4732.596,5014.9214,4815.371,4853.3364,4886.447,4759.625,4443.548,4318.312,7267.6855,6757.386,6104.5283,6052.3325,5930.574,5298.4756,4843.873,4583.928,4105.2163,4163.3003,3775.235,3531.8108,3585.2,3212.4333,2924.0244,2927.5063,3006.792,2751.7827,2685.7214,2552.9314,2236.4658,2026.4734,1651.0151,1724.9945,1964.7083,1682.7112,1718.1698,1695.2856,1600.9521,1437.17,1685.7847,1528.528,1467.8818,1592.6515,1481.0067,1224.0869,1376.2004,1254.6558,1231.3451,1220.7004,1206.6069,1144.4486,1148.885,1208.2366,1358.4607,1251.8516,1076.9299,1207.3578,911.7122
0,13.548,-54.442,481,541,307,362,7468.092,7189.9375,7144.0957,6824.241,6878.6084,7509.2324,7912.495,8965.628,9718.586,11245.909,11619.297,11380.604,11540.992,11776.416,11522.4,11256.539,11382.367,10653.252,10229.091,9846.309,9816.3955,9245.161,8837.106,8326.71,8334.411,8208.854,7202.0986,6987.1304,6649.5415,6134.282,5707.856,5018.498,4911.685,4578.884,4077.8518,3962.0078,4014.9248,3781.2007,3778.1848,3448.801,3452.1975,3296.2043,3408.321,2966.2988,9847.256,9200.784,7861.9736,6593.8076,5461.1025,4469.524,3753.864,3376.7988,3150.6462,2938.7297,3039.9744,3023.2856,2776.728,2625.8801,2748.9531,2654.246,2520.2676,2391.2073,2420.3809,2349.6077,2146.4272,2119.755,2306.2961,2396.8655,2592.58,2573.033,2158.8374,2320.7305,2173.4304,2078.7292,1906.6992,1865.2897,1749.5632,1933.4375,1714.1588,1554.6538,1357.1617,1498.5889,1360.6135,1620.9856,1164.9586,1024.7096,1239.0475,1237.7361,929.3343,1239.9437,922.00806,1155.4147,813.94653
0,16.051,-44.461,843,777,275,335,12987.2705,13105.754,12431.5625,11864.327,10894.962,10181.392,9962.509,9724.47,9597.075,10108.447,10185.27,10270.372,9655.154,9133.266,8867.596,8648.174,8333.279,8543.92,8131.592,8096.148,7790.7065,7520.8174,7241.914,7193.106,6701.332,6637.4565,6563.535,6270.352,6014.3945,5620.5313,5357.068,5047.246,4936.4795,5042.3047,4630.8584,4395.2544,4343.1475,4031.9248,4022.8572,4186.3037,3648.235,3999.635,3648.858,3605.4316,7903.5034,7455.1626,6421.137,6012.791,5240.1045,4678.032,4314.197,4064.3933,3726.8242,3199.289,3062.6648,2721.8599,2513.4797,2378.8616,2248.591,2452.9905,2153.2495,2204.1584,2067.9053,1924.6729,1980.035,1845.3569,1786.4135,1993.0349,1613.4191,1780.8495,1411.328,1902.7893,1567.123,1700.2081,1449.9241,1458.1472,1362.2234,1656.5818,1482.0273,1485.666,1039.8967,1187.9456,1119.7063,1172.8374,1206.6069,1166.0042,1006.2183,1009.15924,993.4468,885.30383,938.8891,871.22144,714.30347
0,21.749,53.023,921,973,633,615,10745.901,10456.22,9539.002,9163.272,8950.388,8752.472,9221.768,9214.227,8769.22,8195.826,7786.819,7297.1187,6867.5103,6471.0938,6866.687,6275.5674,6831.688,6469.0063,6751.9517,6420.79,6728.0356,7215.3525,7101.8315,6719.411,6513.3765,6612.887,6606.533,6861.886,6846.6035,6664.9077,6464.908,6888.172,5755.8623,5685.5127,5614.7197,5464.528,5192.3,5246.972,5147.469,5328.065,5310.9194,4930.378,4388.083,4516.444,7084.6895,6995.251,6993.718,7327.9897,6353.8765,5781.7764,5702.4536,5069.018,5113.989,4771.123,4691.1934,4240.047,4278.8335,4441.593,4023.4023,3601.3196,3901.8557,4002.9744,3607.9863,3460.8882,3507.727,3590.7114,3486.7046,3712.6985,3689.983,3458.627,3207.3784,3310.0164,3059.776,3663.4158,2916.347,2672.411,2895.973,2634.0635,2387.7585,2507.4307,2370.9944,2598.259,2245.3713,2352.4253,2206.5706,2155.669,2279.285,1815.2302,2025.3147,1850.7578,1660.0382,1908.7106,1463.577
3,16.831,-43.377,161,149,101,123,15907.945,16481.393,16301.982,15452.173,14959.053,14863.3545,14273.14,12998.399,13005.39,12238.52,11275.38,10815.219,10015.192,9173.276,8834.647,8617.545,8341.46,8367.023,8418.185,8850.952,9513.431,8728.234,8915.795,8850.82,8441.528,8108.513,7579.6567,7328.263,6768.876,6073.3833,5913.709,5126.0615,4823.9546,4476.043,4399.0703,4106.325,3892.477,3375.835,3428.834,3145.4048,3061.2158,2813.3152,2810.9148,2758.7927,8670.667,8430.045,7914.4316,6878.897,5565.7607,4535.091,3814.1655,3515.6138,2856.317,2720.687,2543.7751,2364.0896,2319.3948,2239.1453,1766.5797,1864.6143,1688.6722,1596.2988,1467.6132,1704.5537,1624.058,1451.2089,1387.6611,1364.8627,1786.4528,1588.9902,1562.4329,1480.8333,865.9986,1435.3026,1334.44,1247.4469,1354.4868,655.14417,1231.231,635.0476,1132.4415,970.9468,755.17285,906.6456,817.9076,622.65796,749.4911,446.77997,669.1949,403.3795,605.3251,634.5814,534.708
4,20.799,30.222,459,548,354,418,7306.697,7186.9766,7338.7793,7757.5527,8862.132,8581.153,9048.15,10220.701,10531.893,10596.703,10465.835,10139.746,10458.186,10761.723,10558.225,9926.774,10106.569,10017.781,9696.706,9523.936,8930.523,8335.097,7922.135,7489.7266,7364.1436,7171.383,6684.544,6575.958,6295.007,5613.59,5466.6216,5227.115,4783.7656,4725.509,4393.688,4395.2544,4315.4385,3871.0305,3680.528,3980.5588,3579.781,3510.5308,3436.7534,3525.8574,8986.515,7845.4966,7012.984,6192.0645,5317.5234,4493.5938,4029.038,3693.6638,3306.6992,2972.2102,2818.4822,2633.6655,2699.7605,2472.444,2152.537,1974.6118,2186.058,2116.6958,2100.7903,2105.8555,2047.224,1981.4602,2032.7025,2051.0188,1975.4585,1819.2587,1879.4265,1750.7101,1682.2247,1472.8193,1577.0293,1386.9889,1474.1248,1255.445,1385.7323,1076.888,1163.9631,1200.473,1112.8534,1030.0402,1019.34265,952.5353,900.4109,870.5817,798.56494,787.2984,762.2331,748.5746,735.60114
3,18.155,-2.779,1260,1402,631,753,6171.139,7089.2866,7171.838,6824.241,7476.2793,7853.3994,8460.885,9841.716,10382.217,11049.76,12098.9375,12023.22,12146.861,11777.719,12142.746,11505.437,11007.473,10574.893,10115.6045,9895.915,9481.172,8883.314,8753.478,8470.204,7412.1055,7442.236,7000.9307,6691.265,6156.7866,5756.035,5466.335,4719.6465,4389.1416,4646.1875,4355.5166,3735.9055,3611.504,3397.8804,3436.9304,3178.0847,2885.8208,2995.1882,2965.5222,2984.0098,9350.257,8340.6455,7169.7617,6364.615,4972.535,4133.547,3662.1873,3185.1492,3062.552,3308.5613,2759.1345,2616.3323,2812.15,2641.8271,2686.01,2854.4307,2719.8142,2696.8215,2460.8196,2483.377,2484.059,2505.6826,2305.721,2364.9272,2623.0913,2620.5308,2214.6975,2243.5393,2443.2498,2162.4219,2308.3972,2029.7382,2019.1604,1853.9939,1801.8826,1593.8464,1805.5725,1747.2655,1693.6023,1749.5465,1601.9922,1438.4965,1387.2534,1351.6349,1268.4998,1367.2793,1190.5352,1171.6915,905.8905
4,20.158,-27.852,344,445,232,231,15218.518,13821.994,13277.36,12126.769,11136.216,10077.744,9504.147,7719.697,7200.9546,8658.679,8856.91,9644.843,10088.546,9896.286,9516.826,9267.497,8877.55,8554.809,8206.358,7700.9775,7556.234,7498.3237,7379.223,7173.0625,7165.327,6873.8794,6671.198,6448.8438,5885.8633,5902.104,5820.7217,5681.0327,5599.0806,5633.8984,5652.8687,4962.7427,4786.9326,4567.019,4350.786,4376.829,4436.945,4680.146,3885.525,3948.014,8133.94,7302.159,6991.37,6436.213,5665.9585,5423.2876,4713.7827,4498.137,3633.9553,3565.162,3184.7312,3151.499,2844.12,2746.4678,2795.3362,2463.005,2251.9033,2082.0474,2063.7,1936.5337,1916.6006,1809.7833,2039.3524,2181.8088,2149.5935,2159.679,2018.8402,2029.796,1935.5951,1966.9854,1783.4167,1676.7339,1580.1665,1608.9095,1442.6455,1611.5867,1615.6125,1302.1843,1108.4539,1261.0768,1113.9922,891.4379,1110.2987,1082.9332,971.9979,1116.4329,874.1733,878.10126,866.57306
4,16.019,78.798,1184,1511,1073,1099,7390.1123,6911.916,7278.588,6981.8403,6878.6084,6886.3936,7303.4067,8037.583,8633.933,9022.408,10579.804,11003.574,11780.976,11602.705,11522.4,11281.916,11081.534,10715.531,10434.726,10018.773,9096.776,9271.061,8994.556,8429.683,8176.136,7719.8584,7535.906,7356.8877,6463.859,5986.9707,5451.2197,4900.0986,4981.3735,4524.346,4274.291,4229.886,4199.873,3788.7974,4127.78,4307.7217,3617.7185,3966.3555,3708.7979,3691.6074,9659.257,8341.899,7575.7075,6364.615,5087.573,4392.925,4236.401,3679.3574,3296.2283,3194.2258,2976.4036,2653.699,2506.0945,2560.3894,2207.5203,2397.0627,2593.1804,2596.6711,2593.2542,2396.6091,2435.323,2412.8333,2322.4692,2329.19,2431.7185,2336.8223,2214.6975,2238.724,2409.1948,2091.5066,1629.6897,1766.1245,1595.8433,1936.659,1709.0201,1500.0594,1471.742,1510.3715,1456.9983,1720.5457,1419.6318,1189.2688,1274.5702,1247.415,1295.5238,1118.9946,1053.2852,948.6083,889.86163
4,21.939,28.105,280,319,171,181,11195.533,11757.691,12161.226,10991.212,10452.099,9903.114,9738.567,10075.499,10339.548,10419.936,12083.08,12711.613,12726.759,12375.783,12262.405,12175.505,11742.238,10996.463,10627.652,10167.531,9476.69,9159.667,8839.501,8143.14,7722.856,7478.247,7062.194,6731.856,6384.858,5990.2783,5386.292,5227.8315,4851.6895,4966.761,4732.949,4538.3745,4091.6255,3968.7246,3550.8755,3610.4229,3712.1545,3687.8047,3445.0964,3352.811,9443.425,8574.267,7285.114,6290.8687,5358.169,5041.5693,4281.2075,3686.5066,3555.3562,3474.6372,3309.1765,2939.6863,2520.6492,2323.0273,2409.2617,2569.7207,2580.4907,2363.009,2485.243,2484.705,2607.6997,2703.3435,2670.512,2654.4944,2661.4338,2622.2458,2514.0164,2429.0828,2393.01,2193.346,2017.228,1766.1245,1544.693,1860.3402,1809.539,1713.4144,1635.5555,1551.2521,1457.5459,1428.5844,1437.714,1320.3109,1165.5638,1329.8704,1370.2478,1404.9368,903.7726,1210.8223,913.4677
0,18.502,-7.649,1831,1730,1536,1783,8779.717,7879.6733,8169.661,8570.949,8254.777,8173.97,8401.449,8589.778,8874.742,9565.828,10680.53,11366.358,12389.282,11777.578,11522.4,11125.167,10818.34,10667.371,10296.064,9895.915,9217.195,9208.975,8280.665,8235.063,8030.9834,7893.3237,6956.5044,6841.6655,6168.324,6010.9033,5272.92,4716.6143,3943.0796,4069.359,4082.7263,4200.673,3562.839,3901.2815,4046.6455,4152.697,3816.7551,3637.0042,3406.7178,3301.2036,9480.454,8668.916,7432.038,6365.554,5018.9775,4491.4966,3702.553,3604.5872,3201.0696,3171.8003,2930.774,2932.1807,2725.4063,2791.746,3131.51,3148.3003,3445.3337,3608.0825,3460.1787,3317.7188,3194.7695,3189.7039,2957.9485,2872.6052,2913.843,2460.8936,2477.7874,2689.4019,2440.7195,2363.3167,2155.3394,2355.2449,1951.6111,1937.5431,2278.581,1943.3685,1886.8981,2163.9607,1885.8849,2030.1216,1740.1213,1623.2556,1631.1453,1804.9719,1421.8307,1955.2764,2049.044,1582.9513,1363.0785
3,14.265,-69.118,2393,2502,1631,2659,8394.362,7473.948,8143.991,8163.9863,8006.89,8670.845,8977.519,9726.858,9890.007,11052.009,12182.075,12745.263,12690.098,12158.341,11354.244,10749.754,10794.462,10241.379,10065.367,9895.915,9604.694,9271.061,9103.439,8354.505,8136.2837,7739.013,7358.2886,6982.1597,6235.732,5986.9707,5604.7324,4934.469,4416.0493,4572.7866,4399.8267,4435.3516,4130.7847,4065.856,3726.5408,3814.3003,2965.8948,3023.6274,3143.6965,2892.21,9621.871,8925.985,7664.209,6505.931,5368.1577,4133.547,3794.1558,3392.3477,3019.0164,3060.3442,2751.9773,2376.446,2371.8723,2213.6213,2158.4521,2245.588,2186.2117,2091.5837,2306.9312,2297.9697,2255.5444,2368.2634,2378.4229,2283.162,2175.6428,2241.1099,1891.1431,1592.1421,1928.2448,1979.7413,1797.9014,1605.6293,1674.5804,1629.9097,1469.0488,1494.6251,1471.742,1408.8977,1283.8718,1412.6078,1233.3375,1109.7988,1067.149,1137.527,1038.5316,1117.3727,922.00806,774.78406,954.034
