DYRK1A_N,ITSN1_N,BDNF_N,NR1_N,NR2A_N,pAKT_N,pBRAF_N,pCAMKII_N,pCREB_N,pELK_N,pERK_N,pJNK_N,PKCA_N,pMEK_N,pNR1_N,pNR2A_N,pNR2B_N,pPKCAB_N,pRSK_N,AKT_N,BRAF_N,CAMKII_N,CREB_N,ELK_N,ERK_N,GSK3B_N,JNK_N,MEK_N,TRKA_N,RSK_N,APP_N,Bcatenin_N,SOD1_N,MTOR_N,P38_N,pMTOR_N,DSCR1_N,AMPKA_N,NR2B_N,pNUMB_N,RAPTOR_N,TIAM1_N,pP70S6_N,NUMB_N,P70S6_N,pGSK3B_N,pPKCG_N,CDK5_N,S6_N,ADARB1_N,AcetylH3K9_N,RRP1_N,BAX_N,ARC_N,ERBB4_N,nNOS_N,Tau_N,GFAP_N,GluR3_N,GluR4_N,IL1B_N,P3525_N,pCASP9_N,PSD95_N,SNCA_N,Ubiquitin_N,pGSK3B_Tyr216_N,SHH_N,BAD_N,BCL2_N,pS6_N,pCFOS_N,SYP_N,H3AcK18_N,EGR1_N,H3MeK4_N,CaNA_N,Genotype,Treatment,Behavior,class
0.252401537,0.390374332,0.255778894,2.017604058,3.542553191,0.190876799,0.139235788,3.076353276,0.150236327,0.871151825,0.297737049,0.26193626,0.262360296,0.234283914,0.734135286,0.619645969,1.4759788,1.213891174,0.409223584,0.652931507,0.239441931,0.294019175,0.142473519,1.028134557,1.937024973,0.920969245,0.219417976,0.227695764,0.568185557,0.134170854,0.337440918,2.074924835,0.620501774,0.409056886,0.411369991,0.710800508,0.486738351,0.301399689,0.446292948,0.294317727,0.237652682,0.349715468,0.299480343,0.147897623,0.878221175,0.137088633,1.078396072,0.259232527,0.520061298,0.97765722,0.257730718,0.147936893,0.166377171,0.118546625,0.153059776,0.156681742,0.246506744,0.098368663,0.220925553,0.103804673,0.584556302,0.26317964,1.310157663,2.232864675,0.154893692,1.1106229,0.788990826,0.262114537,0.140484003,0.130244682,0.118546625,0.116283839,0.352391369,0.166732299,0.204542382,0.165391459,1.373371781,Ts65Dn,Saline,S/C,c-SC-s
0.305080514,0.473040578,0.303225806,2.414510584,3.437269826,0.254381306,0.19027611,3.607525656,0.23790276,1.519417476,0.308266667,0.329319372,0.308871105,0.295426452,0.838557214,0.81792,1.748484274,1.139648438,0.468918535,0.746281343,0.264333782,0.378636147,0.197984672,1.242838196,2.451390059,1.036671837,0.228402658,0.294527363,0.651709788,0.15306834,0.370492294,2.261255116,0.857208238,0.430788139,0.4002002,0.751029145,0.631923857,0.367718447,0.572568136,0.329689053,0.355818182,0.455921402,0.383950617,0.178311499,1.004684893,0.158505269,1.453024319,0.281787151,0.382294866,1.17171444,0.108130833,0.160891089,0.173576172,0.147867747,0.164305574,0.20651264,0.189605881,0.11929107,0.236259229,0.145924868,0.572818909,0.279506326,1.592678406,2.430856856,0.190420712,1.429573849,0.819309687,0.226164596,0.130458855,0.134686347,0.147867747,0.126301017,0.424227915,0.12540823,0.18371148,0.166484998,1.284453303,Control,Memantine,S/C,c-SC-m
0.301658449,0.523849879,0.291023764,2.459325739,3.572341397,0.19499761,0.155863582,3.374988548,0.195833333,1.282935238,0.529776675,0.277096711,0.340939597,0.244067797,0.888016745,0.845512557,1.653949545,2.059013743,0.508143958,0.665355363,0.271151653,0.327439816,0.150764526,1.355849688,2.592929293,1.180513595,0.227254902,0.247744946,0.701077199,0.146870555,0.352159468,2.066666667,0.287300399,0.42155083,0.329793802,0.688387636,0.510731374,0.323942068,0.536580497,0.315605531,0.264736387,0.355549826,0.459581835,0.205510843,0.88687639,0.161768635,2.024112707,0.287461261,0.512706987,1.015768018,0.308091013,0.148826291,0.187927816,0.106532472,0.146501354,0.173397308,0.177496527,0.114820435,0.245076226,0.120110562,0.55724554,0.327625409,1.497843211,2.477298821,0.124104778,1.043181959,0.908081732,0.203703704,0.150216113,0.114324737,0.106532472,0.117728945,0.396690975,0.173370629,0.145681101,0.152813959,1.842434694,Control,Saline,C/S,c-CS-s
0.481457385,0.636506865,0.23562371,1.739886652,2.545539555,0.187888199,0.194053929,1.829006845,0.177909076,1.317702596,0.53505029,0.251772592,0.247292003,0.203504673,0.688622754,0.519530746,1.217862301,1.059220029,0.387140903,0.566132663,0.333170779,0.304146279,0.157711096,0.902952095,1.597017707,0.887456491,0.203818278,0.199219512,0.540241449,0.144953155,0.390616375,1.508709677,0.292244176,0.427119294,0.325497878,0.710800508,0.606252397,0.317786415,0.507082153,0.330523089,0.327827192,0.418822647,0.378509415,0.18665895,0.833317275,0.147492625,1.180189673,0.264854861,0.527087514,0.634994622,0.273455917,0.185513137,0.182678311,0.102180419,0.151114277,0.162961635,0.175638435,0.130023048,0.181987306,0.09179395,0.568468638,0.321597931,1.309002433,2.175435026,0.167828216,0.989320388,0.863269381,0.236705271,0.192412703,0.165947932,0.102180419,0.143759178,0.284261665,0.20795912,0.238494247,0.23609175,1.189840881,Ts65Dn,Saline,C/S,t-CS-s
0.22501436,0.369959839,0.234618182,1.742963653,2.52805219,0.199491741,0.143453815,3.286471537,0.163511808,0.853280725,0.28321046,0.285932542,0.247292003,0.224557307,0.688622754,0.642453442,1.232730103,0.837914938,0.406921241,0.619186612,0.219641118,0.273315068,0.165113368,0.834844869,1.576,0.744665461,0.180519171,0.25188755,0.494828958,0.142730758,0.287852305,1.57814096,0.521282688,0.357109005,0.362248996,0.718774861,0.506294964,0.299791449,0.440634266,0.281072797,0.227280939,0.333260274,0.436614095,0.199117167,0.871895228,0.165811866,1.09260511,0.296950661,0.324740614,0.829589355,0.203021883,0.157383307,0.202106089,0.136804565,0.163158481,0.20452634,0.193035776,0.11541471,0.220925553,0.090721366,0.608928182,0.32998776,1.630265809,2.357851091,0.176681079,1.340085592,0.938006372,0.243078219,0.182025678,0.184583333,0.136804565,0.12858384,0.470305348,0.172522413,0.265138889,0.217907021,1.341261291,Control,Saline,S/C,c-SC-s
0.629769299,0.741792369,0.290728044,2.149200131,3.704456328,0.178052409,0.145113269,1.81000899,0.190731454,1.565386059,0.808745583,0.268290249,0.236569149,0.210079777,0.767602166,0.569046031,1.561074506,1.222074114,0.325788062,0.665850473,0.430291262,0.328372093,0.138947158,1.028134557,2.608880183,1.241241112,0.236086404,0.258549932,0.704358427,0.164418572,0.454956753,1.764831641,0.296744186,0.374005891,0.309864506,0.694692502,0.569449838,0.340593316,0.485695276,0.371790757,0.266881413,0.417087379,0.196414817,0.203190277,0.989428076,0.14653094,0.734511914,0.289516191,0.559687831,0.918335662,0.091272161,0.155581701,0.183876011,0.114619537,0.140195622,0.168864249,0.199064385,0.115739189,0.187356848,0.122135977,0.469176665,0.238610904,1.589038969,1.780999433,0.149821495,1.04415362,0.741454104,0.198286996,0.123582042,0.112241476,0.114619537,0.119953052,0.352391369,0.103420913,0.150231435,0.136391865,1.217768523,Ts65Dn,Saline,C/S,t-CS-s
0.35694374,0.518294052,0.267685521,2.172680006,3.293654085,0.191429022,0.154287854,2.549541284,0.19232124,1.020024029,0.501685183,0.268385225,0.316927323,0.225519785,0.791928589,0.477655373,1.407711651,1.918953488,0.44116095,0.546906637,0.295510662,0.301779076,0.157790698,1.10200566,2.755472753,1.137493825,0.215522118,0.226471691,0.614049319,0.137447194,0.338584711,2.081886412,0.27017673,0.411152094,0.371564268,0.654140961,0.442709867,0.32065953,0.52965069,0.346289753,0.255093555,0.358102889,0.261993383,0.193992095,0.858589911,0.173349563,2.124963014,0.309736711,0.526633633,1.000293974,0.233573141,0.173865961,0.198836304,0.095892019,0.135059264,0.156681742,0.171489061,0.126346481,0.230503265,0.104929052,0.437009459,0.305852299,1.401225837,2.004706621,0.143991056,1.131543013,0.950072838,0.218459694,0.146644342,0.110316514,0.095892019,0.130476273,0.365213131,0.156309038,0.160939431,0.161871227,1.42505608,Control,Saline,C/S,c-CS-s
0.853105838,1.046803404,0.378001183,2.557313376,4.601655516,0.222056878,0.173975672,3.923115079,0.220355257,1.966292135,1.168706151,0.326153846,0.379507261,0.287205953,0.830209482,0.645528764,1.564831438,2.666762631,0.565786603,0.708780721,0.649848393,0.350074168,0.180993314,1.592079424,3.763896848,1.590684301,0.271687321,0.309769563,0.837963488,0.179775281,0.517481185,2.275525088,0.343294201,0.464707192,0.40322032,0.772987872,0.626922347,0.408776505,0.567951318,0.419959653,0.328348778,0.504566467,0.72126762,0.236491228,1.061181006,0.18474222,2.196265071,0.319572905,0.425263305,1.905361659,0.130450548,0.162577882,0.203692639,0.123948674,0.157361428,0.210798449,0.192088702,0.11712996,0.215828498,0.12394532,0.507619839,0.335172515,1.669122807,2.119813717,0.162039925,1.229307683,0.923402985,0.259594318,0.160132704,0.111823683,0.123948674,0.117043847,0.759588439,0.11387606,0.15789997,0.150856768,1.878443114,Ts65Dn,Memantine,C/S,t-CS-m
0.486174589,0.867263629,0.381948424,2.598103944,4.36699601,0.209716524,0.175734494,2.005811918,0.211168338,1.457932835,0.539050191,0.329010294,0.353963706,0.270206097,0.960809209,0.731242895,1.699570106,2.081097886,0.388645985,0.700130533,0.397910731,0.397230465,0.181876299,1.592079424,3.763896848,1.436411358,0.265168539,0.309769563,0.777830133,0.171871128,0.441889528,2.424311927,0.317687258,0.44047423,0.292898507,0.730190438,0.600227359,0.385768863,0.527561901,0.37890625,0.273449789,0.41366298,0.327255461,0.226726727,1.108747502,0.192842632,2.143397091,0.358515448,0.477431363,1.893657789,0.121490954,0.168208157,0.199570114,0.123888742,0.167412901,0.182973033,0.184876211,0.127231638,0.204636934,0.121257058,0.523995891,0.311459504,1.639830508,2.274556317,0.155882722,1.15959489,0.922676246,0.198386236,0.123419322,0.098315549,0.123888742,0.106970279,0.545445608,0.093715996,0.13021283,0.125055302,1.896805745,Ts65Dn,Saline,C/S,t-CS-s
0.267213395,0.401483313,0.295701085,2.118390422,2.923463238,0.262757872,0.202727273,5.705067985,0.223388306,1.321728318,0.385663204,0.395222584,0.304800957,0.275051975,0.815828041,1.163525889,1.576872536,1.719607843,0.479328567,0.58255095,0.267515924,0.418898175,0.212380573,0.996317211,1.817066667,1.0086727,0.223512337,0.269871073,0.731377757,0.162052117,0.363912977,1.767682835,0.548735576,0.43559377,0.448611994,0.899825213,0.617845539,0.375,0.560915105,0.330322581,0.347168045,0.469387755,0.439017464,0.141748004,1.059257236,0.153124258,1.533353859,0.303692308,0.334137515,0.824111015,0.155057675,0.167153818,0.171761695,0.133318545,0.172957557,0.191241291,0.209360845,0.122416987,0.309911326,0.176574978,0.545001039,0.277755484,1.838138925,2.723730482,0.199034982,1.472356297,0.791542782,0.195173067,0.235017258,0.212547323,0.133318545,0.180851064,0.510048056,0.174341401,0.360692103,0.236000579,1.185527816,Control,Memantine,S/C,c-SC-m
0.440089191,0.761387246,0.278250901,2.180356216,3.275431972,0.181284991,0.140201005,2.655,0.178592904,1.16019656,0.463619964,0.248023256,0.295571576,0.197405005,0.792788879,0.519530746,1.43439567,1.624288107,0.359642497,0.577920883,0.308324769,0.306632214,0.145539906,0.973309251,2.014744749,1.165669345,0.203818278,0.223259951,0.627636999,0.13301419,0.421505376,1.796601168,0.280583614,0.422079362,0.325497878,0.656828102,0.429464823,0.319551635,0.484015704,0.346289753,0.262136986,0.385753781,0.524415941,0.20147702,0.879178122,0.14653094,2.088050314,0.289516191,0.712649017,1.235315534,0.138120266,0.14881358,0.202508194,0.097997893,0.141796407,0.144561173,0.21419334,0.111976048,0.239002588,0.130594053,0.52771582,0.306075592,1.410473213,2.001106863,0.140395565,1.081477224,0.893277978,0.211781954,0.145026948,0.107321028,0.097997893,0.12694704,0.403179083,0.103073413,0.14940048,0.186210305,1.493154095,Ts65Dn,Saline,C/S,t-CS-s
0.296766423,0.611385029,0.323672384,2.659054438,5.242281879,0.283847185,0.187612581,2.825774878,0.22496,1.267245249,0.300489396,0.329319372,0.317578773,0.307180624,0.932425488,0.79959718,1.692682495,1.296876762,0.417920124,0.8088,0.25415568,0.413857291,0.192630899,1.304433647,2.914278563,1.177125966,0.263699308,0.292947559,0.689644701,0.167244007,0.421598478,2.45391595,0.866583823,0.44047423,0.422050459,0.719685487,0.583333333,0.390656416,0.541715629,0.312152649,0.365269461,0.475754422,0.368757335,0.175541682,1.022938019,0.155154532,1.219848687,0.282933042,0.418376748,1.550844781,0.141266913,0.156473977,0.187366875,0.136804565,0.181033613,0.190178683,0.170320941,0.117279293,0.211315931,0.115880274,0.562916503,0.289220779,1.32029135,2.477298821,0.16827029,1.279819471,0.810693494,0.250310669,0.152528833,0.146620707,0.136804565,0.152010376,0.46783335,0.166867309,0.208973234,0.174059382,1.424585876,Control,Saline,S/C,c-SC-s
0.599744944,0.805064675,0.321734378,2.179449809,3.704456328,0.253064167,0.192868329,4.979812545,0.196567506,1.647588103,0.811886901,0.295595432,0.311148365,0.271122081,0.745126617,0.598709677,1.447518589,1.550235764,0.485030759,0.580810176,0.566843345,0.364165454,0.223767944,0.878168075,2.036700719,1.369883041,0.254,0.268108108,0.683256617,0.187240195,0.442338533,1.908693652,0.311798424,0.435716802,0.375608824,0.682579787,0.603903144,0.334367887,0.553472988,0.338695598,0.314245149,0.417120425,0.508906306,0.181200803,0.87433208,0.179209784,1.949570977,0.294398204,0.566129698,1.223396366,0.283844189,0.157012674,0.172352223,0.112697448,0.163631828,0.164534668,0.187930222,0.120523681,0.187204874,0.119396903,0.478458921,0.283830543,1.409322426,1.997595865,0.131327084,1.238448764,0.924967399,0.222557671,0.196454135,0.173868965,0.112697448,0.147988506,0.420657727,0.237846154,0.200754619,0.266446951,1.493154095,Ts65Dn,Memantine,C/S,t-CS-m
0.567562267,0.717570607,0.305586153,2.377734628,4.168802589,0.219430218,0.179882649,3.82966443,0.196309028,1.72867765,0.847396942,0.298381216,0.304538799,0.266388309,0.889002334,0.827651007,1.690428804,1.693378039,0.422560754,0.70420712,0.382651336,0.361920809,0.181429872,1.275901221,2.83207866,1.313172231,0.234578627,0.247744946,0.707029053,0.166388309,0.409374304,2.157156863,0.326688027,0.57309008,0.560566753,0.829343489,0.590191315,0.417824717,0.643066884,0.329933848,0.332902893,0.438231272,0.246821747,0.154718643,0.938062356,0.153359684,1.862368101,0.322498456,0.400593105,0.983969367,0.109809663,0.178302361,0.17581499,0.112977513,0.152534509,0.186570743,0.18126428,0.137926829,0.181832695,0.108113529,0.492626568,0.267939815,1.528356137,2.407210348,0.172228656,1.155521706,0.918983131,0.195027446,0.12592,0.104006034,0.112977513,0.099636706,0.466408369,0.098376623,0.138827229,0.13610586,2.059279063,Ts65Dn,Memantine,C/S,t-CS-m
0.718597506,0.908283032,0.26981254,1.962249515,3.038262942,0.186014703,0.186113576,2.542285601,0.176152459,1.88392768,0.861059546,0.283984521,0.249499666,0.231928251,0.681128293,0.709410824,1.261149228,0.865960744,0.387418489,0.494250776,0.594828701,0.33071506,0.159427208,0.987707261,2.090398733,1.24723779,0.206027605,0.226471691,0.533847685,0.144403501,0.407531597,1.682478055,0.302414231,0.475511876,0.352740283,0.638041042,0.588132635,0.363622022,0.521976985,0.311787749,0.299293758,0.463096756,0.261279858,0.163043478,1.137690865,0.132991703,0.803371553,0.253652441,0.395661527,1.159770284,0.084760274,0.135548917,0.161822029,0.115989653,0.130979214,0.214647726,0.21419334,0.09766203,0.201695884,0.101935329,0.470662065,0.24396618,1.191390803,1.997397415,0.11833412,0.956079917,0.796033356,0.183275563,0.127605689,0.112818289,0.115989653,0.136872563,0.344174757,0.093495494,0.161743341,0.150858242,1.552644192,Ts65Dn,Memantine,C/S,t-CS-m
0.423008625,0.679699674,0.288591372,1.933300149,2.798398719,0.229356096,0.166191833,1.432354357,0.190731454,1.417249417,0.547227106,0.303870968,0.304553265,0.264914404,0.726357678,0.597091258,1.286307054,2.201523869,0.463317384,0.635636364,0.367905458,0.307201277,0.158395297,0.90063234,1.981414141,1.105066368,0.233829335,0.282493836,0.683018084,0.147649301,0.442338533,1.743215031,0.310781632,0.384282971,0.309639564,0.633368201,0.567844015,0.328030434,0.459521619,0.343649039,0.286672255,0.375856539,0.330192099,0.168887963,0.879178122,0.175163687,2.149955969,0.307555239,0.476639712,0.907863724,0.11205074,0.148826291,0.166208611,0.093347318,0.151068312,0.152729529,0.146330414,0.123685435,0.190004715,0.107439778,0.484670177,0.275700007,1.224839771,1.978190166,0.174876847,1.187212631,0.909149693,0.206220657,0.173061505,0.115291435,0.093347318,0.12711039,0.508202632,0.171058936,0.140209705,0.152813959,1.66557561,Ts65Dn,Saline,C/S,t-CS-s
