species,island,culmen_length_mm,culmen_depth_mm,flipper_length_mm,body_mass_g,sex
Gentoo,Biscoe,40.00806928708428,14.548940672875581,225.33783628123464,5346.629865374267,FEMALE
Gentoo,Torgersen,38.448635579809654,17.258184317907805,196.46663377726395,3977.6657232589587,FEMALE
Gentoo,Biscoe,46.683459255136476,18.06314850681101,226.97021101232497,5250.207188890575,MALE
Chinstrap,Dream,48.193807923009075,18.42052674287424,202.49724864952742,3736.899010882042,MALE
Adelie,Dream,47.67400211739357,17.84335118397957,190.52195523567462,3940.5530271204652,MALE
Gentoo,Biscoe,44.171414287648496,14.46320131908996,223.53236705016593,5115.586971791144,MALE
Adelie,Dream,36.33164005644462,17.88558375662482,202.36255802679403,3535.2010007274416,FEMALE
Adelie,Dream,39.135385302334726,19.840360465075783,199.61808953023305,4442.690184177098,MALE
Gentoo,Biscoe,45.18952768701826,13.64838487822187,225.00055839913284,5168.006158317993,FEMALE
Chinstrap,Dream,44.06337552875837,19.287384597036958,198.47315517970208,3775.6436095363783,MALE
Adelie,Biscoe,36.916867616298006,15.571200172499033,197.228847650404,3268.762711939071,FEMALE
Gentoo,Biscoe,43.33315395864633,13.1,219.96339186490428,5106.543662704148,FEMALE
Gentoo,Biscoe,45.153349708957236,13.682020398504545,210.94232557520505,5014.749490543868,FEMALE
Chinstrap,Dream,46.28752578246724,18.5577934406652,195.10081502353273,3546.957499957847,FEMALE
Adelie,Biscoe,38.875571391194036,17.895514647017635,195.32692947069125,5525.4111563074175,MALE
Gentoo,Biscoe,44.94215188867348,13.373980787705504,211.22407903916766,4588.833048424967,FEMALE
Adelie,Dream,38.0039858120335,18.314790910280063,191.3785534349711,5421.715629733119,MALE
Adelie,Torgersen,33.67240995852131,15.878656476225395,189.89672540250893,3373.687311104993,FEMALE
Gentoo,Biscoe,48.87229971018337,13.1,217.50495359990168,4728.169632288443,FEMALE
Adelie,Biscoe,33.22911413728209,17.253308526150267,193.1122152123521,3620.723943917486,FEMALE
Adelie,Torgersen,32.787953825208575,16.29556537461591,187.5902894923721,3636.370622316136,FEMALE
Gentoo,Biscoe,47.7783912730779,18.030465855862218,219.36024467790142,5490.139413806393,MALE
Adelie,Torgersen,37.90350231754144,16.94058120777425,189.1653363694809,3423.8252184149833,FEMALE
Adelie,Biscoe,38.45186439873953,18.481682227733952,231.0,5058.446542875338,MALE
Adelie,Dream,39.55975039503476,17.246551570012066,198.29769208731747,3792.581221119233,FEMALE
Gentoo,Biscoe,37.811662558903166,13.1,220.52872356870074,5134.851099377873,FEMALE
Adelie,Biscoe,38.63833829686348,17.525716255053858,199.94427475574867,4909.72567125678,MALE
Gentoo,Biscoe,40.70451682063559,17.954929562159727,231.0,5061.048995065457,MALE
Gentoo,Dream,46.05098691222027,13.64505608155679,213.42968955208232,5007.230255807939,FEMALE
Adelie,Torgersen,35.743359434724724,17.69360680720848,188.96758368123943,3664.021098344191,FEMALE
Gentoo,Biscoe,48.0270918395563,16.255443428678515,224.81383778001265,5658.363596910966,MALE
Adelie,Biscoe,41.49787672939517,15.975003311540759,203.69449515743955,5017.764034231277,MALE
Adelie,Torgersen,38.560778669241024,17.47721927494173,200.9207993472631,3648.971780001373,FEMALE
Adelie,Torgersen,37.73193143624743,17.82028380593072,200.86725213394502,4963.925527994456,FEMALE
Adelie,Torgersen,34.68002294288084,17.26289941892304,196.20095652782828,3515.1441135446016,FEMALE
Chinstrap,Dream,47.8205362575449,19.296426586435523,196.3332774211595,3573.34019040573,FEMALE
Gentoo,Biscoe,45.252600897781946,14.744631655525332,231.0,5315.119971069587,MALE
Adelie,Biscoe,36.954349591972104,17.7240740212024,231.0,5142.590979139306,MALE
Adelie,Torgersen,40.578539077413815,17.548621890821376,193.34466937896448,4849.155845068767,MALE
Chinstrap,Dream,45.52494163115995,18.56671843661009,197.75978890158993,3578.6938485413575,FEMALE
Adelie,Biscoe,37.623850142965686,19.240094316381796,204.7679478138168,5258.091129569223,MALE
Adelie,Biscoe,39.38595043262712,16.72614521511147,194.76544148180542,4420.251454416459,FEMALE
Adelie,Biscoe,39.840101382128324,17.76037018866668,200.1741279617398,4218.982935053732,FEMALE
Adelie,Biscoe,39.751788933891554,18.22875582208444,201.31360572421272,3862.0926952579252,MALE
Adelie,Biscoe,40.92922474691253,19.662763311909078,215.1404584685435,4299.871355407049,MALE
Adelie,Torgersen,38.25443536814913,19.413817755541665,194.3871143975768,3672.933906497376,FEMALE
Gentoo,Biscoe,45.13305208962381,14.168498477761997,215.9338400477824,4984.678788720323,FEMALE
Adelie,Dream,36.67492993477743,17.376337112839547,193.9756603164706,3187.8669729394546,FEMALE
Adelie,Biscoe,43.14171078616002,13.889092160310899,222.8350333727805,3705.5021985541107,FEMALE
Adelie,Dream,32.22734963870508,17.572596474432796,195.91359783626558,3528.60167976646,FEMALE
Adelie,Biscoe,40.752603153489645,16.550327110201746,204.77794543929525,4565.79860929299,FEMALE
Adelie,Biscoe,36.04830159042438,17.923946393014564,192.8269452183299,4247.699077885184,FEMALE
Gentoo,Biscoe,45.685501882215085,16.708415020779448,227.37972271414128,5332.813963448769,FEMALE
Gentoo,Biscoe,45.54436840513929,14.785198410440541,219.23803137539196,4913.484870056945,FEMALE
Chinstrap,Dream,50.38647383626031,19.368044650978863,194.7058564776354,3643.9403184719577,MALE
Gentoo,Dream,40.67644349780723,18.555682495533308,200.83141598210892,5302.870855809244,MALE
Chinstrap,Biscoe,48.82135199771125,17.846712837424175,231.0,5250.340578628737,MALE
Adelie,Dream,36.63903550955117,19.377477657113424,196.91359513066828,3656.1900299547674,MALE
Chinstrap,Dream,45.16613314703734,17.873175479220734,231.0,6197.12309347348,MALE
Chinstrap,Dream,47.26084110992128,18.203134917809297,195.83564596450404,3472.105836314695,FEMALE
Gentoo,Biscoe,48.48376145098716,14.356814542427749,227.76506733672497,5281.222934010766,MALE
Chinstrap,Dream,47.434103763007954,19.603642983479244,201.23853057192485,5320.030074929196,MALE
Adelie,Dream,35.69199282488861,16.68984671089379,197.71998588444836,3774.1906873723137,FEMALE
Chinstrap,Dream,46.657965826039465,18.190125646903073,192.1907279475016,4027.2645884299905,MALE
Gentoo,Biscoe,47.364070578892466,13.919124054985037,215.69145238759856,3653.176585023423,FEMALE
Gentoo,Biscoe,47.8419130959446,13.838246049271596,226.81740180843025,5581.81724251712,FEMALE
Gentoo,Biscoe,45.993621839833736,14.094502456231826,221.2790144515844,5233.088833026962,FEMALE
Gentoo,Biscoe,44.913262145237745,14.390412820632084,213.88647160485968,5373.631444109265,FEMALE
Gentoo,Biscoe,45.606778215804724,13.1,221.17847608036374,4851.143858128452,.
Gentoo,Biscoe,45.67079666220866,19.177755032248463,231.0,5295.127406722403,MALE
Adelie,Torgersen,38.5713853733254,18.852853111808596,194.93691661684767,3510.6001548012196,MALE
Chinstrap,Dream,48.032788059305496,18.569322125142754,200.72420906460937,3641.145723096056,MALE
Chinstrap,Biscoe,44.589702857066435,15.89602104654173,190.0272692917335,3281.9511681730287,FEMALE
Gentoo,Biscoe,46.201598612942504,14.780466672427538,224.29821931391362,4817.976214556483,MALE
Chinstrap,Dream,46.89336925729871,17.719550767641497,197.68088671638918,3699.8193953916984,MALE
Adelie,Biscoe,40.480058709294426,15.759019842883166,199.01195126165732,4209.7931364363585,FEMALE
Gentoo,Biscoe,50.15607774489963,17.999600225413193,227.96270705434765,5379.561160728797,MALE
Gentoo,Dream,38.707802842729095,19.847437089079424,200.470057832139,4940.745777771506,MALE
Chinstrap,Dream,49.42946671887236,19.981911639175816,203.62255178203424,3531.4389191466826,MALE
Gentoo,Biscoe,47.61205309015088,14.15176616912954,231.0,5250.797341889372,FEMALE
Gentoo,Biscoe,48.084916642483236,14.537583749176244,225.8917809050576,5768.2007917990895,FEMALE
Adelie,Dream,39.566827398352025,19.176782397590628,203.49758302592682,3786.3777374617084,MALE
Gentoo,Biscoe,48.06714491529549,13.435918058865495,231.0,5562.418731668662,MALE
Adelie,Torgersen,47.18649793093179,19.373969411338713,197.61955810383753,3286.4372557652805,MALE
Chinstrap,Dream,38.686549189495885,19.528571664757926,201.61646237575874,4001.0291337008666,MALE
Chinstrap,Dream,49.663893159560295,17.56882129352776,199.93323268385166,5319.33192223895,MALE
Gentoo,Biscoe,46.81822656158339,13.738070723435737,221.81707257057397,4942.218638732418,FEMALE
Adelie,Biscoe,38.15660491870574,17.237973581947422,197.71886175700163,3889.797857982242,MALE
Gentoo,Biscoe,45.70952238654305,18.63384035393199,229.56276924826082,5181.403713227447,MALE
Chinstrap,Dream,51.07707249623776,17.92825382792582,209.98558028018368,4067.887852736696,MALE
Gentoo,Biscoe,46.328943467252756,14.58201501485742,222.66867780598463,5016.623211596179,MALE
Adelie,Torgersen,38.11936589109898,16.9313358429379,190.50961131639056,3584.146571627977,FEMALE
Adelie,Dream,32.97150956500824,16.79217781588898,194.75791162464128,3822.606722395398,FEMALE
Gentoo,Biscoe,35.48047137217377,13.22415526141207,210.67501268234778,4981.556006159865,FEMALE
Adelie,Dream,34.821866716040944,17.605113449565362,194.5580059862655,3667.3372020878282,MALE
Chinstrap,Dream,35.86020120062391,16.393787843995554,193.50022334620942,3624.7860865033394,FEMALE
Adelie,Dream,34.7700008240228,16.852894614243294,186.91563335141677,3724.1607689092525,FEMALE
Adelie,Dream,35.899320446350316,18.347313415729015,191.84852522412214,3354.594855562502,FEMALE
Adelie,Biscoe,38.686977847239724,17.24686640858714,226.1053859454456,5106.22851334898,FEMALE
Adelie,Dream,41.339851311115176,18.6172298149927,193.49497728792684,4961.177782181956,MALE
Adelie,Torgersen,35.274191686991024,16.93667423397732,194.46967214524247,3891.7398530355918,FEMALE
Adelie,Dream,39.58866921190638,17.7946690551062,199.30680153224316,3743.5267307287495,MALE
Gentoo,Biscoe,45.48717836391124,14.606740881075895,231.0,4996.458896461997,FEMALE
Gentoo,Biscoe,36.47610123647535,14.639327465026158,221.3000677533503,5169.712553442896,FEMALE
Chinstrap,Dream,48.46336156104348,18.665941036445933,195.45914256027845,3805.9637306961863,MALE
Adelie,Biscoe,40.3882819693856,17.656750208386537,198.85628187409947,5146.13754549755,MALE
Chinstrap,Biscoe,48.736773707480104,18.82868391558465,197.25243167237574,5012.54671080645,MALE
Chinstrap,Dream,49.43057839415128,17.125141340837462,228.99830899868232,5301.509728522457,MALE
Adelie,Biscoe,36.74664577042617,17.091663142192843,221.36225369420308,4723.103729214661,FEMALE
Adelie,Biscoe,36.94016246790871,16.849141632495577,192.56218664427809,3375.993547274906,FEMALE
Gentoo,Biscoe,46.656068447850885,14.320248979638455,225.0995077445467,5579.61014831162,MALE
Gentoo,Biscoe,38.752006526469934,17.385587618533386,226.5659294432794,5192.910353607305,MALE
Gentoo,Biscoe,38.227288898716814,14.897850347527761,196.93308573511328,5411.3849348863105,FEMALE
Gentoo,Biscoe,49.59386046032796,13.495696697056479,217.25389590855804,4583.844088231874,FEMALE
Chinstrap,Dream,49.71525882420199,18.158936726620837,200.88053230531034,4049.510359410967,MALE
Adelie,Biscoe,35.26228192942639,19.24258591864293,193.85297614043128,5075.661804083903,FEMALE
Gentoo,Biscoe,46.57347334205469,17.03367037517142,219.49448810619694,5176.908534247152,FEMALE
Gentoo,Dream,46.6543762553707,17.868390898737665,200.33455711895232,5137.831927659049,MALE
Adelie,Dream,38.594587565673216,17.806587510051266,198.18746744617178,3347.792871383238,MALE
Adelie,Dream,37.55442818906894,17.982045560207577,202.49283182076863,4243.356864737037,MALE
Adelie,Torgersen,32.1,15.827228428428935,184.6287273003491,2925.6218646996035,FEMALE
Adelie,Torgersen,35.25016703503209,17.67125233367679,192.4116701585066,3640.2342581752246,FEMALE
Adelie,Biscoe,32.76076380766115,16.720014820452214,193.5145169118279,3844.62899060584,FEMALE
Gentoo,Biscoe,47.36791840053905,14.000605089122846,218.476984659722,4715.837429020164,FEMALE
Gentoo,Biscoe,45.52569667413617,15.161579141081027,227.41519547506653,3692.4343776350925,MALE
Adelie,Torgersen,36.1759791008936,17.892009322184677,182.97091585643528,2981.5834505452285,FEMALE
Gentoo,Biscoe,39.8297395303127,13.981150531186215,218.00718615388965,5679.8209093732585,FEMALE
Gentoo,Biscoe,43.9815141803212,13.1,217.61965527200283,5485.9682706976155,FEMALE
Adelie,Biscoe,48.97993748346647,17.473338550674686,224.76623081080055,4113.32626655252,FEMALE
Gentoo,Biscoe,42.863134435399964,18.169814050823963,227.6959318123834,4993.4495871719,MALE
Adelie,Biscoe,41.67628110094361,17.68591468235866,231.0,5299.067426811763,MALE
Adelie,Biscoe,40.49130533598047,19.451419077672927,202.0941181111211,4915.544269624777,MALE
Adelie,Dream,46.55027887443755,18.417115121852717,195.33648103864914,3258.4625605525516,MALE
Adelie,Torgersen,36.766467725048656,17.425933535427475,191.1501418599355,3504.2834866823696,FEMALE
Adelie,Dream,35.07773388367444,18.683483083183173,204.77718612596777,3999.3759006186647,MALE
Adelie,Biscoe,37.57266902550012,16.812806830708382,196.15139024117354,3311.2014038486277,FEMALE
Adelie,Biscoe,36.71770165914039,17.104495657177125,194.2848932079417,3481.0464381501706,FEMALE
Gentoo,Biscoe,48.70932262245958,17.985059894204813,231.0,5840.895954469901,MALE
Chinstrap,Dream,49.39513938570289,17.548692694449468,201.60760996976393,3833.9056535719496,MALE
Chinstrap,Dream,42.419840026018164,17.313941279273877,192.89504867124424,3420.5880651723155,FEMALE
Adelie,Dream,34.46430070512204,18.174722605811496,195.76275500981248,3889.8823580845237,FEMALE
Gentoo,Biscoe,44.28691137578151,13.156046713951177,221.1486430239628,5057.789198245678,FEMALE
Chinstrap,Dream,46.44224000744578,18.264415691597264,195.8898079716377,3492.1435282715975,FEMALE
Gentoo,Biscoe,42.879301702397214,13.698370667927087,221.15744858208745,5522.79620227908,FEMALE
Chinstrap,Dream,45.99950821013166,19.868526444319084,201.7746487463836,3828.235788060332,MALE
Gentoo,Biscoe,50.71955741729464,14.608825850973417,231.0,4341.96845762467,FEMALE
Adelie,Biscoe,38.95286016866343,17.997349347698393,202.6448733779841,5358.900139006871,MALE
Adelie,Biscoe,37.79525508942587,17.878531707477794,204.42714424437418,3782.8136516986465,MALE
Adelie,Dream,36.888511795716944,17.990066583098773,188.66408235549227,3811.51400572521,FEMALE
Gentoo,Biscoe,45.79818110489451,14.516156563390998,229.27596768341795,5875.231908162321,FEMALE
Chinstrap,Biscoe,51.42576286540317,19.203310001131772,231.0,5058.235041946367,MALE
Chinstrap,Dream,48.59139062040683,18.123389464280827,198.99401209370242,4078.717385845075,MALE
Adelie,Biscoe,37.00901090790627,13.329466240526312,183.40685857353913,2879.930695339641,FEMALE
Gentoo,Biscoe,43.57409285558067,17.3250990430947,193.4894726568959,3622.3024800511644,MALE
Adelie,Dream,35.618312195639184,18.40239614584673,192.38989614577332,3746.2048244433645,FEMALE
Gentoo,Biscoe,45.94464040616985,13.395096518282852,227.11022074705474,5550.391650526959,MALE
Adelie,Torgersen,35.187365959234974,19.339622719346224,194.8040856086987,3444.15803268857,MALE
Gentoo,Biscoe,47.544525892325794,14.287364928253023,218.10708506772187,5098.562669491873,FEMALE
Adelie,Dream,36.59770130759877,18.569249919462624,197.34282433055367,3819.9161706251625,MALE
Adelie,Torgersen,38.58432350963228,17.513765319236498,196.5186986891017,3680.3298807199467,FEMALE
Gentoo,Biscoe,44.03544230786146,15.118257660009863,231.0,6070.497999699278,FEMALE
Gentoo,Biscoe,43.75326714814118,14.3823067743748,231.0,5896.672514709819,FEMALE
Adelie,Dream,40.483820101679946,20.448777832771363,211.19616164251968,5007.0327837997065,MALE
Adelie,Biscoe,37.933051930164254,19.434536034341036,192.13012642433222,5218.318835701208,MALE
Adelie,Biscoe,37.62410552093414,14.9435065092006,198.65108838396065,3570.656547089803,FEMALE
Gentoo,Biscoe,48.72889267266634,18.449765369820998,231.0,5431.792460909976,MALE
Gentoo,Dream,45.66039974401059,13.95552856777887,226.1656675887637,5419.920001473033,FEMALE
Adelie,Torgersen,36.550570947139875,17.928817024441674,193.12855236198774,3410.43987694271,FEMALE
Adelie,Dream,37.882828523541555,17.213753366607527,200.496539275028,3882.038647509189,MALE
Chinstrap,Dream,39.651712670775325,18.43049562498279,192.56671322974728,4706.772336009032,MALE
Adelie,Biscoe,40.62123039857023,17.514303629328616,197.1813222136135,3458.8265653086496,MALE
Chinstrap,Dream,47.058385904440875,17.53075561954956,192.5176601826565,3819.1000366643175,MALE
Adelie,Biscoe,40.70445319344944,16.48963149841161,192.35646526732748,3662.284649789641,FEMALE
Gentoo,Biscoe,46.05628990147699,13.987192427920478,231.0,5690.066271584813,FEMALE
Adelie,Dream,44.87399589065008,13.481534971563502,190.07030427293276,3287.266727039567,FEMALE
Adelie,Dream,37.104399186008095,17.950603764261317,196.16304984103903,3543.1417037174756,MALE
Gentoo,Biscoe,47.9913496115258,17.929481772365804,230.65605841231996,5432.375548852297,MALE
Gentoo,Biscoe,49.990308750160004,13.581083809398084,225.745603667152,5057.234250938463,FEMALE
Gentoo,Biscoe,40.73952438296468,13.77473933241659,208.84662244601836,5094.152859944001,FEMALE
Gentoo,Biscoe,45.281778372900725,14.729200546988205,227.10925710400568,5952.048795343744,FEMALE
Gentoo,Biscoe,45.80309023192936,13.644422203788789,211.05641828495092,5099.994723322192,FEMALE
Adelie,Biscoe,40.516881030985346,18.967902425600805,207.44942689521892,4938.982387501247,MALE
Gentoo,Biscoe,44.00898711095019,16.82996389732259,228.57619487253095,5271.941878413904,MALE
Gentoo,Biscoe,47.91596458441349,14.08686630529997,231.0,5328.756339606813,MALE
Gentoo,Biscoe,47.73830509471827,14.328404877496663,220.2229482287789,5443.18681472818,MALE
Adelie,Torgersen,35.16114982009411,17.859864786598553,198.39916275197376,3863.2418966489518,FEMALE
Chinstrap,Dream,48.552058811178725,19.726902051945775,202.2713935563038,3915.5242110140534,MALE
Adelie,Torgersen,48.281971561850845,20.232250212138148,201.89006046622728,4379.657570945607,MALE
Chinstrap,Dream,50.39217843695285,18.743106981971213,231.0,5272.322692317418,MALE
Gentoo,Biscoe,49.393345948057885,13.305496535120461,217.20926689662636,5896.35237933823,FEMALE
Gentoo,Biscoe,46.13827810117723,14.139130371816414,225.3514445725109,5888.657208137312,MALE
Gentoo,Biscoe,43.12216981668179,13.1,217.55495231802527,5447.244328178629,FEMALE
