Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
1,3,female,11.70283188172111,0,1,19.807776857908635,C
1,3,male,28.179391662096542,0,0,12.118229321477179,S
0,3,male,52.63626848705714,0,0,11.324128920326793,S
0,2,male,47.603572401225634,0,0,31.817376300927453,S
0,1,male,58.29594294811808,0,0,10.938592572217551,S
1,2,male,49.737244935258495,0,0,23.590474838567882,S
1,3,female,29.70296931765226,0,0,13.676366979619575,S
1,1,female,29.16164206244978,1,0,92.18443280680233,C
1,3,male,45.0596203666956,0,0,7.205561316425216,S
0,2,male,48.159628740957324,0,0,14.632233130846519,Q
0,3,male,29.83965563270627,0,0,11.610781997793742,S
1,3,male,21.17031170767826,0,0,6.11150584884666,S
0,1,male,48.61897630877151,0,0,55.6139113860524,S
0,2,male,6.202817331354182,4,2,41.01434094713963,S
1,3,female,35.652556548812605,0,0,13.857069728394013,S
0,2,male,25.94543255561845,0,0,13.363763547216289,S
0,1,male,52.38292308394484,0,0,31.144549654229696,C
1,2,female,27.696338920818334,1,0,15.208379961056622,S
1,1,male,37.02623596854783,0,0,26.94054634258776,S
1,1,male,29.999346723333442,1,0,92.19630210345743,C
0,3,male,5.21343366193558,1,0,39.38099550595389,S
0,3,male,24.166109491266052,0,0,13.047757327114653,S
0,3,female,3.163304583029549,1,1,512.3292,S
1,2,male,36.86177560170335,0,6,429.3941869502927,C
0,3,male,26.85017793353819,0,0,9.19019458117059,S
1,2,female,3.6088613777679863,1,2,32.17401429964402,S
1,3,male,24.151957164598777,0,0,9.757584419213716,S
1,1,female,28.128077257469936,0,1,96.36742853880342,C
0,3,male,26.544269261894403,0,0,11.373054784041548,S
0,2,female,55.7221585974001,0,0,8.645068661076241,S
1,2,female,44.7856217454859,0,0,31.44093885038654,S
0,3,female,32.68234206889831,0,0,11.344740043729557,C
0,3,male,27.410885429531305,1,0,11.29334941742091,C
1,1,female,47.07311596618819,1,0,77.8724391197474,S
0,3,female,14.534953883345128,3,2,29.112611031789093,S
0,3,male,50.55798562218931,0,0,9.098643699025398,S
1,3,female,24.366272710772652,0,0,13.63697327113966,C
0,2,male,50.92648745096366,0,0,11.273025121919268,S
0,2,male,25.16586207495778,0,0,9.019855445588751,S
0,3,male,21.26863338723158,0,0,11.315827724378309,S
0,3,male,30.110087060092642,0,0,14.736555508354535,C
1,2,female,42.30481091757996,1,0,53.18883971709769,S
0,1,male,24.093446488313113,1,0,41.19739145141822,C
0,3,male,7.975290641823014,2,2,40.73080474603316,S
0,3,male,25.613127142405602,0,0,11.40587227906844,S
0,1,male,52.21729359264013,2,0,87.12354917242874,C
0,3,female,58.7097736368047,0,0,11.96652320891731,S
0,3,male,24.411027735758108,1,0,11.617653320268392,S
1,1,female,27.41109920115769,0,0,89.21022607855122,C
0,3,male,21.139875050942294,1,1,28.825101056101257,S
0,2,female,24.3612442861196,0,0,11.594170153708722,S
0,2,male,29.081741599942518,0,0,14.12326141180874,C
1,2,male,25.173448479834995,1,1,19.773995239700547,C
0,1,male,43.97197017463143,0,2,113.88162016533525,C
1,1,female,4.538102960240583,4,1,124.00155195561643,S
1,3,female,30.196465540022903,0,0,15.508463677619506,C
1,2,male,51.63350619988761,0,0,11.278399150888497,S
1,3,female,5.457902845931026,0,2,25.52373007215016,S
0,3,male,8.359697341946937,0,1,34.35597390032004,S
1,3,female,49.522462075287535,0,0,12.61963878818809,S
0,2,female,51.11193693836959,0,0,11.623146296241236,Q
1,3,male,26.66722590995796,0,0,10.93059167144697,S
1,1,female,58.06968814520484,1,0,92.78118897321562,C
0,3,male,25.921961997471417,0,0,8.259573300331116,S
1,3,male,45.1999313883841,1,2,34.4230213098315,S
0,1,male,53.53305601954966,1,0,72.06030556376831,S
0,3,male,25.38770892452931,1,0,13.242583652381612,S
0,3,male,0.9386836872440654,4,2,26.67409347403985,S
0,3,male,9.110465421103475,3,2,23.898382343459698,S
0,3,male,24.958383074395815,0,0,11.404529064593019,S
1,1,male,45.57631122227918,1,0,99.13694716654857,S
1,3,female,44.9385367837077,1,0,13.718295882041515,C
0,1,male,44.7292324078404,0,0,23.600442277213762,S
1,3,female,6.615506076565794,0,0,6.3930953975394695,S
1,2,female,38.57054608965751,0,0,13.341749819483978,S
0,3,male,21.587846762615438,1,0,95.34723566632589,C
0,1,male,47.87377461760616,0,2,31.365859095490773,S
0,2,female,31.184565911503697,0,0,8.685920348651099,S
1,2,male,25.95246407569649,1,1,24.63173299217621,S
0,3,male,51.46142626409366,0,0,11.476877952184179,S
0,3,female,25.839695949203733,1,0,11.122664816912957,S
1,1,male,54.77241693728294,0,0,29.546995362552412,S
1,3,male,38.436395124771664,0,0,8.260088402756052,S
1,1,female,29.31814795584382,1,0,107.32356094615989,C
1,2,male,25.100090995525132,1,0,8.433862614041445,S
1,3,female,27.17269555483677,0,0,11.606010984963092,S
1,3,female,6.940974974434568,0,2,31.775859698113933,S
1,1,female,43.57631362120985,1,0,70.40291185131463,S
0,3,male,30.665947100171596,2,0,13.24598677467069,S
1,1,female,27.647757107291763,0,0,100.0139007159594,C
0,1,female,40.952626595773935,0,0,103.50014040231338,S
0,3,female,24.01818781867256,0,0,7.242334844918329,S
0,3,male,48.67708255872506,0,0,7.491909749034805,S
0,3,male,25.300436105200042,0,0,8.457483548333148,S
1,2,male,52.09304574521636,0,0,14.7206831934249,C
0,3,male,27.910125474359848,0,0,7.673495148148304,S
1,2,female,6.442798392085879,0,4,39.53996512574081,S
0,3,female,28.870422450112788,0,0,32.32936718974591,S
1,3,male,28.37000444990851,0,0,9.203942746866893,S
0,3,male,27.861422032149296,0,0,16.182357842952143,C
0,2,female,24.436490055748216,0,4,14.098528465234295,S
0,3,male,28.6721559009327,0,0,13.950069221093777,C
1,1,female,34.0457993048681,1,2,94.5810360973336,S
0,3,male,50.14589975182059,2,0,70.61732400421609,S
1,3,male,26.608731911544865,0,0,12.914685575939666,S
1,2,female,36.138425067138215,1,2,64.33880523491732,S
0,3,male,27.206676029137718,0,0,15.761345341895549,S
1,2,female,22.392402999968088,0,2,36.115225889491526,S
1,3,male,6.630000444538185,1,3,10.941367918654219,C
0,3,male,25.259542099858805,0,0,6.698835035759474,S
0,3,male,27.999226409666473,0,0,13.356972359220869,C
1,1,female,46.77087962965118,0,0,85.07285841851892,C
0,3,female,26.09350912049813,0,0,7.092572369894322,S
1,3,male,37.287065723918516,1,0,29.91885474895491,S
1,1,male,45.196864300195294,0,0,37.82924577254373,S
0,1,male,52.764484133668454,1,0,37.600272368018445,C
1,3,male,42.486700706453,0,0,10.447600671454044,S
0,3,male,62.262701894612164,0,0,12.833584129508669,C
0,3,female,26.24070452241957,1,0,186.36464713571925,C
0,3,male,21.25919500135492,0,0,5.585521864270762,S
1,3,male,26.948295977188792,0,0,8.270248417490986,C
0,3,male,63.15966042563312,0,0,8.665342851616446,S
1,1,female,46.519005526377285,0,0,60.010796334700615,C
0,1,male,39.35437341240236,2,1,102.27496254621141,S
1,3,male,37.053725565313236,0,0,28.903037791385458,C
0,2,female,35.9960252509253,1,0,30.526724694446767,C
1,3,male,35.30437343233591,0,0,13.248957438444515,S
0,1,male,50.00025967182583,0,1,96.89126900570426,C
1,2,male,27.894623898586904,0,0,10.00835096820607,S
1,2,female,44.07143986028927,1,1,30.382364562871413,S
1,3,female,7.326013831614249,1,2,37.06819440356181,S
0,3,male,24.799527259541563,0,0,12.983336566810848,S
1,1,female,25.32735363867959,1,0,109.19534119215965,C
0,3,male,23.38151012523762,0,0,5.410206360799288,S
0,3,male,23.97800114862871,0,0,5.813994800387279,S
1,3,male,44.541954977831914,0,0,28.062161961710473,C
1,3,male,32.05303304656768,0,0,14.063555704036418,S
1,2,male,32.85412599928701,2,0,17.090390234598793,C
0,3,male,24.752372095192282,0,0,7.562577987401893,S
0,3,female,8.527326621658,0,0,9.13941625589321,S
1,3,male,24.922109346544232,0,0,7.409502729585226,S
1,3,female,41.3292334381321,0,0,10.585807553818846,S
0,1,male,51.924882942379305,0,2,231.33093460143283,C
1,3,female,36.278962899374854,1,0,37.08450385412017,S
0,3,female,49.02829611961084,1,4,20.02184914927036,S
1,1,female,31.279719444616543,1,1,78.11719438507929,C
0,3,male,27.97656938155795,2,0,7.30729496547481,S
0,3,male,31.46511094824869,0,0,5.216659008588076,S
0,3,male,41.407873167630164,0,0,12.688585557262353,S
0,3,female,8.871874535076882,0,2,14.227840754995448,S
0,1,male,8.209311431440888,1,2,215.87842712552472,S
0,1,male,53.29481073648987,1,0,69.12098109491629,C
0,3,male,53.70271980946963,0,0,12.356054403017158,S
1,1,male,28.318444207911565,0,0,84.73355718261178,S
0,3,male,4.6478279450020015,1,2,32.08987594765669,S
0,3,male,22.455392652541228,0,0,7.7318049434056295,S
1,1,female,46.920587653805,1,0,65.25112584616109,S
1,3,female,28.167399073856352,0,0,11.772690283520204,C
1,1,female,28.42369577387745,0,0,13.038592887089301,C
0,3,male,25.946967564896013,0,0,10.755689220228556,S
0,2,male,41.32612815235534,0,0,7.345269340088805,S
0,3,male,25.28548001564615,0,0,6.233557854412482,Q
0,3,female,11.052836496420767,3,2,34.310879083321396,S
0,3,male,25.96622424200088,0,0,10.479922721261238,S
1,3,female,36.26817415888647,0,0,9.57400059333273,S
0,3,male,5.109098692185879,1,2,28.678040646312503,S
0,3,male,25.310295860752333,0,0,8.659307838665104,S
1,2,female,22.80984333196047,0,0,15.577116341444324,S
0,3,male,23.788178210119053,0,0,18.865938738871556,S
0,1,male,55.1206301073226,1,0,71.15210996395669,S
1,3,male,24.7844245705663,0,0,10.731028628898928,S
1,2,female,23.321545894035477,0,0,8.160454143225959,S
0,2,male,26.033043263117523,0,0,9.253620770536996,S
0,3,male,33.201739303807855,0,0,7.4015802903402355,S
0,2,male,26.82741070247055,1,2,66.32751003024322,S
0,3,female,28.112348088629247,2,0,11.368981978411442,Q
1,3,female,1.4102276533176346,2,0,227.52992791094317,C
1,1,female,34.337188713917456,0,0,30.61341749378293,S
0,1,male,28.241962617139382,0,0,10.206487817778282,C
1,1,female,27.610727991598328,0,3,97.55550354020143,C
1,3,female,28.273723183671855,0,0,8.361635015588991,S
0,1,male,59.44803445020135,1,0,29.10120795894498,S
0,3,male,5.973996970456119,0,0,14.98208688352956,S
1,1,male,54.18656964559068,1,0,28.086615732150868,S
1,1,male,53.34044359378602,0,0,80.66405670205708,C
0,3,male,25.68207761406601,0,0,9.13825321852453,S
1,1,male,27.59882312343931,0,0,17.735016745227615,C
0,1,male,45.63703232473003,0,0,230.17871410452324,C
0,2,male,21.48223841917655,0,0,11.301439821211089,S
0,3,male,28.459666904306168,0,0,10.25401785262572,C
0,1,male,49.51947514265892,0,0,20.803041018616142,C
1,2,female,25.96383377764601,0,0,15.361326066852488,S
1,1,female,28.140442708080215,1,0,77.01618808732093,C
1,3,female,0.7193752056152887,0,2,37.81289035187257,S
0,1,male,29.377055307496548,0,0,65.67233555208159,S
0,2,male,49.52249611666125,1,0,35.11768810863104,S
1,2,male,33.254465706883906,0,0,13.808901712676974,S
0,3,male,26.81079198566386,0,0,8.166003999622472,S
0,1,female,51.608614830762576,1,0,87.78306823851125,S
1,1,female,23.045487297156292,0,1,233.03239717124336,C
1,3,female,24.71770976311752,0,0,10.003302997900759,S
0,3,male,23.937651569862687,0,0,6.469460043041702,S
0,3,male,25.27687755054301,0,0,5.914016348684418,S
1,2,female,49.87914521410363,0,0,73.99436194168467,C
1,3,female,0.16335323481781838,0,2,28.86226975594921,S
0,1,male,24.84895817028242,1,0,91.80034140255007,C
0,3,male,53.00437131926515,0,0,3.56275194840857,S
0,3,male,23.401866896931885,0,0,7.469438301187319,S
0,2,male,31.209127534231776,0,0,9.06131558640151,S
0,3,female,24.175197733961564,0,1,11.902929305948764,S
0,1,male,8.966400800425054,0,0,100.3006265135214,C
1,3,female,11.152938058546683,1,2,23.548645763230905,S
1,3,female,24.740404754118313,0,2,13.321519962215163,S
0,3,male,28.922901172959648,0,3,14.125452981073655,S
1,1,male,30.532165130662268,0,1,76.79409031051007,C
0,3,male,25.707384212483454,0,0,6.203906758734985,S
1,3,male,26.974452409964055,1,5,34.557534208393754,Q
1,1,female,43.04761150440856,0,2,11.58891917047952,S
1,3,female,51.167672958720686,0,0,10.505656679644584,C
0,3,male,27.09618042403355,0,0,11.861543862515912,S
0,2,male,43.89467844394952,0,0,11.622144531603196,S
0,3,male,26.959125721495802,0,0,8.673562742018154,S
0,1,male,21.750392073026617,0,0,8.563422500940925,S
1,1,male,45.33050242097562,0,0,30.148758116437683,C
0,1,male,44.6588344511659,1,0,91.51539388965706,S
1,1,male,38.6018354093713,0,0,42.54370447805411,C
0,2,male,30.52414353466806,0,1,6.706525938221056,S
1,2,female,26.789354561541042,0,0,13.34655136371851,S
0,1,male,48.15847568838018,0,0,16.49562978762891,S
1,3,female,25.959424092851222,0,0,13.470889460429758,S
0,2,male,47.141394649433906,1,0,15.629293423257888,S
0,3,male,44.90563401477657,0,0,10.523318804023127,S
1,1,male,50.131703707321186,0,0,19.199520862368228,S
0,3,male,22.568443934296006,0,0,8.155311149154045,S
1,3,female,26.381601124940993,0,0,24.394015947953775,S
1,3,male,7.527851084896456,1,1,15.937649560966692,C
0,2,male,25.30890828018262,0,0,12.096816685986765,S
0,2,male,52.56971205982349,1,0,30.784663618557065,S
0,3,male,45.08799127879331,0,0,11.247231606386432,S
1,3,female,32.2769005908662,0,0,14.4137340097251,C
1,2,female,2.753053322384346,1,1,35.43219698384199,S
1,1,female,26.952177100634707,1,1,32.43418712274906,S
1,1,female,23.240525792087606,1,1,79.50421875137347,S
1,3,female,23.884001525931943,0,0,12.408452314710848,C
0,3,male,28.52058002352922,1,0,11.416793320413,S
0,3,male,27.808305127283322,0,0,6.626748467298649,S
1,1,male,40.357052971117156,0,0,9.706466233404909,Q
0,3,male,1.0897807802863824,1,0,17.212871854658687,C
0,3,male,25.561367963796,0,0,15.90601802277331,S
0,3,female,6.448749773417999,3,2,264.11115688553434,C
0,3,male,24.725342423751826,0,0,7.831046895307768,S
0,1,male,50.785206250124254,1,0,77.1439617910514,C
1,1,female,24.71738855282029,1,0,72.60974730181907,C
0,1,male,40.721388294080654,1,0,28.36551034960496,S
1,2,female,23.443732779958165,0,2,35.20471574432932,S
1,1,female,25.691620582182303,1,0,94.63066530980764,C
0,3,male,24.193648528892137,0,0,7.2806755963789005,S
0,3,male,25.46919479850363,0,0,12.20380976668143,S
1,1,female,49.696850491215336,0,1,76.0915473045842,C
1,1,female,51.484955978270065,1,0,93.49700581928091,C
1,2,male,25.08838271433374,1,1,34.24538036963694,C
1,3,female,2.295847544855137,0,1,23.440592702497465,S
0,1,male,31.633288035299802,0,0,14.619557495727118,S
0,2,male,57.722703631258376,0,4,73.76055819727617,S
1,1,female,53.20643933032328,1,0,104.6329077364638,S
0,1,male,43.61232088425789,0,0,29.969289553650654,C
0,3,female,48.53995163466951,0,0,7.753528246386498,S
1,1,female,24.511155140553782,0,0,93.60585492527434,C
1,3,male,28.212874933080258,0,0,10.582009530823674,S
0,2,male,41.24160737971792,0,4,27.55887743952474,S
1,1,female,18.185597614346754,1,2,29.804154347789545,S
0,3,male,54.73181428669821,0,0,31.877293373213767,S
1,3,male,24.01854127899963,0,0,9.488238967249556,S
0,3,male,27.730521188163156,0,1,197.4410067570334,C
0,2,male,51.52262315411669,0,0,27.825817498085613,S
1,3,male,33.249366885022866,0,0,12.915505323221964,C
0,3,male,23.67710892305546,0,0,12.490170913738663,C
0,3,male,8.040036887078157,4,2,24.028134539867843,S
1,3,female,23.321522305442222,0,0,12.322245850255504,S
1,3,female,7.09230937786004,0,2,235.1177835102529,S
0,3,male,29.46351192464197,0,0,10.453117988902312,S
1,1,female,43.10119975157613,0,1,96.44076017608592,C
1,1,female,30.442539533441575,0,1,92.80020757704844,C
0,3,female,23.99344209434555,1,0,12.994621642866894,S
0,3,male,28.699534149124283,0,0,16.30470027326941,S
0,3,male,26.975342695073593,0,0,3.677938152246747,S
0,2,male,49.28060049001532,1,1,33.69902682150424,S
0,3,male,40.73517445669072,0,0,6.3718984057729084,S
0,3,male,17.817294164966004,0,0,11.669082424510698,S
1,1,female,56.344791155861785,1,0,143.30615402326072,S
1,1,female,44.51722015944298,1,0,103.04884792182395,C
1,3,male,3.643383300998232,0,0,30.84528981089413,S
0,1,male,44.818530847695854,1,0,89.42777208142657,S
1,2,female,45.29476531185271,0,0,32.207212796912614,S
1,3,female,24.691094827060837,0,0,97.30277613427717,C
0,3,male,59.901216966903604,0,0,10.780361773176692,S
1,2,female,18.880741663312058,1,0,30.74952940680916,S
1,3,female,24.24124966508267,2,1,28.08632174085519,S
0,1,male,55.939173146499094,0,0,33.06728316763716,C
0,3,female,25.352355290029134,0,0,9.068576037892203,S
1,3,female,30.554288018523025,1,2,200.71651602078882,S
0,1,female,63.16719069416303,0,0,199.5256278105473,C
0,3,female,24.375847928918784,0,0,5.310422037327924,C
0,3,male,25.86997826651117,0,0,7.5880072172801984,S
0,3,male,51.4119760229822,0,0,9.719109915109838,S
1,2,female,30.637606142517743,0,0,19.248515148760212,C
1,1,female,26.152768458190856,0,0,111.92516488924262,C
0,3,male,24.116723638424034,0,0,8.961170072239842,S
0,2,female,9.801614132478166,1,0,35.06174993597246,C
0,3,male,27.117863132669058,0,0,6.110960465960886,S
0,3,female,22.14000617952414,1,2,67.19061993226126,S
1,2,female,24.760926000964776,2,0,11.589964264616766,C
1,3,male,27.563312523436746,0,0,5.831450064048564,S
1,3,male,26.173688883424067,1,1,22.938995407694854,S
0,3,female,44.800408368236276,0,0,9.86608424560185,S
0,2,female,25.958743432935663,0,1,28.13215270087629,S
1,2,female,37.282135266348675,1,1,38.69342425618602,S
1,1,female,45.69343037063392,1,0,110.07778029766804,C
0,3,male,26.41255682287154,0,0,9.135055033056027,S
1,3,male,22.302868439974493,0,0,13.549396155769243,S
0,3,female,31.773355627768385,0,0,7.151801955061458,S
1,3,female,1.6014915873951754,0,0,11.581270008211188,S
0,2,male,22.86751467818375,1,2,29.753581632755417,C
1,1,male,21.76865996421651,1,0,85.07702382430291,C
1,3,female,6.863980154006924,1,0,98.10474660404859,C
0,2,female,30.809935559125496,1,0,12.072574082123426,S
0,3,male,22.81437455329629,0,1,13.863479817550846,S
0,3,male,25.281517776979697,0,2,11.54839755665731,S
0,3,male,55.71082044497313,0,0,14.04652603978047,S
1,2,female,25.719538695873453,0,0,10.147202188664295,S
0,1,male,40.3207066797367,1,1,28.386981808977783,S
0,1,male,45.25255400844494,0,2,34.31266943284944,S
0,3,male,23.35433975152411,0,0,11.131337408568932,S
0,3,male,31.567071168311788,0,0,7.607062159209509,S
0,3,female,27.356396147681117,4,2,30.17077531559551,S
0,3,male,42.80483555200513,0,0,7.633856184665156,C
1,3,female,29.481643444277104,1,0,14.497775504878362,S
0,2,female,46.2395024942037,0,1,22.28351191787561,S
0,1,female,40.53863757511654,1,2,377.06300769551547,S
1,1,male,47.18282379290606,1,0,54.31889290659653,S
0,2,male,32.44519562088359,0,0,9.73552610726697,S
1,2,female,23.47267358816709,1,1,26.210027670245626,S
0,2,female,29.99247064839924,0,0,10.577577374752266,S
0,3,female,27.63174911390735,0,0,4.360230210248109,S
0,3,male,25.30625378022628,0,0,8.294323893285956,S
1,1,female,37.00049014299932,1,1,91.3623800289945,C
1,1,female,31.037179957977358,0,0,109.51154431864163,C
0,2,male,27.55974216870435,0,0,11.804197019372241,S
0,3,female,8.524751766570112,1,1,12.436082649689803,S
1,1,male,45.93952120076041,1,0,82.6376799138586,C
0,3,male,38.48223492789264,0,0,12.275866891158238,S
1,3,female,25.759243274042625,0,0,10.974569272893199,S
0,2,male,24.055511607495813,0,0,9.005398784027035,S
0,3,male,29.044626422740873,0,0,10.249705898273156,S
0,3,male,30.1909074777369,0,0,10.30820155867959,S
0,3,male,53.12160981034286,0,1,8.61199001798656,S
0,1,female,4.859428705164024,0,2,37.07181237568232,C
1,3,female,27.987984786406905,0,0,10.116177932641268,C
0,3,male,23.692161762698877,0,0,13.248678891663898,S
0,3,male,22.937814951807482,0,0,11.13513254571908,S
1,2,male,24.2292847197252,1,0,74.43009744536221,S
1,1,male,54.15854963672319,1,0,109.62466733592424,C
1,1,female,23.644958776162486,1,2,218.50833073133163,C
1,1,male,40.20525654826886,0,0,30.886778458909326,C
1,2,female,22.352407065815022,0,0,9.959964046505586,S
0,3,male,39.74550087980001,0,0,12.303159122207084,C
0,3,male,25.308547448420153,0,0,4.95963845701325,S
1,1,male,36.93360384904777,0,0,22.28658694569095,S
0,3,male,20.274049101179475,0,0,7.740192463761801,C
1,3,male,45.93589539862974,4,0,41.18030050894234,C
0,3,female,23.592723126397697,0,0,12.727107489601849,S
0,3,male,3.6106801335278425,3,2,28.023534642607892,S
1,1,female,36.85006948458826,1,0,39.45922669844707,S
0,3,female,43.028799687131226,2,2,30.118261605731277,S
1,1,female,25.303929704861414,0,0,93.32338495475068,S
1,1,female,48.724850918476996,0,3,227.95756445492097,C
0,3,female,12.60468095873625,0,0,16.072738559637582,Q
1,3,male,27.020420128214532,0,0,13.670702024012812,S
1,1,male,42.88123429037188,1,0,86.11441180531709,C
1,2,male,41.76731108482272,1,1,26.474756038345983,S
1,1,female,26.188385114720134,0,2,121.20201184495542,C
0,3,male,4.264794388632973,0,0,13.27970967220611,S
1,1,male,44.433896970249485,1,0,79.27017539064093,S
0,3,male,25.53178247749052,0,0,11.770914861472576,Q
0,2,male,30.24987601230339,0,0,14.626699669395652,S
0,3,male,39.218540810507136,0,0,9.579408583260799,S
1,1,female,26.492713258472808,1,0,100.79791930014339,C
0,1,male,29.11080348397777,1,0,115.2613776303696,C
0,1,male,52.66646556052274,0,0,425.87495165907785,S
0,3,male,28.30729306902144,0,0,13.144839161280256,S
0,3,male,47.52560578051832,0,0,31.683778456096913,S
1,1,female,31.320673568879386,0,0,55.4147683689698,C
1,1,female,26.525526834551112,1,0,77.66279141344002,C
0,3,female,26.66314950618586,1,0,33.00625349437765,C
1,3,male,24.27723203695036,0,2,82.89599233926023,S
0,3,male,31.42936464659945,0,0,10.665485567647513,S
