Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
0,3,male,29.0,0,0,4.1896939248471,S
0,3,male,26.0,0,0,10.626486361287851,S
0,3,male,48.0,0,0,7.420882236873356,S
0,2,male,4.0,0,2,38.93276948568357,S
0,3,male,38.0,0,0,14.703381899387576,S
0,3,female,31.0,0,0,16.065098760366638,S
0,2,male,18.0,0,0,13.611967023983276,S
0,3,female,27.0,0,0,10.52335710189979,S
0,3,male,18.0,0,0,16.256052134281244,S
0,1,male,40.0,0,2,35.95046981657115,S
0,2,female,26.0,1,2,19.94370156904765,S
0,3,male,22.0,0,0,20.190315486947444,S
0,3,female,30.0,0,0,7.486517207244152,C
0,1,male,46.0,1,1,60.75723058219356,S
0,3,male,22.0,0,0,16.107909419752172,S
0,3,male,30.0,1,0,55.25649652981954,S
0,2,male,25.0,0,0,17.85549057884932,C
1,1,male,37.0,0,0,214.7025087771203,C
1,3,male,13.0,1,0,15.14092824211388,S
1,1,female,42.0,0,0,208.50602405513263,C
0,3,female,11.0,4,2,42.7348742171327,S
1,1,female,30.0,1,0,34.686169024096415,C
0,3,male,40.0,0,0,12.108018826289497,S
0,3,female,31.0,0,0,10.633582129566097,S
0,3,male,28.0,0,0,12.21175708165642,S
0,3,male,36.0,0,0,17.795642892778776,S
0,2,male,59.0,0,0,8.152186760211851,S
0,2,male,52.0,0,0,16.70332752775843,S
1,3,male,36.0,0,0,1.542677207881814,S
0,3,male,26.0,0,0,7.689680950642101,S
0,3,male,42.0,0,1,44.70609421934104,C
0,3,male,39.0,0,0,1.342453079141731,S
0,3,male,41.0,0,0,15.911464199759568,S
0,3,male,23.0,0,0,0.6544185615726152,S
1,3,female,27.0,1,0,12.078900393905833,S
1,3,female,28.0,1,0,22.761378570484524,S
1,1,female,18.0,0,2,77.10836481848585,S
0,3,male,28.0,0,0,13.49546891796039,C
0,1,male,50.0,0,0,27.31884871868308,S
0,3,female,46.0,0,0,22.21228289634232,S
1,2,female,39.0,0,2,43.19694741009148,S
0,3,male,24.0,0,0,19.006231291525562,C
1,3,female,64.0,0,0,17.137605911380643,S
0,3,male,43.0,0,2,0.16454614472040077,S
0,3,male,24.0,0,0,1.0548310614149679,S
1,3,female,34.0,1,0,67.13758581515859,S
0,3,male,34.0,1,0,25.608394031935926,S
1,1,female,27.0,1,0,47.98340132430535,C
1,2,female,27.0,0,0,17.923473480548196,S
1,2,female,1.0,1,1,44.24218689641109,Q
1,1,male,3.0,1,2,133.88921904699458,S
1,2,female,12.0,0,1,19.253688279232662,C
0,2,male,49.0,0,0,7.375596315270053,S
0,3,male,35.0,0,0,2.7015187117684487,S
0,3,male,29.0,1,0,11.806495653928385,S
0,3,male,23.0,0,0,8.45844679917406,Q
1,1,male,48.0,2,0,132.39240768933198,S
1,3,female,17.0,0,0,10.802714593122698,S
1,1,female,35.0,0,0,74.21603293835604,S
0,3,male,36.0,1,5,36.76654354513161,S
0,2,male,34.0,0,0,11.458034942988766,S
0,1,male,40.0,0,2,43.77411789546002,S
1,2,male,22.0,0,0,13.42717158028139,C
1,1,female,27.0,1,2,54.543156715916766,C
1,3,female,28.0,1,2,23.321030435989204,S
1,1,male,35.0,1,0,62.60981329231953,C
1,1,male,34.0,1,0,45.836498623356846,S
1,2,female,30.0,0,0,35.578064213209615,C
0,3,male,34.0,0,0,20.668538767279504,Q
1,1,male,41.0,0,0,138.06084401919827,S
0,3,female,12.0,1,1,31.256167580377394,S
1,3,male,0.0,1,1,5.025812837284166,S
0,1,male,44.0,1,0,49.69681986528606,S
1,3,female,32.0,0,0,15.024828907730356,S
0,3,male,21.0,1,0,1.2755271826344396,S
0,1,female,36.0,1,5,35.56455066359115,C
1,3,female,41.0,0,1,5.995001191066372,S
1,1,male,51.0,0,3,27.785074309281534,S
0,3,male,24.0,0,0,4.784024235743919,Q
0,2,male,68.0,0,0,1.4598943512880804,Q
1,3,female,26.0,2,0,16.34518757456006,S
1,3,male,24.0,0,0,4.441224673654427,S
1,3,female,17.0,0,0,15.64601826859722,S
0,2,male,17.0,1,0,15.69025460708577,S
0,2,male,11.0,5,1,43.67411003922116,S
0,2,male,17.0,0,1,38.735126928641705,S
1,3,female,29.0,0,1,7.285935771451746,S
0,1,male,54.0,0,0,99.32673377026198,S
0,3,male,32.0,0,0,9.044431242127118,S
0,2,male,48.0,0,0,11.739878244044872,S
0,1,male,56.0,1,1,93.03589418774827,C
1,1,female,17.0,4,3,38.83773743903454,S
1,2,female,33.0,0,0,50.11779319232067,S
0,2,female,27.0,0,0,24.456487195386558,C
1,1,female,19.0,0,0,100.66653602274235,S
1,2,male,4.0,4,1,49.5441894481461,S
1,1,male,37.0,0,1,501.59488207439006,C
1,3,female,7.0,0,1,12.557241557457072,S
0,1,male,52.0,1,0,69.26990028780276,S
0,2,male,28.0,1,0,5.518287386928521,S
0,2,male,47.0,0,4,32.42716045768301,S
0,3,male,23.0,0,0,1.1221867604019478,S
0,1,male,45.0,0,1,55.404753724636095,S
1,3,male,5.0,4,2,25.715712253525542,S
0,2,male,42.0,0,0,16.76924112891113,S
1,3,male,2.0,0,2,3.596730018352985,S
0,3,male,49.0,0,0,20.151939988775116,S
0,1,male,50.0,0,0,43.04856339034437,S
0,3,female,30.0,0,0,24.865277633433706,S
0,3,male,2.0,5,1,35.77375749442365,S
0,1,male,54.0,1,0,74.83571909524235,C
1,1,male,41.0,0,0,216.55397478205643,C
1,1,female,53.0,1,0,59.929803971364606,C
0,3,male,51.0,0,0,2.621559567675411,S
1,2,male,37.0,0,0,22.61503535560589,S
1,1,female,30.0,1,0,45.976170305212165,S
0,3,male,24.0,0,0,8.272297210251319,S
0,3,male,35.0,0,1,11.674557806671977,S
0,3,female,21.0,0,0,8.329024586266442,S
0,3,male,20.0,0,0,0.738499910633442,S
0,3,male,21.0,1,0,1.136154692785463,S
1,1,male,33.0,1,0,35.061354492492725,S
0,3,male,32.0,0,0,5.368987873357862,S
0,3,male,21.0,0,0,13.43620735256001,S
0,1,male,45.0,0,0,81.65976785431704,C
0,1,male,57.0,0,0,30.781291304853326,C
0,3,male,44.0,0,0,17.231369875057826,S
1,3,female,63.0,0,0,18.843536032830226,S
1,2,female,26.0,1,1,33.614740994675174,S
1,3,male,3.0,1,1,22.03001213330901,C
0,2,male,58.0,0,0,6.522954232001025,Q
1,1,male,18.0,1,2,111.27637489140146,C
1,2,female,31.0,0,0,43.86768542068747,C
0,3,male,16.0,2,0,1.1400067917836456,S
1,3,female,13.0,1,0,23.930473238728002,C
1,2,female,29.0,1,0,27.469496612828433,C
1,3,female,5.0,1,1,11.80742203404446,S
1,3,female,19.0,0,1,18.56181054001359,C
0,2,male,34.0,0,0,1.2159758276966808,S
0,3,female,24.0,0,0,20.72378493651733,C
1,1,female,10.0,1,2,127.54162217320311,S
0,3,female,10.0,2,2,37.41313884570229,S
0,3,male,34.0,0,0,3.0259094040150356,S
0,3,male,19.0,0,0,2.087152200128776,S
1,2,female,18.0,0,0,2.529124268755508,C
1,3,female,27.0,2,0,19.607898342912055,S
0,2,male,52.0,0,0,10.605543572279869,S
0,3,male,46.0,0,0,23.547525044139153,S
0,3,male,17.0,1,2,36.90409119852839,S
1,3,male,29.0,0,0,1.976138518586947,S
0,3,male,34.0,0,0,10.936578400231364,S
0,3,male,26.0,0,2,19.33601853882003,S
0,2,male,42.0,0,1,21.244714637783847,S
0,1,male,71.0,0,0,26.62451090390758,C
1,3,female,64.0,0,0,4.620937625542225,S
0,2,male,38.0,0,0,12.552409993225595,S
1,1,female,37.0,1,1,80.13047652252826,C
1,1,male,22.0,2,2,278.47890981860604,S
0,3,male,27.0,0,0,23.937579970445235,S
1,2,female,36.0,1,0,33.80340372445063,S
1,3,female,7.0,0,1,11.139155800346519,S
1,3,female,17.0,0,2,14.269753159053803,S
1,1,male,36.0,1,1,32.930107677061116,S
0,3,female,23.0,0,1,13.860443960944956,S
1,2,female,16.0,0,0,5.153648669977364,S
0,2,male,31.0,0,0,7.598898747684988,Q
0,1,male,52.0,0,0,62.54985276820681,C
1,2,female,26.0,1,1,41.10596236268333,S
1,1,female,55.0,1,0,64.96756994413721,S
0,3,male,25.0,0,1,6.6855880664858915,S
0,1,male,57.0,0,0,31.554044839131596,S
0,3,male,35.0,0,0,3.041448359234296,S
1,1,female,40.0,0,1,148.1526333840864,S
0,1,female,27.0,0,0,28.149947528155376,S
0,3,male,22.0,0,0,18.773919445393343,S
1,1,female,20.0,1,0,108.83854142400597,C
0,2,male,0.0,2,2,32.90580259850477,S
0,2,male,23.0,0,0,18.855851818383822,S
1,2,male,47.0,0,0,16.89714962630563,S
0,2,male,37.0,0,0,19.00540385000208,S
1,2,female,56.0,0,0,13.199727864283407,S
0,2,male,60.0,0,0,22.00699370062262,S
0,2,male,43.0,0,1,3.119928346664113,Q
0,2,male,70.0,0,0,16.527662153991283,S
1,2,female,32.0,0,0,3.029000701093156,S
1,3,female,29.0,1,0,18.886589908762634,S
1,2,female,18.0,0,0,9.193866904063995,S
0,1,male,31.0,1,0,68.52101043133837,S
0,3,male,35.0,0,0,18.020767529312057,S
0,3,male,21.0,0,0,16.922450130823865,S
0,3,male,58.0,0,0,5.675531140748554,S
1,2,female,23.0,1,2,46.92422851764619,C
1,2,female,5.0,2,1,6.1514364780397575,S
1,2,male,27.0,0,0,13.273253211902185,S
0,3,male,29.0,0,0,17.282035975439157,S
0,3,male,36.0,0,0,5.984086382746725,S
0,3,male,24.0,0,0,16.100245411349153,S
1,3,male,31.0,0,0,7.347596067781649,S
1,1,male,38.0,1,2,106.85604978167065,C
1,1,female,52.0,0,0,46.35935847599792,S
0,3,female,40.0,1,5,39.7855073147759,C
1,1,female,28.0,0,0,85.2486254714575,C
0,3,male,32.0,0,1,14.996668441852824,S
0,3,male,43.0,0,2,0.6477479882402345,Q
0,2,male,47.0,0,0,3.325602017286652,S
0,1,male,39.0,0,0,138.21568106429396,S
0,3,male,19.0,0,0,24.995429387586938,S
0,3,male,28.0,0,0,13.076550068192995,S
0,3,female,23.0,0,0,1.9585373188479185,S
1,3,male,45.0,1,0,19.597632318913096,C
1,1,female,22.0,1,0,122.4836656618035,C
0,2,male,5.0,4,1,45.46414890829886,S
0,1,male,58.0,0,0,40.20498371173389,C
1,3,female,12.0,1,1,17.821338890683577,C
0,3,male,61.0,0,0,5.468036687209452,S
0,3,male,37.0,2,0,18.765609074212215,S
0,3,female,11.0,1,2,20.90748829977646,C
1,1,female,43.0,0,0,224.3993324789332,S
1,1,male,33.0,0,0,60.287375497345266,S
0,3,female,26.0,0,0,15.140046416450616,S
1,1,female,56.0,0,0,144.19478071656414,C
0,3,male,29.0,1,0,23.07555958381254,S
0,1,male,40.0,0,0,130.84923362771355,C
1,1,male,9.0,1,2,123.82827108363865,S
0,3,female,42.0,0,0,39.1018754260998,C
1,2,female,30.0,0,0,34.80288427455388,S
1,1,male,33.0,1,0,62.90385350199865,S
0,2,male,50.0,0,0,0.3236767529393129,S
0,1,male,37.0,1,0,56.87042637501432,S
0,3,male,0.0,4,1,42.33794803963525,S
0,3,male,29.0,0,1,16.92861914085865,S
0,3,male,42.0,0,0,12.672435615886728,S
0,3,male,32.0,0,0,24.420834287286013,S
1,1,male,30.0,0,0,217.25102212922397,S
0,3,male,21.0,0,0,8.04212519700503,S
0,2,female,58.0,0,0,21.71714395602158,S
0,1,male,28.0,0,0,32.25517821017799,S
0,2,male,20.0,0,0,15.480180298324694,S
0,2,female,18.0,1,0,18.019100893760104,S
0,2,male,23.0,0,0,72.28187036758614,S
0,3,male,28.0,0,0,20.11836717430638,S
0,1,male,41.0,0,0,9.839085820911265,S
0,2,male,54.0,0,0,1.5159899404822121,S
0,3,female,31.0,0,0,0.9807995746419922,S
1,1,female,46.0,0,0,69.84226346844153,C
1,1,male,41.0,0,0,229.56680880415334,S
1,1,male,51.0,2,0,136.87298208340562,S
0,1,male,28.0,0,0,88.15123658204749,C
1,2,female,24.0,1,2,44.20883583832859,S
0,2,male,27.0,0,0,16.85130779616608,S
0,3,male,18.0,0,0,6.663010019640331,S
1,3,female,20.0,1,0,17.20362633900863,C
0,3,male,27.0,0,0,7.81052063493042,S
0,3,male,20.0,0,0,9.128628059130197,C
0,3,male,36.0,0,0,13.820421003739847,S
1,1,male,43.0,0,5,44.375747778066135,S
0,3,male,24.0,1,0,3.8736240349823086,S
0,1,male,64.0,0,0,26.17969450835053,S
0,3,male,22.0,0,0,16.082780915867385,S
1,3,female,38.0,0,0,0.6292600859137633,S
0,3,male,34.0,1,0,1.1517990572761025,S
0,2,male,54.0,0,0,31.400031030079465,S
0,3,male,74.0,0,0,16.750010769928654,S
0,3,male,39.0,0,1,1.704649833070249,C
0,1,male,38.0,2,0,1.5986148501742423,S
1,3,male,33.0,2,0,76.13450771076697,S
1,3,female,8.0,3,2,36.4433309474137,S
0,2,male,33.0,0,0,22.860870090470716,S
0,3,male,23.0,0,0,5.546585658904621,S
1,3,female,18.0,2,1,11.148621002972016,S
1,3,female,33.0,0,0,9.171592704412502,S
1,3,female,4.0,0,1,4.532462081418346,C
0,3,male,23.0,0,0,8.423029820286542,S
0,3,female,7.0,4,2,50.89467561779453,S
0,2,male,56.0,0,0,44.759871357056284,S
0,3,male,42.0,0,1,9.802606666964213,Q
0,3,male,51.0,0,0,10.484418342428471,S
0,3,male,28.0,1,0,6.75610824480271,C
1,2,male,34.0,0,2,39.22742477385966,S
0,3,male,29.0,0,0,18.84441353440769,S
0,3,female,4.0,4,1,43.20591556651064,Q
1,2,female,36.0,1,0,37.4679110010275,S
1,3,female,37.0,1,0,26.69078991264257,S
1,3,female,5.0,0,0,23.605767864876253,S
1,3,female,25.0,0,0,10.475436409658252,S
0,3,male,26.0,0,0,9.998075314856466,S
0,2,male,66.0,0,0,0.07967012340685928,S
0,2,male,29.0,1,0,3.540891900440763,S
0,2,male,36.0,1,0,22.256948815269435,S
0,3,male,24.0,0,0,13.165185025694502,S
1,3,female,5.0,1,1,18.76238788963643,S
1,3,male,38.0,1,0,29.411996736104673,S
0,3,male,19.0,0,0,8.454738409943932,S
0,3,male,24.0,0,0,21.521324495089928,S
0,3,male,22.0,0,0,21.022366181400653,C
0,3,female,28.0,0,0,6.321995496660459,S
1,1,female,41.0,0,0,128.6452296069018,S
0,1,male,26.0,1,0,46.275288969151994,S
0,2,male,30.0,1,0,4.325185701332143,S
0,3,male,31.0,1,0,20.17760887400923,S
0,3,male,21.0,1,0,17.51292931598265,S
1,3,female,22.0,0,0,4.311628324913609,S
0,3,female,9.0,4,2,27.62706120102457,S
1,2,female,41.0,1,0,23.763094515627117,S
1,2,female,32.0,0,0,15.315528048874159,S
1,3,male,4.0,1,1,15.895274027695192,C
1,1,male,39.0,0,1,139.8021327969289,S
0,2,female,20.0,1,0,3.8442871877373124,C
1,1,female,53.0,1,1,92.26971819619975,C
1,3,female,5.0,1,1,6.4674614325655115,S
0,2,male,27.0,1,0,20.64416822008711,S
0,1,female,47.0,0,0,95.61904579701475,C
0,3,male,18.0,0,0,0.6984887550309494,S
1,1,female,19.0,1,1,49.50183672965164,S
0,2,male,27.0,0,0,0.930288599318417,S
1,1,female,60.0,1,1,79.14510969605406,S
1,1,female,44.0,0,0,33.115283170021165,S
0,1,male,43.0,1,1,29.479654265170925,C
1,3,female,28.0,0,0,6.049201070729829,C
0,2,male,61.0,1,1,34.73103953263835,S
0,2,male,44.0,1,0,44.45735904095706,S
0,2,female,28.0,1,1,10.367272384578206,S
0,3,female,27.0,0,0,6.912339283333683,S
0,1,male,57.0,0,0,38.22778020737705,S
1,1,female,57.0,0,1,138.1391492794838,S
0,3,male,33.0,0,0,7.960678634337522,S
0,3,male,35.0,0,1,23.068689357077133,S
0,1,male,32.0,1,0,65.33346072606867,S
0,2,male,38.0,0,0,25.035671091784685,S
1,1,female,44.0,1,0,147.88157981873064,S
0,2,male,58.0,0,0,14.614172437499988,S
1,1,female,18.0,0,1,57.95587255634722,C
1,1,female,63.0,1,1,94.44388304757678,S
1,1,female,35.0,1,0,62.9119180112804,S
1,3,male,39.0,0,0,18.479399546858474,S
0,2,male,40.0,0,0,35.95984370731785,S
0,2,male,39.0,0,0,12.705893172637252,S
0,3,male,32.0,0,0,0.5298449014235009,S
0,3,female,57.0,0,0,18.955117376341544,S
0,3,male,42.0,0,0,0.8779668780442391,S
0,1,male,30.0,1,0,68.67069461755062,S
1,3,female,27.0,0,0,14.908874386600386,S
1,1,female,2.0,1,2,147.95856245798115,S
0,3,male,27.0,0,2,7.423076279761288,S
1,3,female,2.0,3,1,17.575730251174175,C
0,3,male,74.0,0,0,5.305117008833464,S
0,3,male,19.0,0,0,13.558075051902827,S
1,3,female,31.0,0,0,8.716778723872686,S
1,1,female,63.0,1,1,101.91392187665487,S
0,3,male,32.0,0,0,24.895780792445017,S
1,1,male,9.0,1,2,107.81890486996392,S
0,2,male,22.0,1,1,65.73281582803992,S
0,3,male,21.0,0,0,8.439155385093333,S
0,3,male,16.0,1,0,24.810519726277544,S
1,3,female,15.0,0,0,23.683081970683237,C
0,3,male,52.0,0,0,40.631441798987446,S
0,2,male,41.0,0,0,18.446014640908526,S
0,2,female,22.0,0,0,17.453128377247612,S
0,2,female,27.0,1,0,9.05172042426006,S
1,3,female,28.0,0,0,23.47393948743601,S
0,3,male,23.0,0,0,23.040815547714736,S
0,3,male,29.0,0,0,8.47029932896414,S
0,3,female,41.0,0,1,19.145611831700126,S
0,1,male,47.0,0,1,0.23290809927094522,S
0,3,male,16.0,0,1,20.912230501255905,S
0,2,male,28.0,1,0,14.469952991614042,C
0,1,male,66.0,0,0,50.01118681491621,S
1,1,female,38.0,0,0,214.23540086644033,C
1,1,female,27.0,3,2,272.1931539547392,S
0,2,male,39.0,1,0,8.27417886650904,S
1,3,female,43.0,0,0,20.0521904113203,S
1,2,female,21.0,2,1,41.00434428897186,C
0,2,male,28.0,0,0,25.295511961292675,S
1,1,female,26.0,3,2,256.1905441738436,S
0,3,male,22.0,0,0,3.60574068814419,S
1,2,female,26.0,1,0,26.73337306027404,C
1,3,female,20.0,0,0,3.2237763852000225,S
1,2,male,26.0,0,0,23.807561286977435,S
1,1,female,33.0,0,0,49.916446559960775,S
0,3,female,44.0,0,0,12.30646847859361,S
0,2,female,10.0,4,2,49.867291009061816,Q
0,2,male,27.0,0,3,20.964193480886717,S
0,3,male,64.0,0,0,19.94543004204446,S
0,3,male,18.0,0,0,19.14271820147204,S
0,3,male,29.0,0,0,4.807046174813623,Q
1,2,female,30.0,1,0,39.676752403948925,S
1,3,female,15.0,1,0,10.858285355722249,C
0,3,male,30.0,0,0,24.330207529769396,Q
0,1,male,68.0,0,1,55.68591987454708,C
1,1,female,22.0,0,0,81.20056227169266,S
1,2,female,46.0,0,0,16.877705757598065,S
1,3,male,35.0,1,0,4.03207664653754,S
0,3,male,29.0,0,0,2.819185511024423,S
0,1,male,52.0,0,0,64.14164842747621,C
0,1,male,27.0,0,1,250.9557739028185,C
1,1,female,46.0,1,1,169.19788824591936,S
1,1,female,63.0,1,1,96.18350495530288,C
0,3,male,21.0,0,0,6.807792795044692,S
1,1,female,28.0,3,2,263.46433901378157,S
0,2,male,35.0,0,0,10.98186969026993,S
0,2,male,20.0,0,0,25.382015193377267,S
1,1,male,39.0,0,0,146.4728243015298,C
0,3,male,23.0,1,0,24.239676646707156,S
1,1,female,39.0,1,0,39.39479701455347,Q
0,3,male,22.0,0,0,14.205860255384621,S
1,3,female,3.0,4,1,50.979069475091755,S
1,2,female,21.0,1,0,56.09974706388469,S
0,3,male,27.0,0,0,20.047196630188324,S
1,3,male,38.0,0,0,20.275782212675047,S
0,3,male,47.0,0,0,21.63929011421474,S
0,2,male,62.0,0,0,44.83015522354719,S
1,3,male,7.0,1,0,3.9790820471061883,S
0,3,male,16.0,0,1,16.93574954313958,C
1,3,female,12.0,0,0,23.662005679825683,S
0,3,male,20.0,4,0,14.429371577507286,S
1,1,male,54.0,1,0,60.47896376299621,C
1,1,female,44.0,0,0,24.323344906007268,S
0,3,male,24.0,1,0,14.386169365528547,S
0,1,male,19.0,1,2,113.01050723516265,C
0,1,male,42.0,1,4,41.348386187746776,S
1,1,female,45.0,1,0,71.83175632353895,S
1,1,female,16.0,0,0,108.31413137212095,C
0,1,female,47.0,1,0,26.018434592416405,S
0,3,male,44.0,0,6,39.16999826707826,S
1,1,female,51.0,2,0,152.19654469707513,S
1,1,female,23.0,3,2,273.5904008887062,C
0,3,male,26.0,0,0,16.161629549010307,S
1,3,female,25.0,0,0,16.082401613071,S
0,2,male,16.0,0,0,12.731117084563795,S
1,3,male,30.0,0,0,18.723564236397237,S
0,2,male,26.0,0,0,6.383479405346308,S
0,3,male,40.0,0,0,22.843587432380644,S
0,2,male,48.0,0,0,32.64747779418314,S
0,3,male,66.0,0,0,24.206146133112235,S
1,1,female,24.0,0,0,100.58294591266863,C
1,1,male,43.0,0,1,130.07845045328253,C
0,3,male,31.0,0,0,11.480777389737485,S
1,3,female,32.0,0,0,19.059575731639377,S
0,3,male,34.0,0,1,11.518545536623623,S
1,1,female,39.0,1,1,89.88557151376104,S
1,3,female,20.0,0,0,20.66797312641005,S
0,3,male,40.0,0,0,18.05940349127059,S
1,2,female,44.0,0,0,24.540676851213366,S
0,2,male,39.0,0,0,4.213548893112716,S
1,3,female,4.0,1,1,23.65831951222045,S
1,3,male,0.0,0,1,23.771722717899888,S
0,3,male,21.0,0,0,16.26002079672738,S
0,2,male,36.0,0,0,24.089484011822233,S
0,3,male,25.0,1,1,6.472910241835122,S
0,3,male,28.0,0,0,22.5882686738182,Q
1,1,male,80.0,0,0,45.43026136894299,S
1,3,female,15.0,0,1,15.618073873529008,C
1,1,female,52.0,1,0,79.17098042035731,C
0,1,female,32.0,0,0,52.004855466975044,S
0,3,male,29.0,0,0,0.28099964254526727,S
1,3,female,33.0,1,0,6.418410456298912,S
1,3,female,19.0,0,0,19.528770015213116,S
1,3,female,24.0,1,0,9.903964677274343,S
0,3,male,24.0,0,0,19.86420001706951,S
0,1,male,48.0,0,1,41.643205843245205,S
1,2,female,1.0,2,1,35.58797186837876,S
1,1,male,36.0,1,0,48.16270091043762,S
1,2,male,2.0,1,2,26.600573675329645,S
0,3,male,23.0,0,0,11.919671601139628,S
1,3,male,33.0,0,1,21.25787925796249,Q
0,2,male,44.0,0,4,28.86497251404093,S
0,1,male,37.0,1,1,69.43309619995993,S
0,3,female,52.0,0,0,8.405166339661053,S
0,3,male,33.0,0,0,0.6225127306151821,S
1,3,male,12.0,3,2,12.135155743128797,S
0,1,male,29.0,0,0,38.980381179483615,S
1,3,male,34.0,0,0,1.0652925269365383,Q
1,3,female,5.0,1,0,14.496850483485048,C
0,3,male,20.0,0,2,8.900025012693476,S
1,1,female,28.0,0,0,76.96448006395264,S
0,2,male,43.0,1,1,4.886938675166009,S
0,3,male,17.0,0,0,2.838577153999785,S
1,3,female,20.0,0,0,13.848820678524461,S
0,3,male,24.0,1,0,1.1045859317675413,S
0,2,male,30.0,1,0,49.39193085661464,S
1,3,female,29.0,0,0,21.647496213464013,S
1,3,female,28.0,0,0,24.215179278741097,C
0,3,male,52.0,0,0,8.064088064332362,S
0,3,male,19.0,0,0,23.18974584840022,S
0,3,female,1.0,4,1,50.83105979898758,S
0,1,male,69.0,0,0,45.206172196275546,C
1,1,female,59.0,0,1,135.1289427673544,C
0,3,male,29.0,0,0,17.185809024113397,S
0,2,female,10.0,4,2,40.87524135110035,S
1,2,female,32.0,1,0,35.97071772176338,S
0,3,male,37.0,0,0,7.841143433446398,S
0,1,male,20.0,0,0,129.61539877975065,S
0,3,male,24.0,1,0,3.2118551492998453,S
1,3,female,0.0,4,2,29.04794251205891,C
0,3,male,18.0,1,3,37.93523283170255,S
0,3,male,22.0,0,0,16.44303621412111,S
0,3,male,27.0,0,0,19.572728949305944,S
1,3,male,1.0,4,2,26.813101163778022,S
0,3,male,22.0,0,0,21.101811826381095,S
0,2,male,27.0,0,0,1.113578852583905,S
0,2,male,32.0,1,0,14.21577327430787,C
1,2,female,34.0,1,2,44.67889362869292,S
0,3,male,25.0,0,0,16.16965702171197,S
0,3,male,24.0,0,0,24.327405808486592,S
0,2,male,32.0,0,0,8.82995157458083,S
1,1,female,26.0,1,0,40.624717534108214,S
0,1,male,46.0,0,0,78.9703988785711,C
0,3,female,11.0,2,2,39.95646690290421,S
0,3,male,21.0,0,0,20.83383620581871,C
1,1,female,29.0,0,0,210.09607396422987,S
1,1,female,49.0,1,0,57.91790668507587,C
0,2,male,38.0,0,0,17.941913066462178,S
1,1,female,28.0,0,0,83.35293725073899,S
0,2,male,59.0,0,0,6.640951315450359,S
